fewsid;code;naam;b_datum;e_datum;aquo;aquoid;WNA.oeverplantensoorten;datum;geslacht;author;beschermingsstatus.florafaunawet;WNA.habitatvoorkeur.vis;taxoncode;TWN.taxongroup;WNA.fytoplankton.groep;parentname;levensvorm;WNA.migratiegilde.vis;WNA.zuurstoftolerante.vis;WNA.kroossoorten;WNA.emerse.plantensoorten;check_2;TWN.taxonlevel;WNA.toxische.blauwalg;check1;WNA.reynolds.groep.cyanobacterieen;WNA.nederlandse.soortnaam;status;WNA.plantminnendheid.vis;WNA.fytoplankton.subgroep;refername;alleendrogeoever;WNA.onderwaterplantensoorten;WNA.soorten.met.drijvend.blad;WNA.stromingsgilde.vis;TWN.taxontype
2558;Callianassidae;Callianassidae;1-1-1981;;;;;25-11-2008;Callianassidae;Dana, 1852;;;CALS;CRDEC;;Thalassinidea;;;;;;;Familia;;;;;10;;;;;;;;MACEV
2559;Callicorixa;Callicorixa;1-1-1981;;;;;19-4-2017;Callicorixa;White, 1873;;;CALL;INHET;;Corixidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
2560;Callicorixa praeusta;Callicorixa praeusta;1-1-1981;;;;;20-5-2009;Callicorixa;(Fieber, 1848);;;CALLPRAU;INHET;;Callicorixa;;;;;;;Species;;;;;10;;;;;;;;MACEV
2561;Callicorixa praeusta praeusta;Callicorixa praeusta praeusta;1-1-1981;;;;;25-11-2008;Callicorixa;(Fieber, 1848);;;CALLPRAE;INHET;;Callicorixa praeusta;;;;;;;Subspecies;;;;;10;;;;;;;;MACEV
2562;Callicorixa producta;Callicorixa producta;1-1-1981;;;;;20-5-2009;Callicorixa;(Reuter, 1880);;;CALLPROD;INHET;;Callicorixa;;;;;;;Species;;;;;10;;;;;;;;MACEV
2563;Calliergon;Calliergon;1-1-1981;;;;0;7-7-2015;Calliergon;(W.S. Sullivant in A. Gray) N.C. Kindberg 1894;;;CAIE;MOSSE;;Calliergonaceae;;;;0;0;;Genus;;;;Nerfpuntmos;10;;;;0;0;0;;MACFT
2564;Calliergon cordifolium;Calliergon cordifolium;1-1-1981;;;;1;25-11-2008;Calliergon;(J. Hedwig) N.C. Kindberg 1894;;;CAIECORD;MOSSE;;Calliergon;;;;0;0;;Species;;;;Hartbladig puntmos;10;;;;0;0;0;;MACFT
2565;Calliergon giganteum;Calliergon giganteum;1-1-1981;;;;0;25-11-2008;Calliergon;(W.P. Schimper) N.C. Kindberg 1894;;;CAIEGIGA;MOSSE;;Calliergon;;;;0;0;;Species;;;;Reuzenpuntmos;10;;;;0;0;0;;MACFT
2566;Calliergonaceae;Calliergonaceae;1-1-1981;;;;0;25-11-2008;Calliergonaceae;;;;CALR;MOSSE;;Hypnales;;;;0;0;;Familia;;;;Nerfpuntmosfamilie;10;;;;0;0;0;;MACFT
2567;Calliergonella;Calliergonella;1-1-1981;;;;0;7-7-2015;Calliergonella;L. Loeske 1911;;;CALG;MOSSE;;Hypnaceae;;;;0;0;;Genus;;;;Puntmos;10;;;;0;0;0;;MACFT
2568;Calliergonella cuspidata;Calliergonella cuspidata;1-1-1981;;;;1;25-11-2008;Calliergonella;(J. Hedwig) L. Loeske 1911;;;CALGCUSP;MOSSE;;Calliergonella;;;;0;0;;Species;;;;Gewoon puntmos;10;;;;0;1;0;;MACFT
2569;Callionymidae;Callionymidae;1-1-1981;;;;;25-11-2008;Callionymidae;;;;CALY;;;Perciformes;;;;;;;Familia;;;;;10;;;;;;;;VISSN
2570;Callionymus;Callionymus;1-1-1981;;;;;25-11-2008;Callionymus;C. Linnaeus, 1758;;;CALM;;;Callionymidae;;;;;;;Genus;;;;;10;;;;;;;;VISSN
2571;Callionymus lyra;Callionymus lyra;1-1-1981;;;;;25-11-2008;Callionymus;C. Linnaeus, 1758;2;;CALMLYRA;;;Callionymus;;;;;;;Species;;;;Pitvis;10;;;;;;;;VISSN
2572;Callionymus maculatus;Callionymus maculatus;1-1-1981;;;;;25-11-2008;Callionymus;C.S. Rafinesque, 1810;2;;CALMMACU;;;Callionymus;;;;;;;Species;;;;Gevlekte pitvis;10;;;;;;;;VISSN
2573;Callionymus reticulatus;Callionymus reticulatus;1-1-1981;;;;;25-11-2008;Callionymus;A. Valenciennes, 1837;2;;CALMRETI;;;Callionymus;;;;;;;Species;;;;Rasterpitvis;10;;;;;;;;VISSN
2574;Calliopius;Calliopius;1-1-1981;;;;;28-5-2019 15:45;Calliopius;Liljeborg, 1865;;;CALP;CRAMP;;Eusiridae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
2575;Calliopius laeviusculus;Calliopius laeviusculus;1-1-1981;;;;;25-11-2008;Calliopius;(Krøyer, 1838);;;CALPLAEV;CRAMP;;Calliopius;;;;;;;Species;;;;;10;;;;;;;;MACEV
2576;Callipallene;Callipallene;1-1-1981;;;;;19-4-2017;Callipallene;Flynn, 1929;;;CAIP;MAREM;;Callipallenidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
2577;Callipallene brevirostris;Callipallene brevirostris;1-1-1981;;;;;19-4-2017;Callipallene;(Johnston, 1837);;;CAIPBREV;MAREM;;Callipallene;;;;;;;Species;;;;;10;;;;;;;;MACEV
2578;Callipallenidae;Callipallenidae;1-1-1981;;;;;19-4-2017;Callipallenidae;Hilton, 1942;;;CALD;MAREM;;Pantopoda;;;;;;;Familia;;;;;10;;;;;;;;MACEV
2579;Calliphoridae;Calliphoridae;1-1-1981;;;;;16-7-2015;Calliphoridae;;;;CAIH;IDREM;;Diptera;;;;;;;Familia;;;;;10;;;;;;;;MACEV
2580;Callitriche;Callitriche;1-1-1981;;;;1;25-11-2008;Callitriche;C. Linnaeus 1753;;;CATR;ANGIO;;Plantaginaceae;;;;0;0;;Genus;;;;;10;;;;0;1;1;;MACFT
2581;Callitriche brutia;Callitriche brutia;1-1-1981;;;;1;25-11-2008;Callitriche;V. Petagna 1787;;;CATRBRUT;ANGIO;;Callitriche;;;;0;0;;Species;;;;Haaksterrenkroos;10;;;;0;1;1;;MACFT
2582;Callitriche brutia var. brutia;Callitriche brutia var. brutia;1-1-1981;;;;1;25-11-2008;Callitriche;V. Petagna 1787;;;CATRBRBR;ANGIO;;Callitriche brutia;;;;0;0;;Subspecies;;;;;10;;;;0;1;1;;MACFT
2583;Callitriche brutia var. hamulata;Callitriche brutia var. hamulata;1-1-1981;;;;1;25-11-2008;Callitriche;(F.T. Kützing ex W. D. J. Koch) R.V. Lansdown 2006;;;CATRBRHA;ANGIO;;Callitriche brutia;;;;0;0;;Subspecies;;;;;10;;;;0;1;1;;MACFT
2584;Callitriche cophocarpa;Callitriche cophocarpa;1-1-1981;;;;1;25-11-2008;Callitriche;O. Sendtner 1854;;;CATRCOPH;ANGIO;;Callitriche;;;;0;0;;Species;;;;Gekield sterrenkroos;10;;;;0;1;1;;MACFT
2585;Callitriche hamulata;Callitriche brutia var. hamulata;1-1-1981;31-12-2017;;;1;25-11-2008;Callitriche;(F.T. Kützing ex W. D. J. Koch) R.V. Lansdown 2006;;;CATRBRHA;ANGIO;;Callitriche brutia;;;;0;0;;Subspecies;;;;;10;;;;0;1;1;;MACFT
2586;Callitriche hermaphroditica;Callitriche hermaphroditica;1-1-1981;;;;0;25-11-2008;Callitriche;C. Linnaeus 1755;;;CATRHERM;ANGIO;;Callitriche;;;;0;0;;Species;;;;Rond sterrenkroos;10;;;;0;1;0;;MACFT
2587;Callitriche obtusangula;Callitriche obtusangula;1-1-1981;;;;1;21-5-2019 15:17;Callitriche;N.J.M. Le Gall de Kerlinou 1852;;;CATROBTU;ANGIO;;Callitriche;;;;0;0;;Species;;;;Stomphoekig sterrenkroos;10;;;;0;1;1;;MACFT
2588;Callitriche palustris;Callitriche palustris;1-1-1981;;;;1;25-11-2008;Callitriche;C. Linnaeus 1753;;;CATRPALU;ANGIO;;Callitriche;;;;0;0;;Species;;;;Klein sterrenkroos;10;;;;0;1;1;;MACFT
2589;Callitriche platycarpa;Callitriche platycarpa;1-1-1981;;;;1;25-11-2008;Callitriche;F.T. Kützing in H.G.L. Reichenbach 1831;;;CATRPLAT;ANGIO;;Callitriche;;;;0;0;;Species;;;;Gewoon sterrenkroos;10;;;;0;1;1;;MACFT
2590;Callitriche species;Callitriche;1-1-1981;31-12-2017;;;1;25-11-2008;Callitriche;C. Linnaeus 1753;;;CATR;ANGIO;;Plantaginaceae;;;;0;0;;Genus;;;;;10;;;;0;1;1;;MACFT
2591;Callitriche stagnalis;Callitriche stagnalis;1-1-1981;;;;1;25-11-2008;Callitriche;J.A. Scopoli 1772;;;CATRSTAG;ANGIO;;Callitriche;;;;0;0;;Species;;;;Gevleugeld sterrenkroos;10;;;;0;1;1;;MACFT
2592;Callitriche truncata;Callitriche truncata;1-1-1981;;;;0;25-11-2008;Callitriche;G. Gussone 1826;;;CATRTRUN;ANGIO;;Callitriche;;;;0;0;;Species;;;;Doorschijnend sterrenkroos;10;;;;0;1;0;;MACFT
2593;Callophrys;Callophrys;1-1-1981;;;;;25-11-2008;Callophrys;Billberg, 1820;;;CALH;;;Lycaenidae;;;;;;;Genus;;;;;10;;;;;;;;VLIND
2594;Callophrys rubi;Callophrys rubi;1-1-1981;;;;;25-11-2008;Callophrys;(Linnaeus, 1758);;;CALHRUBI;;;Callophrys;;;;;;;Species;;;;Groentje;10;;;;;;;;VLIND
2595;Calluna;Calluna;1-1-1981;;;;1;25-11-2008;Calluna;R.A. Salisbury 1802;;;CALU;ANGIO;;Ericaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
2596;Calluna vulgaris;Calluna vulgaris;1-1-1981;;;;1;25-11-2008;Calluna;(C. Linnaeus) J. Hull 1808;;;CALUVULG;ANGIO;;Calluna;;;;0;0;;Species;;;;Struikhei;10;;;;0;0;0;;MACFT
2597;Calobryales;Calobryales;1-1-1981;;;;0;6-6-2014;Calobryales;;;;CALO;MOSSE;;Marchantiopsida;;;;0;0;;Ordo;;;;;10;;;;0;0;0;;MACFT
2598;Calonectris;Calonectris;1-1-1981;;;;;25-11-2008;Calonectris;Mathews et Iredale, 1915;;;CALE;;;Procellariidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
2599;Calonectris borealis;Calonectris borealis;1-1-1981;;;;;25-11-2008;Calonectris;(Scopoli, 1769);;;CALEBORE;;;Calonectris;;;;;;;Species;;;;Kuhls Pijlstormvogel;10;;;;;;;;VOGLS
2600;Caloneis;Caloneis;1-1-1981;;;;;25-11-2008;Caloneis;P.T. Cleve 1894;;;CANE;RAPHI;Diatom;Pinnulariaceae;;;;;;;Genus;0;;;;10;;Overig;;;;;;DIATM
2601;Caloneis aerophila;Caloneis aerophila;1-1-1981;;;;;25-11-2008;Caloneis;W. Bock 1963;;;CANEAERO;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2602;Caloneis alpestris;Caloneis alpestris;1-1-1981;;;;;25-11-2008;Caloneis;(A. Grunow) P.T. Cleve 1894;;;CANEALPE;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2603;Caloneis amphisbaena;Caloneis amphisbaena;1-1-1981;;;;;15-5-2019 16:05;Caloneis;(J.-B.G.M. Bory de Saint-Vincent ) P.T. Cleve 1894;;;CANEAMPH;RAPHI;Diatom;Caloneis;cel;;;;;;Species;0;;;;10;;Pennales;;;;;;DIATM
2604;Caloneis amphisbaena f. amphisbaena;Caloneis amphisbaena f. amphisbaena;1-1-1981;;;;;15-5-2019 16:05;Caloneis;(J.-B.G.M. Bory de Saint-Vincent ) P.T. Cleve 1894;;;CANEAMAM;RAPHI;Diatom;Caloneis amphisbaena;;;;;;;Forma;0;;;;10;;Overig;;;;;;DIATM
2605;Caloneis amphisbaena f. subsalina;Caloneis amphisbaena f. subsalina;1-1-1981;;;;;25-11-2008;Caloneis;(A.S. Donkin) A. van der Werff et H. Huls 1957;;;CANEAMSU;RAPHI;Diatom;Caloneis amphisbaena;;;;;;;Forma;0;;;;10;;Overig;;;;;;DIATM
2606;Caloneis amphisbaena var. amphisbaena;Caloneis amphisbaena var. amphisbaena;1-1-1981;;;;;15-5-2019 16:06;Caloneis;(J.-B.G.M. Bory de Saint-Vincent ) P.T. Cleve 1894;;;CANEAMAP;RAPHI;Diatom;Caloneis amphisbaena;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
2607;Caloneis bacillaris;Caloneis bacillaris;1-1-1981;;;;;25-11-2008;Caloneis;(W. Gregory) P.T. Cleve 1894;;;CANEBACI;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2608;Caloneis bacillum;Caloneis bacillum;1-1-1981;;;;;25-11-2008;Caloneis;(A. Grunow) P.T. Cleve 1894;;;CANEBACL;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2609;Caloneis budensis;Caloneis budensis;1-1-1981;;;;;25-11-2008;Caloneis;(A. Grunow) K. Krammer 1985;;;CANEBUDE;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2610;Caloneis crassa;Caloneis crassa;1-1-1981;;;;;31-8-2009;Caloneis;(W. Gregory) R. Ross in B. Hartley 1986;;;CANECRAS;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2611;Caloneis fontinalis;Caloneis fontinalis;1-1-1981;;;;;29-1-2010;Caloneis;(A. Grunow) H. Lange-Bertalot et E. Reichardt in H. Lange-Bertalot et D. Metzeltin 1996;;;CANEFONT;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2612;Caloneis hyalina;Caloneis hyalina;1-1-1981;;;;;25-11-2008;Caloneis;F. Hustedt 1938;;;CANEHYAL;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2613;Caloneis lancettula;Caloneis lancettula;1-1-1981;;;;;14-5-2019 13:20;Caloneis;(P. Schulz-Danzig) H. Lange-Bertalot et Witkowski in H. Lange-Bertalot et D. Metzeltin 1996;;;CANELANC;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2614;Caloneis latiuscula;Caloneis latiuscula;1-1-1981;;;;;31-8-2009;Caloneis;(F.T. Kützing) P.T. Cleve 1894;;;CANELATI;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2615;Caloneis lauta;Caloneis lauta;1-1-1981;;;;;25-11-2008;Caloneis;J.R. Carter et A.E. Bailey-Watts 1981;;;CANELAUT;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2616;Caloneis leptosoma;Caloneis leptosoma;1-1-1981;;;;;25-11-2008;Caloneis;(A. Grunow) K. Krammer 1985;;;CANELEPT;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2617;Caloneis limosa;Caloneis limosa;1-1-1981;;;;;25-11-2008;Caloneis;(F.T. Kützing) R.M. Patrick in R.M. Patrick et C.W. Reimer 1966;;;CANELIMO;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2618;Caloneis molaris;Caloneis molaris;1-1-1981;;;;;25-11-2008;Caloneis;(A. Grunow) K. Krammer 1985;;;CANEMOLA;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2619;Caloneis permagna;Caloneis permagna;1-1-1981;;;;;25-11-2008;Caloneis;(J.W. Bailey) P.T. Cleve 1894;;;CANEPERM;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2620;Caloneis pulchra;Caloneis pulchra;1-1-1981;;;;;25-11-2008;Caloneis;E. Messikommer 1927;;;CANEPULC;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2621;Caloneis schroederi;Caloneis schroederi;1-1-1981;;;;;31-8-2009;Caloneis;F. Hustedt 1922;;;CANESCHR;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2622;Caloneis schumanniana;Caloneis schumanniana;1-1-1981;;;;;31-8-2009;Caloneis;(A. Grunow) P.T. Cleve 1894;;;CANESCHU;RAPHI;Diatom;Caloneis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
2623;Caloneis schumanniana var. biconstricta;Caloneis schumanniana var. biconstricta;1-1-1981;;;;;31-8-2009;Caloneis;(A. Grunow) H. Reichelt 1903;;;CANESCBI;RAPHI;Diatom;Caloneis schumanniana;cel;;;;;;Varietas;0;;;;10;;Pennales;;;;;;DIATM
2624;Caloneis schumanniana var. lancettula;Caloneis schumanniana var. lancettula;1-1-1981;;;;;23-5-2014;Caloneis;F. Hustedt 1930;;;CANESCLA;RAPHI;Diatom;Caloneis schumanniana;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
2625;Caloneis schumanniana var. schumanniana;Caloneis schumanniana var. schumanniana;1-1-1981;;;;;31-8-2009;Caloneis;(A. Grunow) P.T. Cleve 1894;;;CANESCSC;RAPHI;Diatom;Caloneis schumanniana;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
2626;Caloneis silicula;Caloneis silicula;1-1-1981;;;;;25-11-2008;Caloneis;(C.G. Ehrenberg) P.T. Cleve 1894;;;CANESICL;RAPHI;Diatom;Caloneis;cel;;;;;;Species;0;;;;10;;Pennales;;;;;;DIATM
2627;Caloneis silicula var. curta;Caloneis silicula var. curta;1-1-1981;;;;;25-11-2008;Caloneis;(A. Grunow) P.T. Cleve 1894;;;CANESICU;RAPHI;Diatom;Caloneis silicula;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
