fewsid;code;naam;b_datum;e_datum;aquo;aquoid;WNA.oeverplantensoorten;datum;geslacht;author;beschermingsstatus.florafaunawet;WNA.habitatvoorkeur.vis;taxoncode;TWN.taxongroup;WNA.fytoplankton.groep;parentname;levensvorm;WNA.migratiegilde.vis;WNA.zuurstoftolerante.vis;WNA.kroossoorten;WNA.emerse.plantensoorten;check_2;TWN.taxonlevel;WNA.toxische.blauwalg;check1;WNA.reynolds.groep.cyanobacterieen;WNA.nederlandse.soortnaam;status;WNA.plantminnendheid.vis;WNA.fytoplankton.subgroep;refername;alleendrogeoever;WNA.onderwaterplantensoorten;WNA.soorten.met.drijvend.blad;WNA.stromingsgilde.vis;TWN.taxontype
7636;Fragilariaceae;Fragilariaceae;1-1-1981;;;;;25-11-2008;Fragilariaceae;R.K. Greville 1833;;;FRIL;ARAPH;Diatom;Fragilariales;cel;;;;;;Familia;0;;;;10;;Overig;;;;;;DIATM
7637;Fragilariales;Fragilariales;1-1-1981;;;;;25-11-2008;Fragilariales;P.C. Silva 1962 emend. F.E. Round in F.E. Round, R.M. Crawford et D.G. Mann 1990;;;FRIA;ARAPH;Diatom;Fragilariophycidae;;;;;;;Ordo;0;;;;10;;Overig;;;;;;DIATM
7638;Fragilariforma;Fragilariforma;1-1-1981;;;;;25-11-2008;Fragilariforma;D.M. Williams et F.E. Round 1988;;;FRGI;ARAPH;Diatom;Fragilariaceae;;;;;;;Genus;0;;;;10;;Overig;;;;;;DIATM
7639;Fragilariforma bicapitata;Fragilariforma bicapitata;1-1-1981;;;;;25-11-2008;Fragilariforma;(A. Mayer) D.M. Williams et F.E. Round 1988;;;FRGIBICA;ARAPH;Diatom;Fragilariforma;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7640;Fragilariforma constricta;Fragilariforma constricta;1-1-1981;;;;;25-11-2008;Fragilariforma;(C.G. Ehrenberg) D.M. Williams et F.E. Round 1988;;;FRGICONS;ARAPH;Diatom;Fragilariforma;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7641;Fragilariforma constricta f. stricta;Fragilariforma constricta f. stricta;1-1-1981;;;;;26-3-2019 13:15;Fragilariforma;(A. Cleve) M. Poulin in P.B. Hamilton, M. Poulin, D.F. Charles et M. Angell 1992;;;FRGICOST;ARAPH;Diatom;Fragilariforma constricta;;;;;;;Forma;0;;;;10;;Overig;;;;;;DIATM
7642;Fragilariforma lata;Fragilariforma lata;1-1-1981;;;;;25-11-2008;Fragilariforma;(A. Cleve-Euler) D.M. Williams et F.E. Round 1988;;;FRGILATA;ARAPH;Diatom;Fragilariforma;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7643;Fragilariforma virescens;Fragilariforma virescens;1-1-1981;;;;;25-11-2008;Fragilariforma;(J. Ralfs) D.M. Williams et F.E. Round 1988;;;FRGIVIRE;ARAPH;Diatom;Fragilariforma;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7644;Fragilariforma virescens var. capitata;Fragilariforma virescens var. capitata;1-1-1981;;;;;18-3-2016;Fragilariforma;(E.V. Østrup) D.B. Czarnecki 1994;;;FRGIVICA;ARAPH;Diatom;Fragilariforma virescens;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
7645;Fragilariforma virescens var. subsalina;Fragilariforma virescens var. subsalina;1-1-1981;;;;;15-5-2019 13:44;Fragilariforma;(A. Grunow in H.F. Van Heurck) L. Bukhtiyarova 1995;;;FRGIVISU;ARAPH;Diatom;Fragilariforma virescens;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
7646;Fragilariforma virescens var. virescens;Fragilariforma virescens var. virescens;1-1-1981;;;;;31-8-2009;Fragilariforma;(J. Ralfs) D.M. Williams et F.E. Round 1988;;;FRGIVIVI;ARAPH;Diatom;Fragilariforma virescens;;;;;;;Varietas;0;;;;10;;Overig;;;;;;DIATM
7647;Fragilariophyceae;Fragilariophyceae;1-1-1981;;;;;29-1-2019 14:11;Fragilariophyceae;F.E. Round in F.E. Round, R.M. Crawford et D.G. Mann 1990;;;FRIO;ARAPH;Diatom;Khakista [2];cel;;;;;;Classis;0;;;;10;;Overig;;;;;;DIATM
7648;Fragilariophycidae;Fragilariophycidae;1-1-1981;;;;;25-11-2008;Fragilariophycidae;F.E. Round in F.E. Round, R.M. Crawford et D.G. Mann 1990;;;FROP;ARAPH;Diatom;Fragilariophyceae;;;;;;;Subclassis;0;;;;10;;Overig;;;;;;DIATM
7649;Fragilariopsis;Fragilariopsis;1-1-1981;;;;;25-11-2008;Fragilariopsis;F. Hustedt in A. Schmidt et al. 1913;;;FRRI;RAPHI;Diatom;Bacillariaceae;;;;;;;Genus;0;;;;10;;Overig;;;;;;DIATM
7650;Fragilariopsis curta;Fragilariopsis curta;1-1-1981;;;;;4-6-2014;Fragilariopsis;(H.F. van Heurck) F. Hustedt 1958;;;FRRICURT;RAPHI;Diatom;Fragilariopsis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7651;Fragilariopsis cylindrus;Fragilariopsis cylindrus;1-1-1981;;;;;25-11-2008;Fragilariopsis;(A. Grunow) W. Krieger in J.-G. Helmcke et W. Krieger 1954;;;FRRICYLI;RAPHI;Diatom;Fragilariopsis;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7652;Fragilidium;Fragilidium;1-1-1981;;;;;10-10-2011;Fragilidium;E. Balech 1959;;;FRLI;DINOF;Overige;Goniodomataceae;;;;;;;Genus;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7653;Fragilidium subglobosum;Fragilidium subglobosum;1-1-1981;;;;;25-11-2008;Fragilidium;(H.A. Von Stosch 1969) A.R. Loeblich III 1980;;;FRLISUGL;DINOF;Overige;Fragilidium;;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7654;Franceia;Franceia;1-1-1981;;;;;25-11-2008;Franceia;E.J. Lemmermann 1898;;;FRAN;CHLOR;Overige;Trebouxiophyceae incertae sedis;cel;;;;;;Genus;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7655;Franceia minuscula;Franceia minuscula;1-1-1981;;;;;25-11-2008;Franceia;F. Hindák 1980;;;FRANMINU;CHLOR;Overige;Franceia;cel;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7656;Franceia ovalis;Franceia ovalis;1-1-1981;;;;;25-11-2008;Franceia;(R.H. Francé 1894) E.J. Lemmermann 1898;;;FRANOVAL;CHLOR;Overige;Franceia;cel;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7657;Fratercula;Fratercula;1-1-1981;;;;;25-11-2008;Fratercula;Brisson, 1760;;;FRAT;;;Alcidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7658;Fratercula arctica;Fratercula arctica;1-1-1981;;;;;25-11-2008;Fratercula;(Linnaeus, 1758);;;FRATARCT;;;Fratercula;;;;;;;Species;;;;Papegaaiduiker;10;;;;;;;;VOGLS
7659;Fraxinus;Fraxinus;1-1-1981;;;;1;25-11-2008;Fraxinus;C. Linnaeus 1753;;;FRAX;ANGIO;;Oleaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7660;Fraxinus excelsior;Fraxinus excelsior;1-1-1981;;;;1;25-11-2008;Fraxinus;C. Linnaeus 1753;;;FRAXEXCE;ANGIO;;Fraxinus;;;;0;0;;Species;;;;Es;10;;;;0;0;0;;MACFT
7661;Fredericella;Fredericella;1-1-1981;;;;;15-6-2009;Fredericella;Gervais, 1838;;;FRED;BRHYP;;Fredericellidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7662;Fredericella sultana;Fredericella sultana;1-1-1981;;;;;15-6-2009;Fredericella;(Blumenbach, 1779);;;FREDSULT;BRHYP;;Fredericella;;;;;;;Species;;;;;10;;;;;;;;MACEV
7663;Fredericellidae;Fredericellidae;1-1-1981;;;;;15-6-2009;Fredericellidae;Hyatt, 1868;;;FRDE;BRHYP;;Phylactolaemata;;;;;;;Familia;;;;;10;;;;;;;;MACEV
7664;Fridericia;Fridericia;1-1-1981;;;;;19-5-2009;Fridericia;Michaelsen, 1889;;;FRID;APOLI;;Enchytraeidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7665;Fringilla;Fringilla;1-1-1981;;;;;25-11-2008;Fringilla;Linnaeus, 1758;;;FRIN;;;Fringillidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7666;Fringilla coelebs;Fringilla coelebs;1-1-1981;;;;;25-11-2008;Fringilla;Linnaeus, 1758;;;FRINCOEL;;;Fringilla;;;;;;;Species;;;;Vink;10;;;;;;;;VOGLS
7667;Fringilla coelebs africana;Fringilla coelebs africana;1-1-1981;;;;;25-11-2008;Fringilla;Levaillant, 1850;;;FRINCOAF;;;Fringilla coelebs;;;;;;;Subspecies;;;;Atlasvink;10;;;;;;;;VOGLS
7668;Fringilla montifringilla;Fringilla montifringilla;1-1-1981;;;;;25-11-2008;Fringilla;Linnaeus, 1758;;;FRINMONT;;;Fringilla;;;;;;;Species;;;;Keep;10;;;;;;;;VOGLS
7669;Fringillidae;Fringillidae;1-1-1981;;;;;25-11-2008;Fringillidae;Vigors, 1825;;;FRIG;;;Passeriformes;;;;;;;Familia;;;;;10;;;;;;;;VOGLS
7670;Fritillaria [ANIMALIA];Fritillaria [ANIMALIA];1-1-1981;;;;;14-8-2014;Fritillaria;J.R.C. Quoy et J.P. Gaimard, 1833;;;FRITANIM;;;Fritillariidae;;;;;;;Genus;;;;;10;;;;;;;;ZOOPT
7671;Fritillaria [PLANTAE];Fritillaria [PLANTAE];1-1-1981;;;;1;14-8-2014;Fritillaria;C. Linnaeus 1753;2;;FRITPLAN;ANGIO;;Liliaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7672;Fritillaria meleagris;Fritillaria meleagris;1-1-1981;;;;1;14-8-2014;Fritillaria;C. Linnaeus 1753;;;FRITMELE;ANGIO;;Fritillaria [PLANTAE];;;;0;0;;Species;;;;Wilde kievitsbloem;10;;;;0;0;0;;MACFT
7673;Fritillariidae;Fritillariidae;1-1-1981;;;;;14-8-2014;Fritillariidae;O. Seeliger, 1895 em. H. Lohmann, 1915;;;FRII;;;Appendiculariae;;;;;;;Familia;;;;;10;;;;;;;;ZOOPT
7674;Frontipoda;Oxus;1-1-1981;31-12-2017;;;;5-1-2016;Oxus;Kramer, 1877;;;OXUS;ARACH;;Oxidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7675;Frontipoda carpenteri;Oxus carpenteri;1-1-1981;31-12-2017;;;;5-1-2016;Oxus;(Halbert, 1911);;;OXUSCARP;ARACH;;Oxus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7676;Frontipoda musculus;Oxus musculus;1-1-1981;31-12-2017;;;;5-1-2016;Oxus;(O.F. Müller, 1776);;;OXUSMUSC;ARACH;;Oxus;;;;;;;Species;;;;;10;;;;;;;;MACEV
7677;Frontonia;Frontonia;1-1-1981;;;;;13-3-2012;Frontonia;C.G. Ehrenberg, 1838;;;FRON;CILIO;;Frontoniidae;;;;;;;Genus;;;;;10;;;;;;;;ZOOPT
7678;Frontoniidae;Frontoniidae;1-1-1981;;;;;2-11-2009;Frontoniidae;A. Kahl, 1926;;;FRNT;CILIO;;Peniculida;;;;;;;Familia;;;;;10;;;;;;;;ZOOPT
7679;Frustulia;Frustulia;1-1-1981;;;;;25-11-2008;Frustulia;G.L. Rabenhorst 1853;;;FRUS;RAPHI;Diatom;Amphipleuraceae;cel;;;;;;Genus;0;;;;10;;Overig;;;;;;DIATM
7680;Frustulia amphipleuroides;Frustulia amphipleuroides;1-1-1981;;;;;25-11-2008;Frustulia;(A. Grunow in P.T. Cleve et A. Grunow) P.T. Cleve 1934;;;FRUSAMPH;RAPHI;Diatom;Frustulia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7681;Frustulia crassinervia;Frustulia crassinervia;1-1-1981;;;;;26-3-2019 16:42;Frustulia;(L.A. de Brébisson ex W. Smith) H. Lange-Bertalot et K. Krammer in H. Lange-Bertalot et D. Metzeltin 1996;;;FRUSCRAS;RAPHI;Diatom;Frustulia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7682;Frustulia creuzburgensis;Frustulia creuzburgensis;1-1-1981;;;;;25-11-2008;Frustulia;(G. Krasske) F. Hustedt 1957;;;FRUSCREU;RAPHI;Diatom;Frustulia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7683;Frustulia erifuga;Frustulia erifuga;1-1-1981;;;;;25-11-2008;Frustulia;H. Lange-Bertalot et K. Krammer in H. Lange-Bertalot et D. Metzeltin 1996;;;FRUSERIF;RAPHI;Diatom;Frustulia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7684;Frustulia marginata;Frustulia marginata;1-1-1981;;;;;31-8-2009;Frustulia;A. Amossé 1932;;;FRUSMARG;RAPHI;Diatom;Frustulia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7685;Frustulia rhomboides [1];Frustulia rhomboides [1];1-1-1981;;;;;15-5-2019 14:38;Frustulia;(C.G. Ehrenberg) G.B. De Toni 1891;;;FRUSRHOB;RAPHI;Diatom;Frustulia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7686;Frustulia saxonica;Frustulia saxonica;1-1-1981;;;;;25-11-2008;Frustulia;G.L. Rabenhorst 1853;;;FRUSSAXO;RAPHI;Diatom;Frustulia;cel;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7687;Frustulia vulgaris;Frustulia vulgaris;1-1-1981;;;;;15-5-2019 15:58;Frustulia;(G.H.K. Thwaites) G.B. De Toni 1891;;;FRUSVULG;RAPHI;Diatom;Frustulia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7688;Frustulia weinholdii;Frustulia weinholdii;1-1-1981;;;;;25-11-2008;Frustulia;F. Hustedt 1937;;;FRUSWEIN;RAPHI;Diatom;Frustulia;;;;;;;Species;0;;;;10;;Overig;;;;;;DIATM
7689;Fucaceae;Fucaceae;1-1-1981;;;;;18-6-2010;Fucaceae;M. Adanson 1763;;;FUCA;HITAX;;Fucales;;;;;;;Familia;0;;;;10;;;;;;;;MACAG
7690;Fucales;Fucales;1-1-1981;;;;;18-6-2010;Fucales;J.B.G.M. Bory de Saint-Vincent 1827;;;FUCL;HITAX;;Phaeophyceae;;;;;;;Ordo;0;;;;10;;;;;;;;MACAG
7691;Fucellia;Fucellia;1-1-1981;;;;;28-5-2019 12:19;Fucellia;Robineau-Desvoidy, 1842;;;FUCE;IDREM;;Anthomyiidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7692;Fucellia fucorum;Fucellia fucorum;1-1-1981;;;;;10-1-2012;Fucellia;(Fallén, 1819);;;FUCEFUCO;IDREM;;Fucellia;;;;;;;Species;;;;;10;;;;;;;;MACEV
7693;Fucus;Fucus;1-1-1981;;;;;18-6-2010;Fucus;C. Linnaeus 1753;;;FUCU;CHRYS;;Fucaceae;;;;;;;Genus;0;;;;10;;;;;;;;MACAG
7694;Fulica;Fulica;1-1-1981;;;;;25-11-2008;Fulica;Linnaeus, 1758;;;FULI;;;Rallidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7695;Fulica atra;Fulica atra;1-1-1981;;;;;25-11-2008;Fulica;Linnaeus, 1758;;;FULIATRA;;;Fulica;;;;;;;Species;;;;Meerkoet;10;;;;;;;;VOGLS
7696;Fulmarus;Fulmarus;1-1-1981;;;;;25-11-2008;Fulmarus;Stephens, 1826;;;FULM;;;Procellariidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7697;Fulmarus glacialis;Fulmarus glacialis;1-1-1981;;;;;25-11-2008;Fulmarus;(Linnaeus, 1761);;;FULMGLAC;;;Fulmarus;;;;;;;Species;;;;Noordse Stormvogel;10;;;;;;;;VOGLS
7698;Fumaria;Fumaria;1-1-1981;;;;1;25-11-2008;Fumaria;C. Linnaeus 1753;;;FUMA;ANGIO;;Papaveraceae;;;;0;0;;Genus;;;;;10;;;;1;0;0;;MACFT
7699;Fumaria officinalis;Fumaria officinalis;1-1-1981;;;;1;25-11-2008;Fumaria;C. Linnaeus 1753;;;FUMAOFFI;ANGIO;;Fumaria;;;;0;0;;Species;;;;Gewone duivekervel;10;;;;1;0;0;;MACFT
7700;Funaria;Funaria;1-1-1981;;;;;25-11-2008;Funaria;Van der Linde, 1938;;;FUNA;;;Leptonchidae;;;;;;;Genus;;;;;10;;;;;;;;NEMTD
7701;Funaria [PLANTAE];Funaria [PLANTAE];1-1-1981;;;;0;10-6-2014;Funaria;J. Hedwig 1801;;;FUNIPLAN;MOSSE;;Funariaceae;;;;0;0;;Genus;;;;Krulmos;10;;;;0;0;0;;MACFT
7702;Funaria hygrometrica;Funaria hygrometrica;1-1-1981;;;;0;10-6-2014;Funaria;J. Hedwig 1801;;;FUNIHYGR;MOSSE;;Funaria [PLANTAE];;;;0;0;;Species;;;;Gewoon krulmos;10;;;;0;0;0;;MACFT
7703;Funaria maryanneae;Funaria maryanneae;1-1-1981;;;;;25-11-2008;Funaria;Goseco et Ferris, 1976;;;FUNAMARY;;;Funaria;;;;;;;Species;;;;;10;;;;;;;;NEMTD
7704;Funariaceae;Funariaceae;1-1-1981;;;;0;12-3-2010;Funariaceae;;;;FUNA;MOSSE;;Funariales;;;;0;0;;Familia;;;;;10;;;;0;0;0;;MACFT
7705;Funariales;Funariales;1-1-1981;;;;0;11-3-2010;Funariales;;;;FUNR;MOSSE;;Bryopsida;;;;0;0;;Ordo;;;;;10;;;;0;0;0;;MACFT
7706;Fungi;Fungi;1-1-1981;;;;;8-9-2009;Fungi;R.T. Moore 1980;;;FUNG;HITAX;Overige;Eukaryota;;;;;;;Regnum;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7707;Fungiotonchium;Fungiotonchium;1-1-1981;;;;;25-11-2008;Fungiotonchium;Siddiqi, 1986;;;FUNG;;;Iotonchidae;;;;;;;Genus;;;;;10;;;;;;;;NEMTD
7708;Fungiotonchium fungorum;Fungiotonchium fungorum;1-1-1981;;;;;25-11-2008;Fungiotonchium;(Bütschli, 1873);;;FUNGFUNG;;;Fungiotonchium;;;;;;;Species;;;;;10;;;;;;;;NEMTD
7709;Fusola;Fusola;1-1-1981;;;;;12-1-2010;Fusola;"J.W. Snow 1903 (""1902"")";;;FUSO;CHLOR;Overige;Chlorophyta incertae sedis;;;;;;;Genus;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7710;Fusola viridis;Fusola viridis;1-1-1981;;;;;12-1-2010;Fusola;"J.W. Snow 1903 (""1902"")";;;FUSOVIRI;CHLOR;Overige;Fusola;;;;;;;Species;0;;;;10;;Cryptophyceae;;;;;;FYTPT
7712;Gadidae;Gadidae;1-1-1981;;;;;25-11-2008;Gadidae;;;;GADI;;;Gadiformes;;;;;;;Familia;;;;;10;;;;;;;;VISSN
7713;Gadiformes;Gadiformes;1-1-1981;;;;;25-11-2008;Gadiformes;;;;GADF;;;Neopterygii;;;;;;;Ordo;;;;;10;;;;;;;;VISSN
7714;Gadus;Gadus;1-1-1981;;;;;25-11-2008;Gadus;C. Linnaeus, 1758;;;GADU;;;Gadidae;;;;;;;Genus;;;;;10;;;;;;;;VISSN
7715;Gadus morhua;Gadus morhua;1-1-1981;;;;;25-11-2008;Gadus;C. Linnaeus, 1758;;;GADUMORH;;;Gadus;;;;;;;Species;;;;Kabeljauw;10;;;;;;;;VISSN
7716;Gaetanus;Gaetanus;1-1-1981;;;;;2-11-2009;Gaetanus;W. Giesbrecht, 1888;;;GAET;COPEP;;Aetideidae;;;;;;;Genus;;;;;10;;;;;;;;ZOOPT
7717;Gaetanus tenuispinus;Gaetanus tenuispinus;1-1-1981;;;;;2-11-2009;Gaetanus;(G.O. Sars, 1900);;;GAETTENU;COPEP;;Gaetanus;;;;;;;Species;;;;;10;;;;;;;;ZOOPT
7718;Gagea;Gagea;1-1-1981;;;;1;25-11-2008;Gagea;R.A. Salisbury 1806;;;GAGE;ANGIO;;Liliaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7719;Gagea spathacea;Gagea spathacea;1-1-1981;;;;1;25-11-2008;Gagea;(F.G. Hayne) R.A. Salisbury 1608;;;GAGESPAT;ANGIO;;Gagea;;;;0;0;;Species;;;;Schedegeelster;10;;;;0;0;0;;MACFT
7720;Gaidropsarus;Gaidropsarus;1-1-1981;;;;;25-11-2008;Gaidropsarus;C.S. Rafinesque, 1810;2;;GAID;;;Lotidae;;;;;;;Genus;;;;;10;;;;;;;;VISSN
7721;Gaidropsarus vulgaris;Gaidropsarus vulgaris;1-1-1981;;;;;25-11-2008;Gaidropsarus;(H. Cloquet, 1824);;;GAIDVULG;;;Gaidropsarus;;;;;;;Species;;;;Driedradige meun;10;;;;;;;;VISSN
7722;Galanthus;Galanthus;1-1-1981;;;;1;4-9-2013;Galanthus;C. Linnaeus 1753;;;GALA;ANGIO;;Amaryllidaceae;;;;0;0;;Genus;;;;Sneeuwklokje;10;;;;0;0;0;;MACFT
7723;Galanthus nivalis;Galanthus nivalis;1-1-1981;;;;1;4-9-2013;Galanthus;C. Linnaeus 1753;;;GALANIVA;ANGIO;;Galanthus;;;;0;0;;Species;;;;Gewoon sneeuwklokje;10;;;;0;0;0;;MACFT
7724;Galathowenia;Galathowenia;1-1-1981;;;;;12-7-2011;Galathowenia;Kirkegaard, 1959;;;GALA;APPOL;;Oweniidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7725;Galathowenia oculata;Galathowenia oculata;1-1-1981;;;;;12-7-2011;Galathowenia;(Zachs, 1923);;;GALAOCUL;APPOL;;Galathowenia;;;;;;;Species;;;;;10;;;;;;;;MACEV
7726;Galba;Galba;1-1-1981;;;;;25-11-2008;Galba;Schrank, 1803;;;GALB;MOGAS;;Lymnaeidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7727;Galba truncatula;Galba truncatula;1-1-1981;;;;;25-11-2008;Galba;(O.F. Müller, 1774);;;GALBTRUN;MOGAS;;Galba;;;;;;;Species;;;;;10;;;;;;;;MACEV
7728;Galeopsis;Galeopsis;1-1-1981;;;;1;25-11-2008;Galeopsis;C. Linnaeus 1753;;;GAEO;ANGIO;;Lamiaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7729;Galeopsis bifida;Galeopsis bifida;1-1-1981;;;;1;21-5-2019 13:59;Galeopsis;C.M.G. Von Boenninghausen 1824;;;GAEOBIFI;ANGIO;;Galeopsis;;;;0;0;;Species;;;;Gespleten hennepnetel;10;;;;0;0;0;;MACFT
7730;Galeopsis bifida + tetrahit;Galeopsis;1-1-1981;31-12-2017;;;1;25-11-2008;Galeopsis;C. Linnaeus 1753;;;GAEO;ANGIO;;Lamiaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7731;Galeopsis segetum;Galeopsis segetum;1-1-1981;;;;1;21-5-2019 14:56;Galeopsis;N.M.J. De Necker 1770;;;GAEOSEGE;ANGIO;;Galeopsis;;;;0;0;;Species;;;;Bleekgele hennepnetel;10;;;;0;0;0;;MACFT
7732;Galeopsis speciosa;Galeopsis speciosa;1-1-1981;;;;1;25-11-2008;Galeopsis;P. Miller 1768;;;GAEOSPEC;ANGIO;;Galeopsis;;;;0;0;;Species;;;;Dauwnetel;10;;;;0;0;0;;MACFT
7733;Galeopsis tetrahit;Galeopsis tetrahit;1-1-1981;;;;1;25-11-2008;Galeopsis;C. Linnaeus 1753;;;GAEOTETR;ANGIO;;Galeopsis;;;;0;0;;Species;;;;Gewone hennepnetel;10;;;;0;0;0;;MACFT
7734;Galeorhinus;Galeorhinus;1-1-1981;;;;;25-11-2008;Galeorhinus;H. De Blainville, 1816;;;GALO;;;Triakidae;;;;;;;Genus;;;;;10;;;;;;;;VISSN
7735;Galeorhinus galeus;Galeorhinus galeus;1-1-1981;;;;;25-11-2008;Galeorhinus;(C. Linnaeus, 1758);;;GALOGALE;;;Galeorhinus;;;;;;;Species;;;;Ruwe haai;10;;;;;;;;VISSN
7736;Galerida;Galerida;1-1-1981;;;;;25-11-2008;Galerida;Boie, 1828;;;GALR;;;Alaudidae;;;;;;;Genus;;;;;10;;;;;;;;VOGLS
7737;Galerida cristata;Galerida cristata;1-1-1981;;;;;25-11-2008;Galerida;(Linnaeus, 1758);;;GALRCRIS;;;Galerida;;;;;;;Species;;;;Kuifleeuwerik;10;;;;;;;;VOGLS
7738;Galerucella;Galerucella;1-1-1981;;;;;10-12-2010;Galerucella;Crotch, 1873;;;GAER;INCOL;;Chrysomelidae;;;;;;;Genus;;;;;10;;;;;;;;MACEV
7739;Galerucella nymphaeae;Galerucella nymphaeae;1-1-1981;;;;;10-12-2010;Galerucella;(Linnaeus, 1758);;;GAERNYMP;INCOL;;Galerucella;;;;;;;Species;;;;;10;;;;;;;;MACEV
7740;Galinsoga;Galinsoga;1-1-1981;;;;1;25-11-2008;Galinsoga;H. Ruiz López et J.A. Pavon 1794;;;GAIN;ANGIO;;Asteraceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7741;Galinsoga parviflora;Galinsoga parviflora;1-1-1981;;;;1;17-12-2009;Galinsoga;A.J. Cavanilles 1795;;;GAINPARV;ANGIO;;Galinsoga;;;;0;0;;Species;;;;Kaal knopkruid;10;;;;0;0;0;;MACFT
7742;Galinsoga quadriradiata;Galinsoga quadriradiata;1-1-1981;;;;1;25-11-2008;Galinsoga;H. Ruiz López et J.A. Pavon 1794;;;GAINQUAD;ANGIO;;Galinsoga;;;;0;0;;Species;;;;Harig knopkruid;10;;;;0;0;0;;MACFT
7743;Galium;Galium;1-1-1981;;;;1;25-11-2008;Galium;C. Linnaeus 1753;;;GALI;ANGIO;;Rubiaceae;;;;0;0;;Genus;;;;;10;;;;0;0;0;;MACFT
7744;Galium aparine;Galium aparine;1-1-1981;;;;1;25-11-2008;Galium;C. Linnaeus 1753;;;GALIAPAR;ANGIO;;Galium;;;;0;0;;Species;;;;Kleefkruid;10;;;;0;0;0;;MACFT
7745;Galium boreale;Galium boreale;1-1-1981;;;;1;25-11-2008;Galium;C. Linnaeus 1753;;;GALIBORE;ANGIO;;Galium;;;;0;0;;Species;;;;Noords walstro;10;;;;0;0;0;;MACFT
7746;Galium mollugo;Galium mollugo;1-1-1981;;;;1;25-11-2008;Galium;C. Linnaeus 1753;;;GALIMOLL;ANGIO;;Galium;;;;0;0;;Species;;;;Glad walstro;10;;;;0;0;0;;MACFT
7747;Galium odoratum;Galium odoratum;1-1-1981;;;;1;25-11-2008;Galium;(C. Linnaeus) J.A. Scopoli 1771;;;GALIODOR;ANGIO;;Galium;;;;0;0;;Species;;;;Lievevrouwebedstro;10;;;;1;0;0;;MACFT
7748;Galium palustre;Galium palustre [1];1-1-1981;31-12-2015;;;1;2-11-2009;Galium;C. Linnaeus 1753;;;GALIPALT;ANGIO;;Galium;;;;0;1;;Species;;;;Moeraswalstro;10;;;;0;0;0;;MACFT
7749;Galium palustre [1];Galium palustre [1];1-1-1981;;;;1;2-11-2009;Galium;C. Linnaeus 1753;;;GALIPALT;ANGIO;;Galium;;;;0;1;;Species;;;;Moeraswalstro;10;;;;0;0;0;;MACFT
7750;Galium palustre [2];Galium palustre [2];1-1-1981;;;;1;2-11-2009;Galium;C. Linnaeus 1753 s.l.;;;GALIPALR;ANGIO;;Galium;;;;0;1;;Species;;;;Moeraswalstro s.l.;10;;;;0;0;0;;MACFT
7751;Galium saxatile;Galium saxatile;1-1-1981;;;;1;25-11-2008;Galium;C. Linnaeus 1753;;;GALISAXA;ANGIO;;Galium;;;;0;0;;Species;;;;Liggend walstro;10;;;;0;0;0;;MACFT
