"EAG";"jaar";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"GAFNAAM";"KRW_SGBP3";"KRWmonitoringslocatie_SGBP3";"SGBP3_NAAM"
"6550-EAG-1";2017;0;0;0;0;4;85;0;12;8;35;0;19;23;50;23;4;4;"Polder Nijenrode, landelijk gebied";"";"";""
"6550-EAG-2";2017;0;0;0;0;0;86;14;0;0;57;0;43;0;14;43;0;14;"Polder Nijenrode, Kasteel Neijenrode en sportvelden";"";"";""
"6550-EAG-3";2017;0;0;0;0;25;75;0;0;0;25;0;0;50;25;25;0;0;"Polder Nijenrode, bebouwing";"";"";""
"6570-EAG-1";2017;0;75;0;0;0;25;0;0;0;25;0;0;75;25;25;0;0;"Polder Broeckland, Polder Broeckland";"";"";""
"6590-EAG-1";2017;0;0;0;0;0;25;25;50;0;50;0;50;0;25;50;0;50;"Rijnkade, Rijnkade";"";"";""
"7000-EAG-1";2018;29;0;0;0;14;57;0;0;0;0;0;10;40;50;0;40;0;"IJmeer, Markermeer, Gooimeer en Eemmeer, IJmeer, Bovenmaat";"";"";""
"7010-EAG-1";2017;0;0;0;0;19;81;0;0;19;8;0;5;38;43;14;3;0;"De Gooise Zomerkade, De Gooise Zomerkade";"";"";""
"7010-EAG-2";2017;0;0;0;0;0;60;0;40;20;20;0;20;20;40;0;0;0;"De Gooise Zomerkade, Blaricummer Meent";"";"";""
"7020-EAG-1";2018;8;0;0;8;0;15;0;69;69;0;0;0;62;31;0;0;0;"Huizen (oost), Bijvanck en Vierde Kwadrant";"";"";""
"7030-EAG-1";2015;0;0;0;0;0;80;20;0;29;0;0;17;50;17;0;33;0;"Buitendijksgebied Naarden en Muiderberg, Buitendijksgebied Naarden en Muiderberg";"";"";""
"7040-EAG-1";2019;0;0;0;0;25;17;25;33;8;8;8;0;17;50;50;8;25;"Eiland Zeeburg, Eiland Zeeburg";"";"";""
"7050-EAG-1";2019;0;20;0;20;30;20;0;10;0;0;0;40;0;0;60;0;50;"Haveneiland, Haveneiland";"";"";""
"7060-EAG-1";2019;75;25;0;0;0;0;0;0;0;0;0;14;43;14;29;29;29;"Steigereiland, Steigereiland";"";"";""
"7100-EAG-1";2018;0;0;0;0;0;11;0;89;0;0;0;0;89;11;0;44;0;"Huizen (west), Kwelvijvers";"";"";""
"7100-EAG-2";2018;0;58;8;0;0;33;0;0;0;8;17;0;42;17;58;0;33;"Huizen (west), Huizermaat";"";"";""
"8000-EAG-1";2018;0;32;0;0;0;36;0;32;4;0;24;16;40;44;0;32;0;"Rijnlands Boezem, boezemland";"";"";""
"8010-EAG-1";2018;0;0;0;0;4;0;25;71;12;0;0;0;38;29;29;33;21;"De Lange Bretten, natuurgebied";"";"";""
"8010-EAG-2";2018;0;4;0;0;7;48;4;37;41;4;22;0;37;41;7;30;0;"De Lange Bretten, polder";"";"";""
"8020-EAG-1";2018;32;45;0;0;0;0;0;23;0;61;0;14;0;46;86;0;71;"Overbraker Binnenpolder, volkstuinen";"";"";""
"8020-EAG-2";2018;0;0;0;40;10;50;0;0;0;0;0;0;40;0;60;40;50;"Overbraker Binnenpolder, noord-oost";"";"";""
"8030-EAG-1";2018;3;0;0;0;6;88;0;3;16;5;0;18;13;3;63;0;55;"Osdorperbinnenpolder, veenweide";"";"";""
"8030-EAG-2";2018;0;5;0;0;11;42;0;42;5;0;0;37;21;0;42;21;37;"Osdorperbinnenpolder, Geuzenveld";"";"";""
"8030-EAG-3";2018;0;0;0;0;0;100;0;0;0;0;0;89;0;0;11;0;0;"Osdorperbinnenpolder,  De Kluut 2";"";"";""
"8030-EAG-4";2018;0;0;0;0;18;82;0;0;0;9;0;9;0;0;91;0;91;"Osdorperbinnenpolder, VTP Tigeno en Eendracht";"";"";""
"8030-EAG-5";2018;0;0;0;0;33;52;10;5;19;5;0;10;19;19;62;0;43;"Osdorperbinnenpolder, polder";"";"";""
"8030-EAG-6";2018;0;0;0;0;17;67;17;0;0;0;0;0;83;0;0;0;0;"Osdorperbinnenpolder, Tom Schreurweg";"";"";""
"8040-EAG-1";2018;0;16;0;0;5;79;0;0;0;13;0;62;8;11;36;8;34;"Osdorperbovenpolder, Osdorperbovenpolder";"";"";""
"8040-EAG-2";2018;0;67;0;0;0;33;0;0;0;83;0;83;0;17;0;0;0;"Osdorperbovenpolder, Bovensloot";"";"";""
"8050-EAG-1";2018;0;8;0;0;0;92;0;0;0;0;0;0;33;0;67;33;33;"Lutkemeerpolder, Bisschopsmuts";"";"";""
"8050-EAG-2";2018;7;7;0;0;0;30;30;26;0;3;0;19;36;33;31;22;19;"Lutkemeerpolder, polder";"";"";""
"8050-EAG-3";2018;0;0;0;0;0;50;0;50;50;0;0;0;90;0;10;0;0;"Lutkemeerpolder, natuurgebied";"";"";""
"8060-EAG-1";2018;0;44;6;41;0;6;0;3;0;0;0;32;26;0;47;24;29;"Middelveldse Akerpolder, polder";"";"";""
"8070-EAG-1";2018;37;23;9;6;9;14;0;3;2;0;0;18;29;22;26;20;7;"Sloterbinnen en Middelveldsepolder, Sloterplas";"NL11_3_1";"NL11_Sloterplas";"Sloterplas"
"8070-EAG-2";2018;25;26;1;5;2;16;1;23;1;3;8;20;18;17;52;23;34;"Sloterbinnen en Middelveldsepolder, Gecombineerde Polders";"";"";""
"8070-EAG-3";2018;56;44;0;0;0;0;0;0;0;0;0;0;33;67;0;0;0;"Sloterbinnen en Middelveldsepolder, SPP Ookmeer";"";"";""
"8080-EAG-1";2018;0;0;0;0;25;75;0;0;0;0;0;0;55;9;36;36;36;"Riekerpolder, Wielerbaan";"";"";""
"8080-EAG-2";2018;4;18;0;0;10;55;4;8;4;2;0;12;14;35;35;8;22;"Riekerpolder, polder";"";"";""
"8090-EAG-1";2018;5;45;0;0;5;25;0;20;5;25;0;50;5;25;30;0;20;"Nieuw-Sloten, Nieuw-Sloten";"";"";""
"8090-EAG-2";2018;0;0;0;8;0;23;0;69;25;25;0;0;0;50;50;0;38;"Nieuw-Sloten, Plesmanstrook";"";"";""
"8110-EAG-1";2018;0;0;0;0;50;50;0;0;0;0;0;0;0;0;100;0;100;"Begraafplaats Vredenhof";"";"";""
"9010-EAG-1";2019;0;0;0;0;0;50;0;50;0;50;0;0;50;50;0;0;0;"Buiksloterdijk, Buiksloterdijk";"";"";""
"9020-EAG-1";2019;0;0;0;0;0;0;0;100;0;0;0;50;0;0;75;0;75;"Florapark (noord), Florapark (noord)";"";"";""
"9030-EAG-1";2019;50;50;0;0;0;0;0;0;100;50;0;0;0;50;0;0;0;"Florapark (zuid), Florapark (zuid)";"";"";""
"9040-EAG-1";2019;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;"Buiksloterweg, Buiksloterweg";"";"";""
"9801-EAG-1";2015;0;0;0;0;0;0;0;100;0;0;0;0;0;0;50;0;50;"Wiel Onderwal, Wiel Onderwal";"";"";""
"9901-EAG-1";2012;100;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;"Geen EAG, lozend op riolering";"";"";""
