locatie.EAG;locatiecode;locatie.omschrijving;locatie.x;locatie.y;locatie.z;datum;jaar;Ca_mg/kg_dg_BS;Ca_mg/kg_dg_PW;DICHTHD_kg/l_BS;Fe_mg/kg_dg_BS;Fe_mg/l_ng_BS;Fe_ug/l_nf_PW;GR_%_dg_BS;IR_%_BS;MONSDTE_m_BS;MONSDTE_m_PW;MONSDTE_m_E_BS;MONSDTE_m_E_PW;MONSLTE_m_BS;MONSLTE_m_PW;NH4_mgN/l_nf_PW;PO4_mgP/l_nf_PW;Ptot_gP/kg_dg_BS;Ptot_mgP/l_nf_PW;Ptot_mgP/l_ng_BS;Ptot_mgPOlsen/kg_dg_BS;Ptot_mgPOlsen/l_ng_BS;S_mg/l_OPGLT_PW;SLIBDTE_m_BS;SO4_mg/l_PW;Stot_mg/kg_dg_BS;Stot_mg/l_PW;Stot_mg/l_nf_PW;Stot_mg/l_ng_BS;T_oC_BS;WATDTE_m_BS;WATDTE_m_PW;X_CODNT_m_BS;X_CODNT_m_PW;Y_CODNT_m_BS;Y_CODNT_m_PW;FESPFWratio;FESPDWratio;FESPPWratio;nlvrFW;nlvrOls;nlvrDW;nlvrPW
3300-EAG-1;MBP1000;Loosdrechtse Plassen;133757;468287;;2013-08-29;2013;;;1.122;8967.5;1800;1900;74;20.3;0;0;-10;-10;;;;;0.5;0.005;100;;;;;;6500;1.6;1.6;1350;18.6;;;133757;133757;468287.008;468287.008;-3.0571057505196;-2.6101698196277;-98.3480368667051;0.8665;;-0.8759;-0.2864525
3300-EAG-1;MBP1004;Loosdrechtse Plassen;133076;467934;;2013-08-29;2013;;;5.8825;20857;2350;3000;48;11.2;0;0;-10;-10;;;;;0.7;0.24;75;;;;;;16000;1.6;1.6;1800;18.7;;;133076;133076;467934.016;467934.016;-5.80461620995468;-5.55347295297078;0.493193169031417;0.249;;0.6641;-0.09622
3300-EAG-1;MBP1005;Loosdrechtse Plassen;131901;467483;;2013-08-29;2013;;;5.707;24220;2050;340;38;8.4;0;0;-10;-10;;;;;0.6;0.08;54;;;;;;30000;1.3;1.3;2500;18.8;;;131901;131901;467483.008;467483.008;-23.6652159924428;-25.9097067370843;-13.3398698087812;-0.2697;;-0.1059;-0.22574
3300-EAG-1;MBP1006;Loosdrechtse Plassen;131438;466602;;2013-08-29;2013;;;5.754;21132;2100;50;47;9.9;0;0;-10;-10;;;;;0.6;0.1;62.5;;;;;;27000;1.6;1.6;2700;18.5;;;131438;131438;466601.984;466601.984;-23.0941539267769;-23.9343890314124;-15.1782846439441;-0.05975;;-0.1059;-0.20955
3300-EAG-1;MBP1007;Loosdrechtse Plassen;131651;465704;;2013-08-29;2013;;;5.715;19873;1900;110;41;9.5;0;0;-10;-10;;;;;0.6;0.005;60;;;;;;26000;2;2;2500;18.8;;;131651;131651;465704;465704;-22.6853001770646;-23.4882545484292;-374.188014119911;-0.1215;;-0.1059;-0.2864525
3300-EAG-4;MBP1024;Loosdrechtse Plassen;131372;465172;;2013-08-29;2013;;;5.946;18812;1400;40;43;7.4;0;0;-10;-10;;;;;0.7;0.06;53.5;;;;;;24999.998;2.4;2.4;1850;18.7;;;131372;131372;465172;465172;-18.8888819017373;-19.5935013274782;-38.269252959429;-0.28205;;0.6641;-0.24193
3300-EAG-3;MBP1023;Loosdrechtse Plassen;130693;465393;;2013-08-29;2013;;;5.8695;22972.5;1400;5;34;6.1;0;0;-10;-10;;;;;0.9;0.16;55.5;;;;;;42000;2.9;2.9;2550;18.7;;;130693;130693;465392.992;465392.992;-30.3916745139518;-30.9216051988197;-17.4909708738267;-0.23265;;2.2041;-0.16098
3300-EAG-3;MBP1021;Loosdrechtse Plassen;130484;465837;;2013-08-29;2013;;;5.812;27188;2250;5;43;8.2;0;0;-10;-10;;;;;0.9;0.23;74;;;;;;35000;3.4;3.4;2850;18.8;;;130484;130484;465836.992;465836.992;-20.3389807807205;-20.8105805204099;-14.2675783525421;0.2243;;2.2041;-0.104315
3300-EAG-3;MBP1022;Loosdrechtse Plassen;130972;466141;;2013-08-29;2013;;;5.655;25800;2050;260;42;8.1;0;0;-10;-10;;;;;1;0.52;79.5;;;;;;29000;0.57;0.57;2350;18.5;;;130972;130972;466140.992;466140.992;-14.2518913108199;-13.7035138243024;-0.781536452170161;0.36015;;2.9741;0.13044
3300-EAG-1;MBP1011;Loosdrechtse Plassen;132528;466968;;2013-08-30;2013;;;1.035;18026;1950;360;44;10.7;0;0;-10;-10;;;;;0.5;0.005;51.5;;;;;;21000;0.92;0.92;2250;18.7;;;132528;132528;466968;466968;-21.2017874623368;-20.5750005389073;-137.805220132906;-0.33145;;-0.8759;-0.2864525
3300-EAG-1;MBP1002;Loosdrechtse Plassen;132317;465826;;2013-08-30;2013;;;5.8425;21019.5;1900;190;40;9;0;0;-10;-10;;;;;0.5;0.005;43.5;;;;;;27000;1.2;1.2;2450;18.9;;;132317;132317;465825.984;465825.984;-30.179752701072;-28.8460613582428;-210.757679095995;-0.52905;;-0.8759;-0.2864525
3300-EAG-1;MBP1008;Loosdrechtse Plassen;132965;465523;;2013-08-30;2013;;;6.169;7176;1100;110;70;14.6;0;0;-10;-10;0;0;;;0.2;0.005;38.5;;;;;;8500;1.3;1.3;1250;18.6;;;132965;132965;465523.008;465523.008;-15.5159132020772;-21.1533866981097;-238.951463363635;-0.65255;;-3.1859;-0.2864525
3300-EAG-1;MBP1003;Loosdrechtse Plassen;132432;464984;;2013-08-30;2013;;;5.872;12205;1300;130;44;10.5;0;0;-10;-10;;;;;0.2;0.005;38.5;;;;;;18000;2;2;1900;18.6;;;132432;132432;464984;464984;-28.9433293824631;-53.0907354448643;-371.969444865725;-0.65255;;-3.1859;-0.2864525
3300-EAG-4;MBP1025;Loosdrechtse Plassen;130929;464586;;2013-08-30;2013;;;1.062;28775;2200;5;41;7.7;0;0;-10;-10;;;;;0.9;0.27;68;;;;;;33000;1.9;1.9;2550;18.7;;;130929;130929;464585.984;464585.984;-18.2797659512822;-17.6859493240901;-6.78733324913869;0.0761000000000001;;2.2041;-0.071935
3300-EAG-4;MBP1026;Loosdrechtse Plassen;131229;464214;;2013-08-30;2013;;;5.9085;4178;450;4500;56;10.2;0;0;-10;-10;;;;;2.5;0.57;260;;;;;;39000;0.65;0.65;4000;18.7;;;131229;131229;464214.016;464214.016;-13.9012015733978;-14.1422974213006;3.27720425492064;4.8185;;14.5241;0.170915
3300-EAG-8;MBP1030;Loosdrechtse Plassen;134180;469575;;2013-09-03;2013;;;5.713;16174;1050;5;29;6.3;0;0;-10;-10;;;;;5.5;0.37;345;;;;;;25000;2.4;2.4;1550;18.8;;;134180;134180;469575.008;469575.008;-2.65184748614708;-2.75974532442199;-6.25829096902665;6.918;;37.6241;0.009015
3300-EAG-8;MBP1031;Loosdrechtse Plassen;134428;469326;;2013-09-03;2013;;;5.734;10973.5;800;5;35;7.3;0;0;-10;-10;;;;;5.8;0.27;430;;;;;;22000;2.2;2.2;1600;19.2;;;134428;134428;469326.016;469326.016;-2.56243425403393;-2.614670784187;-7.86063920752184;9.0175;;39.9341;-0.071935
3300-EAG-8;MBP1029;Loosdrechtse Plassen;134003;469152;;2013-09-03;2013;;;6.3835;3038;700;5;84;21.3;0;0;-10;-10;;;;;4;0.31;855;;;;;;5200;2.4;2.4;1125;18.6;;;134003;134003;469152;469152;-0.816927091673028;-0.834517134169772;-7.46957309206407;19.515;;26.0741;-0.039555
3300-EAG-8;MBP1032;Loosdrechtse Plassen;133647;469372;;2013-09-03;2013;;;6.282;37806.5;7700;170;80;20.2;0;0;-10;-10;;;;;3.2;0.005;665;;;;;;7900;3;3;1600;20.2;;;133647;133647;469372;469372;4.09802290862516;4.16808726968396;-560.72737886632;14.822;;19.9141;-0.2864525
3300-EAG-8;MBP1027;Loosdrechtse Plassen;133295;469659;;2013-09-03;2013;;;5.682;11205.5;750;5;28;6.6;0;0;-10;-10;;;;;6.3;0.93;415;;;;;;25000;2.3;2.3;1650;20.1;;;133295;133295;469659.008;469659.008;-2.83825930852808;-2.84672057447243;-2.38598937880148;8.647;;43.7841;0.462335
3300-EAG-8;MBP1028;Loosdrechtse Plassen;133443;469068;;2013-09-03;2013;;;5.7705;9148.5;850;5;38;8.8;0;0;-10;-10;;;;;5.8;0.92;505;;;;;;22000;1.7;1.7;1900;19.5;;;133443;133443;469068;469068;-2.70080638083311;-2.78919185698394;-1.78194011386791;10.87;;39.9341;0.45424
3300-EAG-1;MBP1010;Loosdrechtse Plassen;134654;467658;;2013-09-05;2013;;;6.4435;3854.5;800;470;84;21.7;0;0;-10;-10;;;;;0.2;0.005;38;;;;;;3300;7.1;7.1;725;19.5;;;134654;134654;467657.984;467657.984;-6.75311281599642;-5.24924949416627;-1319.5486373403;-0.6649;;-3.1859;-0.2864525
3300-EAG-1;MBP1001;Loosdrechtse Plassen;134268;467208;;2013-09-05;2013;;;6.0865;9855.5;1700;2600;68;17.5;0;0;-10;-10;;;;;0.2;0.005;53.5;;;;;;6100;2.9;2.9;1080;19.7;;;134268;134268;467208;467208;-1.87591511251398;-2.13086195183348;-271.851707231862;-0.28205;;-3.1859;-0.2864525
3300-EAG-1;MBP1009;Loosdrechtse Plassen;133892;466785;;2013-09-05;2013;;;1.032;26933;2150;880;32;8;0;0;-10;-10;;;;;0.5;0.005;43.5;;;;;;18000;1.9;1.9;1450;20.1;;;133892;133892;466784.992;466784.992;-4.78582302448724;-4.89875019012229;-269.453590582865;-0.52905;;-0.8759;-0.2864525
3300-EAG-5;MBP1014;Loosdrechtse Plassen;134659;465900;;2013-09-05;2013;;;7.068;1669.5;550;40;99;60.9;0;0;-10;-10;;;;;0.2;0.005;30.5;;;;;;140;5.6;5.6;90;22.4;;;134659.008;134659.008;465900;465900;7.15132753513108;3.95369395854739;-1077.45526754184;-0.85015;;-3.1859;-0.2864525
3300-EAG-5;MBP1013;Loosdrechtse Plassen;134147;465815;;2013-09-05;2013;;;1.074;8949.5;1200;870;64;13.6;0;0;-10;-10;;;;;0.2;0.005;57;;;;;;9800;1.8;1.8;1300;22;;;134147;134147;465815.008;465815.008;-10.3543367553083;-22.5139358392781;-251.243367959061;-0.1956;;-3.1859;-0.2864525
3300-EAG-5;MBP1012;Loosdrechtse Plassen;133676;465734;;2013-09-05;2013;;;5.7175;18844.5;1550;540;38;8.2;0;0;-10;-10;;;;;1;0.38;84.5;;;;;;18000;0.8;0.8;1450;21.4;;;133676;133676;465734.016;465734.016;-6.40199632772839;-6.93559944818139;-1.24545642294946;0.48365;;2.9741;0.01711
3300-EAG-6;MBP1016;Loosdrechtse Plassen;134156;464762;;2013-09-05;2013;;;5.754;21187;1400;5;41;6.5;0;0;-10;-10;;;;;1.1;0.11;70;;;;;;31000;1.8;1.8;2000;19.9;;;134156;134156;464761.984;464761.984;-16.506449801781;-16.5400268561652;-15.7816585546633;0.1255;;3.7441;-0.201455
3300-EAG-6;MBP1015;Loosdrechtse Plassen;134354;464966;;2013-09-05;2013;;;5.517;20147.5;1200;90;34;5.8;0;0;-10;-10;;;;;1.2;0.32;68.5;;;;;;30000;1.1;1.1;1700;21.7;;;134354;134354;464966.016;464966.016;-14.2567494900804;-14.8371707201403;-3.16454715806293;0.0884500000000001;;4.5141;-0.03146
3300-EAG-6;MBP1017;Loosdrechtse Plassen;134475;465125;;2013-09-05;2013;;;5.7705;16076.9995;1050;5;34;6.3;0;0;-10;-10;;;;;1.2;0.25;78.5;;;;;;26999.998;1.6;1.6;1700;21.7;;;134475.008;134475.008;465124.992;465124.992;-13.5004291350633;-14.3036238826625;-6.17114947401599;0.33545;;4.5141;-0.088125
3300-EAG-7;MBP1020;Loosdrechtse Plassen;134380;464733;;2013-09-06;2013;;;1.032;32117.499;1550;2100;32;4.9;0;0;-10;-10;;;;;1.4;0.45;67.5;;;;;;39000;1;1;1950;20.7;;;134380;134380;464732.992;464732.992;-15.1697240143032;-14.1852251346882;0.441718879783684;0.06375;;6.0541;0.073775
3300-EAG-7;MBP1019;Loosdrechtse Plassen;134511;464610;;2013-09-06;2013;;;5.8945;15175.9995;1600;2700;57;10.2;0;0;-10;-10;;;;;0.7;0.08;72;;;;;;12999.999;2.9;2.9;1300;20.9;;;134511.008;134511.008;464609.984;464609.984;-5.11583707825004;-5.91489610578297;-16.2974288100583;0.1749;;0.6641;-0.22574
3300-EAG-7;MBP1018;Loosdrechtse Plassen;134413;464339;;2013-09-06;2013;;;5.8825;20837.499;1000;600;41;4.8;0;0;-10;-10;;;;;1.4;0.09;65.5;;;;;;38000;1.6;1.6;1800;21.4;;;134412.992;134412.992;464339.008;464339.008;-18.0780662447981;-17.9640750877302;-13.4752799104875;0.0143500000000001;;6.0541;-0.217645
3360-EAG-14;PMW1013;Molenpolder en Tienhovense Plassen;133897;462756;;2013-09-06;2013;;;5.7295;18851;1250;50;45;6.8;0;0;-10;-10;;;;;1.3;0.71;88.5;;;;;;21000;1.2;1.2;1450;21;;;133897;133897;462756;462756;-7.99278399725396;-7.56147720059833;-1.59357509771335;0.58245;;5.2841;0.284245
3360-EAG-14;PMW1014;Molenpolder en Tienhovense Plassen;134285;463072;;2013-09-06;2013;;;5.649;17101;700;30;27;4.1;0;0;-10;-10;;;;;13;0.81;555;;;;;;36000;1.3;1.3;1450;21.5;;;134284.992;134284.992;463072;463072;-1.82417055172524;-1.94539806520435;-1.52978852086653;12.105;;95.3741;0.365195
3360-EAG-13;PMW1012;Molenpolder en Tienhovense Plassen;134165;462695;;2013-09-06;2013;;;5.661;10187.5;500;120;21;4.9;0;0;-10;-10;;;;;1;0.12;47.5;;;;;;20000;0.89;0.89;975;21.5;;;134165;134165;462695.008;462695.008;-13.9895751938526;-13.6690886816424;-6.60967495866107;-0.43025;;2.9741;-0.19336
3360-EAG-13;PMW1011;Molenpolder en Tienhovense Plassen;134371;462514;;2013-09-06;2013;;;5.9005;12083;1250;890;52;10.2;0;0;-10;-10;;;;;0.7;0.3;71;;;;;;13000;1.6;1.6;1300;20.9;;;134371.008;134371.008;462513.984;462513.984;-7.92204337148241;-8.36562376928767;-3.50642973671804;0.1502;;0.6641;-0.04765
3360-EAG-11;PMW1020;Groot Maarsseveense Plas diep;134882;461182;;2013-09-10;2013;;;7.891;25859;11800;21000;95;42.5;0;0;-10;-10;;;;;0.6;0.51;270;;;;;;2300;1.2;1.2;1040;13.3;;;134882;134882;461182.016;461182.016;20.519129343708;20.2012537535731;20.5653297047472;5.0655;;-0.1059;0.122345
3360-EAG-11;PMW1023;Groot Maarsseveense Plas 20m;134834;461131;;2013-09-10;2013;;;9.322;10051;7450;18000;98;64.8;0;0;-10;-10;;;;;0.2;0.22;135.5;;;;;;590;0.48;0.48;440;14.7;;;134834;134834;461131.008;461131.008;27.3583474273146;25.0239221477682;43.2722430446095;1.74335;;-3.1859;-0.11241
3360-EAG-11;PMW1022;Groot Maarsseveense Plas 12m;134810;461100;;2013-09-10;2013;;;9.4275;14090;10100;20000;98;62.4;0;0;-10;-10;;;;;0.2;0.14;210;;;;;;530;1.6;1.6;380;11.8;;;134810;134810;461100;461100;24.9276987097707;36.5147162786017;68.1948977918338;3.5835;;-3.1859;-0.17717
3360-EAG-11;PMW1028;Groot Maarsseveense Plas 6m;134980;461319;;2013-09-10;2013;;;10.51;4196.5;4000;6200;99;75;0;0;-10;-10;;;;;0.2;0.03;96;;;;;;230;1.3;1.3;210;17;;;134980;134980;461319.008;461319.008;20.9970252922008;10.5269106770613;72.7671457559848;0.7677;;-3.1859;-0.266215
3360-EAG-11;PMW1019;Groot Maarsseveense Plas diep;134551;461442;;2013-09-10;2013;;;7.2475;35784.5;13450;14000;92;36.5;0;0;-10;-10;;;;;0.9;0.39;330;;;;;;3500;0.31;0.31;1335;13.2;;;134551.008;134551.008;461441.984;461441.984;18.6980666915213;18.2963156668834;19.1424103263103;6.5475;;2.2041;0.025205
3360-EAG-11;PMW1021;Groot Maarsseveense Plas 6m;134783;461082;;2013-09-10;2013;;;9.619;3020.5;2650;5100;99;74.7;0;0;-10;-10;;;;;0.2;0.21;53;;;;;;290;0.56;0.56;250;16.8;;;134783.008;134783.008;461081.984;461081.984;23.1756281181474;6.97582126464485;10.8939504574364;-0.2944;;-3.1859;-0.120505
3360-EAG-11;PMW1024;Groot Maarsseveense Plas diep;134262;461683;;2013-09-10;2013;;;7.984;27934;10250;25000;93;34.1;0;0;-10;-10;;;;;0.7;0.97;255;;;;;;2000;0.76;0.76;730;11.1;;;134262;134262;461683.008;461683.008;19.5291047027181;19.3734680878802;13.5380583125016;4.695;;0.6641;0.494715
3360-EAG-11;PMW1027;Groot Maarsseveense Plas 12m;134226;461843;;2013-09-10;2013;;;9.456;7896;5700;4800;97;63.1;0;0;-10;-10;;;;;0.2;0.07;140.5;;;;;;520;1.6;1.6;375;13.3;;;134226;134226;461843.008;461843.008;19.9232770552335;19.3857425961962;15.9531789278729;1.86685;;-3.1859;-0.233835
3360-EAG-11;PMW1025;Groot Maarsseveense Plas 12m;133931;461988;;2013-09-10;2013;;;8.9835;4946.5;3450;4400;98;62.2;0;0;-10;-10;;;;;0.2;0.03;116;;;;;;560;1.2;1.2;390;14.4;;;133931;133931;461988;461988;13.2481516408851;11.0129600046614;42.7085248183488;1.2617;;-3.1859;-0.266215
3360-EAG-11;PMW1026;Groot Maarsseveense Plas 6m;133867;462084;;2013-09-10;2013;;;9.0565;6075;4050;3100;98;58.6;0;0;-10;-10;;;;;0.2;0.06;124;;;;;;810;0.29;0.29;535;15.8;;;133867;133867;462084;462084;13.9476173459801;12.935060055666;23.9876386142652;1.4593;;-3.1859;-0.24193
3302-EAG-2;OBT1000;Molenpolder en Tienhovense Plassen;135928;465410;;2013-09-12;2013;;;7.6495;6776;2900;4000;93;41.4;0;0;-10;-10;;;;;0.2;1.5;113;;;;;;740;0.7;0.7;325;18.2;;;135928;135928;465409.984;465409.984;11.4559355438722;15.2171727415369;1.02825766693621;1.1876;;-3.1859;0.92375
3302-EAG-1;OBT1003;Molenpolder en Tienhovense Plassen;136056;465335;;2013-09-12;2013;;;6.7525;8250;2400;27000;83;27.8;0;0;-10;-10;85.726;85.726;;;0.6;1.1;180;;;;;;2300;0.41;0.41;655;18.1;;;136056;136056;465335.008;465335.008;3.88015383358084;3.92342625484147;13.2539023337364;2.8425;;-0.1059;0.59995
3302-EAG-2;OBT1001;Molenpolder en Tienhovense Plassen;136213;465632;;2013-09-12;2013;;;7.5505;2400;950;7400;92;39.2;0;0;-10;-10;;;;;0.2;0.28;92.5;;;;;;1000;0.125;0.125;415;17.9;;;136212.992;136212.992;465632;465632;1.36249105311348;1.82583094983292;14.2271649997337;0.68125;;-3.1859;-0.06384
3302-EAG-1;OBT1002;Molenpolder en Tienhovense Plassen;136729;465539;;2013-09-12;2013;;;5.925;40782.5;5200;14000;72;12.9;0;0;-10;-10;;;;;2.2;0.38;290;;;;;;5900;0.125;0.125;760;18.3;;;136728.992;136728.992;465539.008;465539.008;7.41378881002527;7.69111159690568;20.1164354456101;5.5595;;12.2141;0.01711
3360-EAG-10;PMW1016;Molenpolder en Tienhovense Plassen;133336;462213;;2013-09-13;2013;;;1.107;39890.5;3000;5;43;7.6;0;0;-10;-10;;;;;1.4;0.17;102;;;;;;35000;2.6;2.6;2650;18;;;133336;133336;462212.992;462212.992;-8.78340951082875;-8.34584177181821;-14.757427829699;0.9159;;6.0541;-0.152885
3360-EAG-10;PMW1017;Molenpolder en Tienhovense Plassen;133496;462585;;2013-09-13;2013;;;5.7045;21223.999;1250;80;43;6;0;0;-10;-10;;;;;1.8;0.38;105;;;;;;37000;1.9;1.9;2200;18;;;133496;133496;462584.992;462584.992;-13.6365991015771;-13.3163113922732;-4.71311000987228;0.99;;9.1341;0.01711
3360-EAG-10;PMW1015;Molenpolder en Tienhovense Plassen;133850;462458;;2013-09-13;2013;;;5.899;16116.5;900;120;32;5.6;0;0;-10;-10;;;;;1;0.11;57;;;;;;29000;1.4;1.4;1600;18;;;133850;133850;462457.984;462457.984;-18.3575876821044;-19.0743926675292;-11.6891675448836;-0.1956;;2.9741;-0.201455
3360-EAG-16;PMW1009;Molenpolder en Tienhovense Plassen;135658;462537;;2013-09-13;2013;;;5.998;2822.5;100;580;22;7.9;0;0;-10;-10;;;;;0.8;0.23;62.5;;;;;;12000;0.71;0.71;935;18;;;135658;135658;462536.992;462536.992;-13.5635637219964;-12.5327830256915;-1.58326071978219;-0.05975;;1.4341;-0.104315
3360-EAG-16;PMW1018;Molenpolder en Tienhovense Plassen;135273;462122;;2013-09-13;2013;;;5.661;9910.5;700;250;21;7.4;0;0;-10;-10;;;;;0.7;0.27;52.5;;;;;;14000;0.72;0.72;1050;18.1;;;135272.992;135272.992;462121.984;462121.984;-11.924276403611;-11.4669606103226;-2.06237660239138;-0.30675;;0.6641;-0.071935
3360-EAG-16;PMW1008;Molenpolder en Tienhovense Plassen;134416;462183;;2013-09-13;2013;;;6.4035;5812.5;1200;3900;80;21.6;0;0;-10;-10;;;;;0.2;0.42;79;;;;;;7400;0.47;0.47;1650;17.9;;;134416;134416;462183.008;462183.008;-11.7504882524464;-19.6217961767158;4.06927762484519;0.3478;;-3.1859;0.04949
3360-EAG-16;PMW1010;Molenpolder en Tienhovense Plassen;134911;462372;;2013-09-13;2013;;;5.833;9781;550;390;28;6.1;0;0;-10;-10;;;;;1;0.27;63;;;;;;22000;0.75;0.75;1350;18;;;134911.008;134911.008;462372;462372;-15.8573566188093;-15.8265015071887;-1.88211488750192;-0.0473999999999999;;2.9741;-0.071935
4210-EAG-3;HAP1000;Hollands Ankeveense Plassen;134460;476149;;2013-09-14;2013;;;5.899;15165.4995;1700;50;55;11.2;0;0;-10;-10;;;;;0.7;0.35;82;;;;;;20999.998;1.1;1.1;2350;15.9;;;134460;134460;476148.992;476148.992;-16.1847581579443;-16.9629327896051;-2.95668795177712;0.4219;;0.6641;-0.00717499999999999
4210-EAG-3;HAP1001;Hollands Ankeveense Plassen;134013;476489;;2013-09-14;2013;;;6.181;18877;2300;460;56;12.3;0;0;-10;-10;;;;;0.8;0.24;91;;;;;;19000;1.2;1.2;2350;15.6;;;134013;134013;476488.992;476488.992;-10.9270855035558;-9.85443616941995;-3.76681237842684;0.6442;;1.4341;-0.09622
4210-EAG-3;HAP1002;Hollands Ankeveense Plassen;134759;476212;;2013-09-14;2013;;;5.9625;16222.5;2100;20;55;12.8;0;0;-10;-10;;;;;0.7;0.42;84;;;;;;23000;1.4;1.4;2950;16;;;134759.008;134759.008;476212;476212;-20.0580769173781;-18.8853548671775;-3.19350633640913;0.4713;;0.6641;0.04949
4210-EAG-2;HAP1003;Hollands Ankeveense Plassen;134667;476654;;2013-09-14;2013;;;5.9335;14817;750;20;35;5.2;0;0;-10;-10;;;;;1.1;0.57;57.5;;;;;;21000;2;2;1100;16.3;;;134667.008;134667.008;476654.016;476654.016;-11.2450637154695;-10.970315866931;-3.36992610319076;-0.18325;;3.7441;0.170915
4210-EAG-2;HAP1004;Hollands Ankeveense Plassen;134897;476729;;2013-09-14;2013;;;1.014;16196.5;550;5;27;3.4;0;0;-10;-10;;;;;1.3;0.41;44.5;;;;;;25000;3.7;3.7;845;16.3;;;134896.992;134896.992;476728.992;476728.992;-11.4875485146034;-11.6662460248201;-8.71057470694669;-0.50435;;5.2841;0.041395
4210-EAG-5;HAP1005;Hollands Ankeveense Plassen;135615;476314;;2013-09-14;2013;;;5.9935;24189;1700;4200;41;7;0;0;-10;-10;;;;;1;2.1;70;;;;;;24000;1.6;1.6;1650;15.9;;;135615.008;135615.008;476313.984;476313.984;-9.29953450242931;-9.76716577870151;0.373303398487261;0.1255;;2.9741;1.40945
4210-EAG-5;HAP1006;Hollands Ankeveense Plassen;135558;476134;;2013-09-14;2013;;;6.34;7993.5;1500;40;80;18.6;0;0;-10;-10;;;;;0.2;0.97;77;;;;;;9800;1.9;1.9;1850;15.8;;;135558;135558;476134.016;476134.016;-12.4037785764715;-25.1651260980301;-1.86924484153951;0.2984;;-3.1859;0.494715
4210-EAG-3;HAP1007;Hollands Ankeveense Plassen;135104;475810;;2013-09-14;2013;;;5.971;14943.5;1000;30;39;6.8;0;0;-10;-10;;;;;1;0.6;69.5;;;;;;19000;4.1;4.1;1300;15.8;;;135104;135104;475809.984;475809.984;-10.0881389606023;-10.0652344758708;-6.57309952837902;0.11315;;2.9741;0.1952
4210-EAG-4;HAP1008;Hollands Ankeveense Plassen;136464;475293;;2013-09-14;2013;;;5.793;13006.9995;1700;1700;52;13;0;0;-10;-10;;;;;0.2;0.2;56;;;;;;10999.999;0.86;0.86;1450;16.2;;;136464;136464;475292.992;475292.992;-8.17450611894795;-17.057478635203;0.560765606201823;-0.2203;;-3.1859;-0.1286
3300-EAG-9;MBP1033;Ster en zodden;134841;469263;;2013-09-14;2013;;;6.4495;1800.5;125;40;77;23.7;0;0;-10;-10;;;;;0.2;0.23;63;;;;;;3000;1.7;1.7;720;16.1;;;134840.992;134840.992;469263.008;469263.008;-9.9392376482377;-9.49646301047079;-7.04335836427981;-0.0473999999999999;;-3.1859;-0.104315
3300-EAG-9;MBP1034;Ster en zodden;135186;469621;;2013-09-14;2013;;;6.466;1724.5;125;100;83;27.9;0;0;-10;-10;;;;;0.2;0.47;69;;;;;;2700;1.1;1.1;765;16.1;;;135186;135186;469620.992;469620.992;-9.70494004570279;-8.25826404580118;-2.14278439881845;0.1008;;-3.1859;0.089965
3300-EAG-9;MBP1035;Ster en zodden;135547;469224;;2013-09-14;2013;;;6.2385;1937.5;350;290;88;23.8;0;0;-10;-10;;;;;0.2;0.89;57.5;;;;;;2300;0.86;0.86;550;16.4;;;135547.008;135547.008;469224;469224;-5.86368068971146;-5.73561925678458;-0.752688248157407;-0.18325;;-3.1859;0.429955
3360-EAG-17;PMW1000;Molenpolder en Tienhovense Plassen;137576;465422;;2013-09-17;2013;;;5.5455;12058.4995;1200;5600;18;10.1;0;0;-10;-10;;;;;0.6;1.2;59.5;;;;;;8500;0.71;0.71;860;12.1;;;137576;137576;465422.016;465422.016;-2.77593337029995;-2.53772753508779;2.01679537371095;-0.13385;;-0.1059;0.6809
3360-EAG-17;PMW1001;Molenpolder en Tienhovense Plassen;137576;465196;;2013-09-17;2013;;;6.346;7960.5;2100;17000;86;26.5;0;0;-10;-10;;;;;0.5;1.1;125;;;;;;1800;0.6;0.6;480;14.4;;;137576;137576;465196;465196;5.60864547540776;5.35294896881121;8.04484919342027;1.484;;-0.8759;0.59995
3360-EAG-17;PMW1002;Molenpolder en Tienhovense Plassen;137387;464799;;2013-09-17;2013;;;6.406;14006.5;2450;11000;72;17.3;0;0;-10;-10;;;;;0.5;0.42;95;;;;;;3700;0.125;0.125;650;13.9;;;137387.008;137387.008;464799.008;464799.008;7.69462823720628;8.3889774465442;14.2388536397442;0.743;;-0.8759;0.04949
3360-EAG-17;PMW1003;Molenpolder en Tienhovense Plassen;137049;464312;;2013-09-17;2013;;;1.158;8016.5;1550;8600;73;19.1;0;0;-10;-10;;;;;0.2;0.06;60.5;;;;;;2900;0.59;0.59;560;14.2;;;137048.992;137048.992;464312;464312;5.26858484250993;8.22480777582446;69.9999738766298;-0.10915;;-3.1859;-0.24193
3360-EAG-17;PMW1007;Molenpolder en Tienhovense Plassen;136486;463643;;2013-09-17;2013;;;6.375;15147;3050;9800;72;19.7;0;0;-10;-10;;;;;0.5;0.08;96.5;;;;;;3300;0.48;0.48;655;15;;;136486;136486;463643.008;463643.008;10.9735253248676;10.4268968537795;62.1478312341679;0.78005;;-0.8759;-0.22574
