monsterident;externereferentie;xcoormonster;ycoormonster;monsternemer;planvanaanpak;analist;bron;veldapparaat;bemonsteringsprotocol;analyseprotocol;analysecode;locatiecode;locatie namespace;locatie omschrijving;locatie x;locatie y;locatie z;locatie referentievlakzcoord;locatie KRW watertype;locatie EAG;locatie afaanvoergebied;locatie KRWmeetpuntlocatie;locatie morfologielocatie;locatie bodemsoortlocatie;locatie meetprogrammahistorie;locatie meetprogrammaactueel;locatie meetnethistorie;locatie meetnetactueel;compartiment;datum;fewsparameter;fewsparameternaam;fewsparametercategorie;fewsparametergrootheid;parametercode;grootheid;parameterfractie;parametergroep;parametertypering;biotaxonnaam;confertaxon;TWN naam;TWN taxontype;TWN taxonlevel;WNA nederlandse soortnaam;TWN taxongroup;beschermingsstatus florafaunawet;WNA oeverplantensoorten;WNA emerse plantensoorten;WNA soorten met drijvend blad;WNA kroossoorten;WNA onderwaterplantensoorten;WNA stromingsgilde vis;WNA migratiegilde vis;WNA habitatvoorkeur vis;WNA plantminnendheid vis;WNA reynolds groep cyanobacterieen;WNA zuurstoftolerante vis;WNA fytoplankton groep;WNA fytoplankton subgroep;WNA toxische blauwalg;gedrag;lengteklasse;levensstadium;levensvorm;verschijningsvorm;geslacht;limietsymbool;meetwaarde;eenheid;eenheidequivalent;eenheidreferentie;waardebewerkingsmethode;kwaliteitsoordeelcode;afronding;opmerkingmeting
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;IR_%;Indamprest van vaste matrix (%);ALG;AFSDRDMT;IR;MASSFTE;;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.6;%;;;;0;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;MONSLTE_m;Monsterlengte (m);MONSVAR;LENGTE;MONSLTE;LENGTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.339;m;;;;0;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;Ptot_gP/kg_dg;Fosfor (uitgedrukt in g fosfor/kg drooggewicht);NUTRI;MASSFTE;Ptot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3;g/kg;P;;;0;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;Ptot_mgP/l_ng;Fosfor (uitgedrukt in mg fosfor/l natgewicht);NUTRI;CONCTTE;Ptot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;mg/l;P;;BER;3;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24999.998;mg/kg;;;;0;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2700;mg/l;;;BER;3;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;oC;;;;0;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115182;m;;;;0;Ja;
BDM_388105;388105;115182;470425;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;BNB1002;NL11;Tussenboezem Vinkeveen b;115182;470425;;;M8;2625-EAG-1;047;;;Veen;BODCHEM_HYBI;HYBI;BODEMCHEMIE-BC_MACFTGBD;MACFTGBD;BS;2013-10-09 11:25;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;470424.992;m;;;;0;Ja;
BDM_388096;388096;116914;467253;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:16;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<;10;mg/l;;;;0;Ja;
BDM_388096;388096;116914;467253;WP;;WP;dwwsb001-231-B;;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:16;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_388096;388096;116914;467253;WP;;WP;dwwsb001-231-B;;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:16;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_388096;388096;116914;467253;WP;;WP;dwwsb001-231-B;;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:16;MONSLTE_m;Monsterlengte (m);MONSVAR;LENGTE;MONSLTE;LENGTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.255;m;;;;0;Ja;
BDM_388096;388096;116914;467253;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:16;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.3;mg/l;P;;;0;Ja;
BDM_388096;388096;116914;467253;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:16;Stot_mg/l_nf;Zwavel (totaal) na filtratie (mg/l);NUTRI;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.5;mg/l;;;;0;Ja;
BDM_388096;388096;116914;467253;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:16;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116914;m;;;;0;Ja;
BDM_388096;388096;116914;467253;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:16;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;467252.992;m;;;;0;Ja;
BDM_388098;388098;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:25;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;mg/l;;;;0;Ja;
BDM_388098;388098;117403;466599;WP;;WP;dwwsb001-231-B;;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:25;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_388098;388098;117403;466599;WP;;WP;dwwsb001-231-B;;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:25;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_388098;388098;117403;466599;WP;;WP;dwwsb001-231-B;;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:25;MONSLTE_m;Monsterlengte (m);MONSVAR;LENGTE;MONSLTE;LENGTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130.357;m;;;;0;Ja;
BDM_388098;388098;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:25;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6;mg/l;P;;;0;Ja;
BDM_388098;388098;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:25;Stot_mg/l_nf;Zwavel (totaal) na filtratie (mg/l);NUTRI;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.8;mg/l;;;;0;Ja;
BDM_388098;388098;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:25;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117403;m;;;;0;Ja;
BDM_388098;388098;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:25;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;466599.008;m;;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;DICHTHD_kg/l;Dichtheid (kg/l);ALG;DICHTHD;DICHTHD;DICHTHD;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.191;kg/l;;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;Fe_mg/kg_dg;IJzer drooggewicht (mg/kg);IONEN;MASSFTE;Fe;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21723;mg/kg;;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;Fe_mg/l_ng;IJzer natgewicht (mg/l);IONEN;CONCTTE;Fe;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3200;mg/l;;;BER;3;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;GR_%_dg;Gloeirest van zwevende stof (%dg);ALG;MASSFTE;GR;MASSFTE;dg;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;%;;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;IR_%;Indamprest van vaste matrix (%);ALG;AFSDRDMT;IR;MASSFTE;;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.4;%;;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;MONSLTE_m;Monsterlengte (m);MONSVAR;LENGTE;MONSLTE;LENGTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130.357;m;;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;Ptot_gP/kg_dg;Fosfor (uitgedrukt in g fosfor/kg drooggewicht);NUTRI;MASSFTE;Ptot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;g/kg;P;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;Ptot_mgP/l_ng;Fosfor (uitgedrukt in mg fosfor/l natgewicht);NUTRI;CONCTTE;Ptot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240;mg/l;P;;BER;3;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20999.998;mg/kg;;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3100;mg/l;;;BER;3;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.4;oC;;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117403;m;;;;0;Ja;
BDM_388099;388099;117403;466599;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1025;NL11;Tussenboezem Vinkeveen b;117403;466599;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:25;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;466599.008;m;;;;0;Ja;
BDM_388094;388094;116232;468092;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1023;NL11;Tussenboezem Vinkeveen b;116232;468092;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:37;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<;10;mg/l;;;;0;Ja;
BDM_388094;388094;116232;468092;WP;;WP;dwwsb001-231-B;;;;;GWV1023;NL11;Tussenboezem Vinkeveen b;116232;468092;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:37;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_388094;388094;116232;468092;WP;;WP;dwwsb001-231-B;;;;;GWV1023;NL11;Tussenboezem Vinkeveen b;116232;468092;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:37;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_388094;388094;116232;468092;WP;;WP;dwwsb001-231-B;;;;;GWV1023;NL11;Tussenboezem Vinkeveen b;116232;468092;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:37;MONSLTE_m;Monsterlengte (m);MONSVAR;LENGTE;MONSLTE;LENGTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.473;m;;;;0;Ja;
BDM_388094;388094;116232;468092;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1023;NL11;Tussenboezem Vinkeveen b;116232;468092;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:37;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.2;mg/l;P;;;0;Ja;
BDM_388094;388094;116232;468092;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1023;NL11;Tussenboezem Vinkeveen b;116232;468092;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:37;Stot_mg/l_nf;Zwavel (totaal) na filtratie (mg/l);NUTRI;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.5;mg/l;;;;0;Ja;
BDM_388094;388094;116232;468092;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1023;NL11;Tussenboezem Vinkeveen b;116232;468092;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:37;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116232;m;;;;0;Ja;
BDM_388094;388094;116232;468092;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1023;NL11;Tussenboezem Vinkeveen b;116232;468092;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-10-09 12:37;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;468092;m;;;;0;Ja;
BDM_388097;388097;116914;467253;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:37;DICHTHD_kg/l;Dichtheid (kg/l);ALG;DICHTHD;DICHTHD;DICHTHD;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.16;kg/l;;;;0;Ja;
BDM_388097;388097;116914;467253;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;GWV1024;NL11;Tussenboezem Vinkeveen b;116914;467253;;;M10;2500-EAG-6;047;NL11_8_2;;Veen;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-10-09 12:37;Fe_mg/kg_dg;IJzer drooggewicht (mg/kg);IONEN;MASSFTE;Fe;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14995;mg/kg;;;;0;Ja;
