monsterident;externereferentie;xcoormonster;ycoormonster;monsternemer;planvanaanpak;analist;bron;veldapparaat;bemonsteringsprotocol;analyseprotocol;analysecode;locatiecode;locatie namespace;locatie omschrijving;locatie x;locatie y;locatie z;locatie referentievlakzcoord;locatie KRW watertype;locatie EAG;locatie afaanvoergebied;locatie KRWmeetpuntlocatie;locatie morfologielocatie;locatie bodemsoortlocatie;locatie meetprogrammahistorie;locatie meetprogrammaactueel;locatie meetnethistorie;locatie meetnetactueel;compartiment;datum;fewsparameter;fewsparameternaam;fewsparametercategorie;fewsparametergrootheid;parametercode;grootheid;parameterfractie;parametergroep;parametertypering;biotaxonnaam;confertaxon;TWN naam;TWN taxontype;TWN taxonlevel;WNA nederlandse soortnaam;TWN taxongroup;beschermingsstatus florafaunawet;WNA oeverplantensoorten;WNA emerse plantensoorten;WNA soorten met drijvend blad;WNA kroossoorten;WNA onderwaterplantensoorten;WNA stromingsgilde vis;WNA migratiegilde vis;WNA habitatvoorkeur vis;WNA plantminnendheid vis;WNA reynolds groep cyanobacterieen;WNA zuurstoftolerante vis;WNA fytoplankton groep;WNA fytoplankton subgroep;WNA toxische blauwalg;gedrag;lengteklasse;levensstadium;levensvorm;verschijningsvorm;geslacht;limietsymbool;meetwaarde;eenheid;eenheidequivalent;eenheidreferentie;waardebewerkingsmethode;kwaliteitsoordeelcode;afronding;opmerkingmeting
BDM_386069;386069;131901;467483;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 09:30;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2600;mg/l;;;BER;3;Ja;verkeerde berekening gebruikt van drooggewicht obv dichtheid naar natgewicht
BDM_386069;386069;131901;467483;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 09:30;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.8;oC;;;;0;Ja;
BDM_386069;386069;131901;467483;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 09:30;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131901;m;;;;0;Ja;
BDM_386069;386069;131901;467483;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 09:30;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;467483.008;m;;;;0;Ja;
BDM_386070;386070;131901;467483;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 09:30;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340;mg/l;;;;0;Ja;
BDM_386070;386070;131901;467483;WP;;WP;dwwsb001-231-B;;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 09:30;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_386070;386070;131901;467483;WP;;WP;dwwsb001-231-B;;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 09:30;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_386070;386070;131901;467483;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 09:30;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;mg/l;P;;;0;Ja;
BDM_386070;386070;131901;467483;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 09:30;Stot_mg/l_nf;Zwavel (totaal) na filtratie (mg/l);NUTRI;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3;mg/l;;;;0;Ja;
BDM_386070;386070;131901;467483;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 09:30;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131901;m;;;;0;Ja;
BDM_386070;386070;131901;467483;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1005;NL11;Loosdrechtse Plassen;131901;467483;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 09:30;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;467483.008;m;;;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;DICHTHD_kg/l;Dichtheid (kg/l);ALG;DICHTHD;DICHTHD;DICHTHD;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.046;kg/l;;;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;Fe_mg/kg_dg;IJzer drooggewicht (mg/kg);IONEN;MASSFTE;Fe;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21264;mg/kg;;;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;Fe_mg/l_ng;IJzer natgewicht (mg/l);IONEN;CONCTTE;Fe;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2200;mg/l;;;BER;3;Ja;verkeerde berekening gebruikt van drooggewicht obv dichtheid naar natgewicht
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;GR_%_dg;Gloeirest van zwevende stof (%dg);ALG;MASSFTE;GR;MASSFTE;dg;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;%;;;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;IR_%;Indamprest van vaste matrix (%);ALG;AFSDRDMT;IR;MASSFTE;;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.9;%;;;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;Ptot_gP/kg_dg;Fosfor (uitgedrukt in g fosfor/kg drooggewicht);NUTRI;MASSFTE;Ptot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;g/kg;P;;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;Ptot_mgP/l_ng;Fosfor (uitgedrukt in mg fosfor/l natgewicht);NUTRI;CONCTTE;Ptot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;mg/l;P;;BER;3;Ja;verkeerde berekening gebruikt van drooggewicht obv dichtheid naar natgewicht
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26999.998;mg/kg;;;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2800;mg/l;;;BER;3;Ja;verkeerde berekening gebruikt van drooggewicht obv dichtheid naar natgewicht
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5;oC;;;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131438;m;;;;0;Ja;
BDM_386071;386071;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 10:15;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;466601.984;m;;;;0;Ja;
BDM_386072;386072;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 10:15;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;mg/l;;;;0;Ja;
BDM_386072;386072;131438;466602;WP;;WP;dwwsb001-231-B;;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 10:15;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_386072;386072;131438;466602;WP;;WP;dwwsb001-231-B;;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 10:15;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_386072;386072;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 10:15;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;mg/l;P;;;0;Ja;
BDM_386072;386072;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 10:15;Stot_mg/l_nf;Zwavel (totaal) na filtratie (mg/l);NUTRI;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;mg/l;;;;0;Ja;
BDM_386072;386072;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 10:15;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131438;m;;;;0;Ja;
BDM_386072;386072;131438;466602;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1006;NL11;Loosdrechtse Plassen;131438;466602;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 10:15;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;466601.984;m;;;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;DICHTHD_kg/l;Dichtheid (kg/l);ALG;DICHTHD;DICHTHD;DICHTHD;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.039;kg/l;;;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;Fe_mg/kg_dg;IJzer drooggewicht (mg/kg);IONEN;MASSFTE;Fe;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19746;mg/kg;;;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;Fe_mg/l_ng;IJzer natgewicht (mg/l);IONEN;CONCTTE;Fe;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;mg/l;;;BER;3;Ja;verkeerde berekening gebruikt van drooggewicht obv dichtheid naar natgewicht
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;GR_%_dg;Gloeirest van zwevende stof (%dg);ALG;MASSFTE;GR;MASSFTE;dg;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;%;;;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;IR_%;Indamprest van vaste matrix (%);ALG;AFSDRDMT;IR;MASSFTE;;Object;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.5;%;;;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;Ptot_gP/kg_dg;Fosfor (uitgedrukt in g fosfor/kg drooggewicht);NUTRI;MASSFTE;Ptot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;g/kg;P;;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;Ptot_mgP/l_ng;Fosfor (uitgedrukt in mg fosfor/l natgewicht);NUTRI;CONCTTE;Ptot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;mg/l;P;;BER;3;Ja;verkeerde berekening gebruikt van drooggewicht obv dichtheid naar natgewicht
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;Stot_mg/kg_dg;Zwavel drooggewicht (totaal) (mg/kg);METAL;MASSFTE;Stot;CONCTTE;dg;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25999.998;mg/kg;;;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;Stot_mg/l_ng;Zwavel natgewicht (totaal) (mg/l);METAL;CONCTTE;Stot;CONCTTE;ng;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2600;mg/l;;;BER;3;Ja;verkeerde berekening gebruikt van drooggewicht obv dichtheid naar natgewicht
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;T_oC;Temperatuur (oC);ALG;T;T;T;;Grootheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.8;oC;;;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131651;m;;;;0;Ja;
BDM_386073;386073;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;BS;2013-08-29 11:00;Y_CODNT_m;Y_coordinaat (m);VELD;LENGTE;Y_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;465704;m;;;;0;Ja;
BDM_386074;386074;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 11:00;Fe_ug/l_nf;IJzer na filtratie (ug/l);IONEN;CONCTTE;Fe;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;mg/l;;;;0;Ja;
BDM_386074;386074;131651;465704;WP;;WP;dwwsb001-231-B;;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 11:00;MONSDTE_m;Monsterdiepte (m);MONSVAR;DIEPTE;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;m;;BODM;;0;Ja;
BDM_386074;386074;131651;465704;WP;;WP;dwwsb001-231-B;;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 11:00;MONSDTE_m_E;Monsterdiepte eind (m);MONSVAR;;MONSDTE;DIEPTE;;MonstervariabeleEcologie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10;m;;BODM;;0;Ja;
BDM_386074;386074;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 11:00;Ptot_mgP/l_nf;Fosfor (uitgedrukt in mg fosfor/l na filtratie);NUTRI;CONCTTE;Ptot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<;0.01;mg/l;P;;;0;Ja;
BDM_386074;386074;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 11:00;Stot_mg/l_nf;Zwavel (totaal) na filtratie (mg/l);NUTRI;CONCTTE;Stot;CONCTTE;;ChemischeStof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;mg/l;;;;0;Ja;
BDM_386074;386074;131651;465704;WP;;WP;dwwsb001-231-B;Multi-sampler;;;;MBP1007;NL11;Loosdrechtse Plassen;131651;465704;;;M27;3300-EAG-1;3300;NL11_5_1;plas;Water;BODCHEM;;BODEMCHEMIE-BC;;PW;2013-08-29 11:00;X_CODNT_m;X_coordinaat (m);VELD;LENGTE;X_CODNT;LENGTE;;Ongedefinieerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131651;m;;;;0;Ja;
