pol;EAG;GAF;KRW;watertype;bodem;a_inlaat1;a_inlaat2;a_inlaat3;a_inlaat4;a_inlaat5;a_uitlaat1;a_uitlaat2;a_uitlaat3;a_uitlaat4;a_tot;a_drain;a_verhard;a_gemengd;a_water;a_bodemhoogte;a_slootdiepte;wp_meting_gm3;wp_meting_mgm2d;jaar;maand;seiz;w_peil;w_volume;w_debiet;w_berging;w_sluitfout;w_maalstaat;w_i_neerslag;w_i_kwel;w_i_verhard;w_i_riol;w_i_drain;w_i_uitspoel;w_i_afstroom;w_i_inlaat1;w_i_inlaat2;w_i_inlaat3;w_i_inlaat4;w_i_inlaat5;w_o_verdamping;w_o_wegzijg;w_o_intrek;w_o_uitlaat1;w_o_uitlaat2;w_o_uitlaat3;w_o_uitlaat4;w_o_uitlaat5;wp_min_neerslag;wp_min_kwel;wp_min_verhard;wp_min_riol;wp_min_drain;wp_min_uitspoel;wp_min_afstroom;wp_min_inlaat1;wp_min_inlaat2;wp_min_inlaat3;wp_min_inlaat4;wp_min_inlaat5;wp_inc_neerslag;wp_inc_kwel;wp_inc_verhard;wp_inc_riol;wp_inc_drain;wp_inc_uitspoel;wp_inc_afstroom;wp_inc_inlaat1;wp_inc_inlaat2;wp_inc_inlaat3;wp_inc_inlaat4;wp_inc_inlaat5;namen;versie;naam;KRWnaam;agrarisch;p_i_redDAW;wp_min_sum;wp_inc_sum;wp_tot_sum;watdteF;watdte;kPDitch;PvskPDitch;Troebel.naar.helder..mg.P.m2.d.;P.load_year..mgP.m2.d.;Helder.naar.troebel..mg.P.m2.d.;lake.ditch.vollenweider;PvskPLake
3300-GAF_F002_Mandemakers_nieuwe_naam_org.xlsx;;3300;NL11_5_1;M27;ZAND;Tienhovens + NP;Gansenhoef;Bethune;Sluislek;inlaat peilbeheer;naar Loenderveen - duikerC;naar Beringde Landen;naar Noorderpark;naar Tienhovense Plassen;3449.9948;0;267.983284551953;0;1629.2312;-3;1.89;0.128406123743044;0.288806179390914;2012.39130434783;6.30434782608696;;-1.10867498329961;30814057.265488;6.21195948401324;138.308741338662;4938.67706236291;-36087.657702484;40263.5532085158;0;4834.79160327107;0;0;18617.3274008096;1012.30326804082;2036.95327998606;385.972808311401;12756.4427986446;0;21299.8376773232;33077.1014580981;30792.46968;3108.86155530373;0;0;1329.903409536;1888.17404318237;31148.9806401211;0.0247132225361973;0;0.0890258841704799;0;0;0.228541257997141;0.012426760155843;0.0062512713971659;0.00947619486568636;0.117445972050909;0;0.0784413078168031;0.0494264450723947;0;0.0890258841704799;0;0;0.228541257997141;0.012426760155843;0.0125025427943318;0.0106607192238972;0.156594629401213;0;0;;;;;;0.0228541257997141;0.566321870990226;0.5591782388153;1.12550010980553;(0.3,0.5];0.5;9.64;0.058747082052928;0.4;;0.55;lake - WiBo, surplus Bethune 2018;1.41580467747557
3302-GAF_F001.xlsx;;;;M27;VEEN;doorspoeling;variabele inlaat;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;202.846318745;0;0;0;22.4494255747066;-1.7;0.4;0.0688743404795298;1.54572757278128;2012.14285714286;6.28571428571429;;-1.27977160539093;94338.8606915468;26.455952324654;0.364027422225475;-1086.49258778362;-3869.03262047273;560.690944314561;217.011113888831;0;0;0;4345.77801598163;0;476.190476190476;104.278181917601;0;0;235.260594909969;426.305529764788;0;557.742616604145;0;0;0;0;4955.52520825636;0;0.029;0;0;0;1.93580811300488;0;0.10605849904841;0.0232251336611234;0;0;0.104795819441827;0.049951473586592;0;0;0;0;1.93580811300488;0;0;0;0;0;0;;;;;1;0.193580811300488;2.19888756515624;1.98575958659147;4.1846471517477;;;;;;;;;
3302-GAF_OBT.xlsx;;;;M27;VEEN;doorspoeling;variabele inlaat;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;202.846318745;0;0;0;22.4494255747066;-1.7;0.4;0.0695794077487626;1.49165516333166;2012.5;6.5;;-1.28060456300559;94151.8664917747;26.3471438902224;0.548560061370515;26.7705081697519;-4917.97455865865;567.260010685541;213.269542959713;0;0;0;4309.39865053773;0;500;91.2434091779008;0;0;233.610845335469;443.147392790218;0;580.979575478607;0;0;0;0;4891.2040504889;0;0.0285;0;0;0;1.91960308124456;0;0.111361424000831;0.020321991953483;0;0;0.104060945594383;0.0505367060549346;0;0;0;0;1.91960308124456;0;0;0;0;0;0;;;;;1;0.191960308124456;2.18384744279326;1.97013978729949;4.15398723009275;;;;;;;;;
3360-EAG-11_F002.xlsx;;;;M20;;inlaat1;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;85.69161;0;0;0;60.82671;-14.1;12.8;0.0364860426929393;0.150050323716558;2011.69230769231;6.19230769230769;;-1.28427593221541;7795383.31311154;7.60415139605592;0.104800874768621;-2569.11969634446;0;1517.56450088621;2204.61731417308;0;0;0;783.018122885743;26.5822478662928;0;0;0;0;93.5729318285647;1128.93766204202;912.40065;15.0019101281721;0;0;0;0;2569.11969634446;0;0.543663461538462;0;0;0;0.257458646994303;0.00874032077891203;0;0;0;0;0.00461505801457442;0;0;0;0;0;0;0;0;0;0;0;0.0153835267152481;;;;;0;0.0257458646994303;0.814477487326251;0.0153835267152481;0.829861014041499;;;;;;;;;
3360-EAG-16_F001.xlsx;;;;M27;VEEN;Westbroek - offline REEKS;Inlaat2;Inlaat3;Inlaat4;inlaat peilbeheer;naar Westbroek - offline REEKS;naar Gagelweg (volkstuinen);uitlaat3;uitlaat4;140.963402143789;0;3.98594468013391;0;42.8298996022274;-2;0.89;0.0296625325695721;0.349448877361392;2013;6.5;;-1.06254838088989;401509.587284315;21.1602625254266;1.80608372786907;-5351.16384755482;0;1076.90853171993;0;73.4155149055483;0;0;1282.03506754353;1.11495312426133e-06;5600.16237507141;0;0;0;1030.39770485261;848.932984023157;672.429423754971;1675.29232143921;206.644537775353;310.26216438834;0;0;5351.16384755482;0;0;0.0154270647441717;0;0;1.79599076269166;1.56192725355351e-09;1.63441965399218;0;0;0;0.240579061455241;0.0502876981604655;0;0.342823660981593;0;0;1.79599076269166;1.56192725355351e-09;0;0;0;0;0;;;;;0;0.179599076269166;3.68641654444519;2.18910212339565;5.87551866784084;;;;;;;;;
3360-EAG-17_F001.xlsx;;;;M27;VEEN;;Inlaat2;Inlaat3;Inlaat4;inlaat peilbeheer;;uitlaat2;uitlaat3;uitlaat4;230.732078152088;0;6.13220277510375;0;36.9065708921292;-2;0.89;0.0644535683387185;0.958689840855673;2013;6.5;;-1.08453163959055;337867.979429529;18.7276734126211;0.591082736599767;-5600.16237507141;0;927.973248580609;479.78542159768;112.946581141299;0;0;5184.39227426553;1.11495312426133e-06;0;0;0;0;206.644537775353;731.526472125749;0;580.644300014874;0;0;0;0;5600.16237507141;0;0.065;0.0275430419488925;0;0;3.51183552748541;1.81260913269909e-09;0;0;0;0;0.0559912592202985;0.0502876981604655;0.26;0.612067598864278;0;0;3.51183552748541;1.81260913269909e-09;0;0;0;0;0;;;;;1;0.351183552748541;3.66036983046721;4.43419082632276;8.09456065678998;;;;;;;;;
3360-EAG-2_F002.xlsx;;;;M8;VEEN;glastuinbouw??;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;126.52001;0;0;0;14.93811;-1.2;0.45;;;2011.69230769231;6.19230769230769;;-0.729841591776671;70232.78019465;21.8356385130674;4.63217962838985;-1820.68468479125;0;372.690639463047;0;0;0;0;1012.18748723599;55.8848365371827;100;0;0;0;1721.06873704816;277.249829535848;176.240970865385;992.288394720286;0;0;0;0;1820.68468479125;0;0;0;0;0;1.6939684592562;0.149643660509081;2.00828618881505;0;0;0;2.30426571641012;0.0498979642622857;0;0;0;0;0;0;0;0;0;0;2.30426571641012;;;;;1;0.16939684592562;6.15616402499046;2.35416368067241;8.51032770566287;;;;;;;;;
4000-EAG-1-3-4-5-6-7_F001.xlsx;;;;M6a;KLEI;gemalen NTV;gemalen KMS;gemalen GRVzuid;gemalen GRVwest;inlaat peilbeheer;polderinl NTV;polderinl KMS;polderinl GRVzuid;polderinl GRVwest;370.252725;0;0;0;100.252725;-2.1;1.7;0.161804748388558;4.5598623838856;2013.13793103448;6.3448275862069;;-0.374760584083943;1729599.52722993;60.2796978005579;22.3922099324985;-18836.7142977299;-14975.6939361432;2516.6402297931;0;0;0;0;3968.62693101675;0;23930.3283042094;5167.12364525353;1721.47372792882;14962.5940586642;6882.31232871827;1945.850174827;2005.0545;895.476218501225;3344.90855577397;760.746095254465;14898.5482171011;1508.49944018559;33812.4082338732;0;0;0;0;0;0.118758675068935;0;10.9802013061853;0.618491754144761;0.120199387054085;0.746243758394806;0.686496285135219;0.0502059216802955;0;0;0;0;0;0;4.77400056790664;0.927737631217142;0.171713410077265;0.746243758394806;0.686496285135219;;;;;1;0.0118758675068935;13.2703911659831;7.35639757441137;20.6267887403944;;;;;;;;;
4000-EAG-1-3-4-5-6-7_F003.xlsx;;;;M6a;KLEI;gemalen NTV;gemalen KMS;gemalen GRVzuid;gemalen GRVwest;inlaat peilbeheer;polderinl NTV;polderinl KMS;polderinl GRVzuid;polderinl GRVwest;370.252725;0;0;0;100.252725;-2.1;1.7;0.161804748388558;3.99204819145047;2013.13793103448;6.3448275862069;;-0.261344846855754;1843301.89438003;68.8335413369206;27.2672774412556;-9389.31272739708;-14975.6939361432;2516.6402297931;0;0;0;0;3968.62693101675;0;23930.3283042094;5167.12364525353;1721.47372792882;14962.5940586642;15475.5261908766;1945.850174827;20050.545;895.476218501225;3344.90855577397;760.746095254465;14898.5482171011;1508.49944018559;24365.0066635403;0;0;0;0;0;0.118758675068935;0;10.9802013061853;0.618491754144761;0.120199387054085;0.746243758394806;1.54365142602125;0.0502059216802955;0;0;0;0;0;0;4.77400056790664;0.927737631217142;0.171713410077265;0.746243758394806;1.54365142602125;;;;;1;0.0118758675068935;14.1275463068691;8.2135527152974;22.3410990221665;;;;;;;;;
4000-EAG-2_F001.xlsx;;;;M6a;KLEI;inlaat1;inlaat2;inlaat3;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;52.93411;0;0;0;4.234738;-1;0.65;0.0605554062126643;0.829898689518052;2012.5;6.5;;-0.272386735048106;30812.5154239585;28.2255235834928;1.25064927652794;-558.808930402864;0;107.595018518668;0;0;0;0;595.443325507062;14.8100432318856;401.920825460829;0;0;0;75.5077601706844;83.6797655028716;42.34738;511.691546259921;0;0;0;0;558.808930402864;0;0;0;0;0;0.421827743893763;0.0104918249241528;0.9491043494564;0;0;0;0.178305624033138;0.0508154310933371;0;0;0;0;0;0;0.75928347956512;0;0;0;0.142644499226511;;;;;0;0.0421827743893763;1.55972954230745;0.952743409884968;2.51247295219242;;;;;;;;;
4110-GAF_F002.xlsx;;;;M1a;KLEI;inlaat 1;extra inlaat;;;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;383.093337577153;11.0335033299915;0;57.5271267829521;21.13937303892;-2;0.75;0.586903735507257;16.1294785489059;2011.7358490566;6.16981132075472;;-1.26315077375074;155765.306671228;32.1125119863071;2.70009160818808;-763.872807718328;-5618.01878556038;525.202857293525;155.553877078846;0;52.7204038398995;297.682641199055;3753.43074511392;1289.09070557619;703.243011541916;0;0;0;11.4594593100147;403.84907416604;0;5.34312511681159;0;0;0;0;6381.8915932787;0;0.147169811320755;0;0.748183076331098;0.281638098396757;10.6533833473777;3.6588333150737;0.831674395270811;0;0;0;0.0135522696071882;0.0496895396402312;0.220754716981132;0;0.748183076331098;0.844914295190271;1.77556389122961;3.6588333150737;0.332669758108324;0;0;0;0.00542090784287526;;;;;1;1.06533833473777;16.334434313378;7.63602950039724;23.9704638137752;;;;;;;;;
4210-EAG-1-2-3-5_F001.xlsx;;;;M27;VEEN;Inlaat;dijklek;extra inlaat;Oosten;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;217.93902;0;21.7970453029114;0;102.261464;-2.6;1.19;0.0693149001536098;0.916408894722108;2012.5;6.5;;-1.39268635522186;1234616.60822188;13.7920703003348;1.77034585094471;-245.11474280974;-6696.99156333978;2572.45177798122;255.65366;404.999051999546;0;0;1292.05539131993;23.2861086136438;425;60;599.977827808822;7767.68626175729;702.862925551151;2022.27555153128;3067.84392;2073.51757320175;0;0;0;0;6942.10630614952;0.0125778161066676;0.05;0.0356438420243613;0;0;0.252696439260821;0.00455422946294683;0.0581841855892069;0.0234692513301003;0.117341920277774;1.51918150942124;0.0962247221271554;0.0503112644266704;0.05;0.118812806747871;0;0;0.252696439260821;0.00455422946294683;0.124680397691158;0.0264029077463628;0.117341920277774;1.51918150942124;0.206195833129619;;;;;0;0.0252696439260821;2.16987391560027;2.47017730816446;4.64005122376473;;;;;;;;;
4210-EAG-1-2-3-5_HAP_west2015.xlsx;;;NL11_6_2;M27;VEEN;Inlaat;dijklek;extra inlaat;Oosten;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;217.93902;0;21.7970453029114;0;102.261464;-2.6;1.19;0.0693149001536098;0.857560339838259;2012.5;6.5;;-1.39460085568089;1232658.81202419;13.5118241243393;0.609370463436089;-713.955758826546;-5940.40572955842;2572.45177798122;255.65366;404.999051999546;0;0;1292.05539131993;23.2861086136438;425;60;218.464581900831;7767.68626175729;797.792329082094;2022.27555153128;3067.84392;2073.51757320175;0;0;0;0;6654.36148838496;0.0125778161066676;0.05;0.0356438420243613;0;0;0.252696439260821;0.00455422946294683;0.0581841855892069;0.0234692513301003;0.042726668161299;1.51918150942124;0.109220933969313;0.0503112644266704;0.05;0.118812806747871;0;0;0.252696439260821;0.00455422946294683;0.124680397691158;0.0264029077463628;0.042726668161299;1.51918150942124;0.234044858505671;;;;;0;0.0252696439260821;2.10825487532596;2.42341108142404;4.53166595675;;;;;;;;;
4210-EAG-2_F001.xlsx;;;;M27;VEEN;Inlaat;dijklek;extra inlaat;Oosten;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;71.40073;0;2.4085;0;19.44723;-2;0.6;0.160595813764265;1.24640911902854;2012.5;6.5;;-1.40031358915872;116622.39559505;10.0482153473904;0.952260913833446;-1266.49017641516;0;491.930732767584;0;45.0457973552514;0;0;406.201430423232;0;0;0;0;771.279456715299;239.642132240947;384.60399326624;136.13061;167.827030734741;0;0;0;0;1266.49017641516;0.0126478355212435;0;0.0208467826110589;0;0;0.417747340287776;0;0;0;0;0.793202380714682;0.172517620832029;0.0505913420849739;0;0.0694892753701963;0;0;0.417747340287776;0;0;0;0;0.793202380714682;0.369680616068633;;;;;0;0.0417747340287776;1.41696195996679;1.70071095452626;3.11767291449305;;;;;;;;;
4210-EAG-3_F001.xlsx;;;;M27;VEEN;Inlaat;dijklek;extra inlaat;Oosten;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;118.64933;0;1.0176;0;72.33133;-2.6;1.2;0.259850332306325;1.17242021898523;2012.5;6.5;;-1.40217183717629;866405.041284954;7.86929268818912;4.00764063774122;-2954.6117436011;0;1829.66952974557;0;19.0320130324699;0;0;197.81555757617;0;0;0;0;2878.41340316078;767.03355944496;1430.4823029428;1027.104886;283.772771053793;0;0;0;0;2954.6117436011;0.0126478355212435;0;0.00236810407457224;0;0;0.0546970607553241;0;0;0;0;0.795896716723107;0.148462220067424;0.0505913420849739;0;0.00789368024857414;0;0;0.0546970607553241;0;0;0;0;0.795896716723107;0.318133328715908;;;;;0;0.00546970607553241;1.01407193714167;1.22721212852789;2.24128406566956;;;;;;;;;
4210-EAG-4_F001.xlsx;;;;M10;VEEN;Inlaat;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;166.91672;0;12.1848375599134;0;24.831596;-2.6;1.19;0.262816740395968;8.81862546549504;2012.09677419355;6.33870967741935;;-1.38;302945.4712;34.1168761309401;0;-7998.17626660858;0;622.263106692662;993.26384;227.079991248716;0;0;6411.40066746352;4.95724325057095;172.8;40;0;0;0;473.588582046891;0;0;0;0;0;0;7998.17626660858;0.0125296639550003;0.8;0.0823032044029083;0;0;7.74585814072948;0.00399268999912124;0.0974242654398856;0.0644340379893423;0;0;0;0.0501186558200014;0.8;0.274344014676361;0;0;0;0.00399268999912124;0.208766283085469;0.0724882927380101;0;0;0;;;;;0;0.774585814072948;8.80654200251574;1.40970993631896;10.2162519388347;;;;;;;;;
4210-EAG-5_F001.xlsx;;;;M27;VEEN;dijklek;lek door de stuw;suppl op weg naar open water;oost op weg naar open water;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;183.30862;0;0;0;89.541889;-2.6;1.19;0.11;0.288469552716092;2012.5;6.5;;-1.40228159865764;1072459.68146255;6.86409821156459;4.0016457157287;-2337.17534276061;0;2252.48282737129;0;0;0;0;604.426147515453;1.1136973316731;60;100;270.100956564608;2055.66538920042;802.454183466711;1770.73910229398;1343.128335;699.202067111295;0;0;0;0;2337.17534276061;0.0125778161066676;0;0;0;0;0.13500410908585;0.00024875448666782;0.00938108419848056;0.0446718295165741;0.120659038839178;0.114787917261854;0.125464837675403;0.0503112644266704;0;0;0;0;0.13500410908585;0.00024875448666782;0.0201023232824583;0.0502558082061458;0.0150823798548972;0.114787917261854;0.268853223590149;;;;;0;0.013500410908585;0.562795387170674;0.654645780194692;1.21744116736537;;;;;;;;;
6110-EAG_F002.xlsx;;;;M3;KLEI;Inlaat;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;161.41957174616;17.7148851012444;74.6449882604089;0;8.79841889650152;-4;0.55;;0;2011.85714285714;6.21428571428571;;-3.42832688299599;50298.1955526998;38.8379908100761;-0.0411560671071581;-2971.6494053836;-173.541737299759;217.822481021349;43.9920944825076;1366.84033218089;0;298.424415596844;968.590278659002;3.60237765751784;517.857142857143;0;0;0;0;176.134236852878;0;95.7625868519112;0;0;0;0;3145.19114268336;0;0;1.39815609308162;0;1.35671837909652;6.60521139117942;0.0245660796551769;0;0;0;0;0;0.0495140055466013;0.1;31.0701354018138;0;2.03507756864478;6.60521139117942;0.0245660796551769;0;0;0;0;0;;;;;1;0.660521139117942;9.38465194301274;39.8845044468397;49.2691563898525;;;;;;;;;
6430-GAF_F001.xlsx;;;;M8;VEEN;Inlaat1;inlaat variabel;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;864.667607954556;0;68.2103438304082;0;73.4606404832641;-3.2;0.5;0.260621437105308;9.51902369848748;2011.77777777778;6.16666666666667;;-2.46698982635416;538473.968367718;33.6929559228164;24.6479061531353;3557.07232708118;-26278.7632347778;1842.42488011315;293.842561933056;1267.02493080966;0;0;11914.4808498136;0;6250;3093.16667709369;0;0;90.1213188816319;1423.15276816138;0;630.865448939876;0;0;0;0;22721.6909076966;0;0;0.155229035606963;0;0;9.73131797226403;0;1.0209548883131;0.505277382295361;0;0;0.0147215681685482;0.0501608716720322;0.08;3.44953412459918;0;0;9.73131797226403;0;1.1060344623392;0.547383830819974;0;0;0.0159483655159272;;;;;1;0.973131797226403;11.427500846648;14.9803796272103;26.4078804738583;;;;;;;;;
6450-GAF_F002.xlsx;;;;M1a;KLEI;Gein - reeks;dijks ARK;Gein - constant;inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;277.724484574037;0;12.224253854316;0;14.2326553161724;-2.8;0.5;0.43062133277766;18.0332428091386;2011.7358490566;6.16981132075472;;-2.27887521324105;74169.8946665397;51.3445207906323;1.36781374497213;-510.63793862823;-5765.29153221109;359.396632812734;28.4653106323448;229.068735383537;0;0;4270.9420283363;0;313.832153949939;75;1981.1320754717;0;49.8517312846227;271.914856615631;0;761.212154161192;0;0;0;0;6275.92947083932;0;0.08;1.28756710702183;0;0;12.0032191701664;0;0.330752217676489;0.316174311822665;2.08794356864024;0;0.105078912213893;0.0505031035781996;0;0;0;0;0;0;0.220501478450992;0;1.39196237909349;0;0.15761836832084;;;;;1;1.20032191701664;16.2107352875416;1.82058532944352;18.0313206169851;;;;;;;;;
6480-GAF_F002.xlsx;;;;M1a;KLEI;inlaat prive vecht;inlaat privé noord;inlaat 3;variabele inlaat;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;513.554543853763;0;24.2225602928682;4e-04;28.0715410983822;-2.75;0.5;0.28917687614179;15.45041708188;2013.42553191489;6.3936170212766;;-2.25;140357.705491911;59.1065220010004;0;-774.247108618878;-15115.20316312;705.717182208027;266.677740434631;444.298333306846;0;0;8690.05153104552;813.376038952639;4353.74433768016;0;0;1521.08341646777;0;568.288712368864;0;337.209595987849;0;0;0;0;15889.4502717389;0;0.569995938947577;0.633094323891539;0;0;9.28704074413605;0.869253351038337;2.79170273564921;0;0;0.975347288574682;0;0.0502799030330898;0.189998646315859;0;0;0;0;0;0;0;0;0;0;;;;;1;0.928704074413605;15.1264343822374;0.240278549348949;15.3667129315863;;;;;;;;;
6530_3050-GAF_F001.xlsx;;;;M8;VEEN;Inlaat;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;152.11284349612;0;0.996228447346653;0;33.9947730707268;-2;0.23;0.0925410401131573;1.18716673582236;2012.88888888889;6.33333333333333;;-1.74941450333607;85185.9709390571;10.6146112156552;-0.86606131028601;-582.940605244177;-2341.52610466362;859.366758311143;271.958184565814;18.4101583703677;0;0;1570.00977183138;448.962268648775;450.793063020623;0;0;0;0;693.636753495634;0;0.530680034384095;0;0;0;0;2924.46670990779;0;0;0.00487402651544652;0;0;1.3855157396388;0.528272117263087;0.188301345079578;0;0;0;0;0.0505587583434203;0.16;0.108311700343256;0;0;2.77103147927761;0.79240817589463;0.196257739942095;0;0;0;0;;;;;1;0.13855157396388;2.10696322849692;4.07856785380101;6.18553108229793;;;;;;;;;
6530_3050-GAF_F002.xlsx;;;;M8;VEEN;Inlaat;dijklek;Inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;152.11284349612;0;0.996228447346653;0;33.9947730707268;-2;0.23;0.0925410401131573;1.18716673582236;2012.88888888889;6.33333333333333;;-1.74941450333607;85185.9709390571;10.6146112156552;-0.86606131028601;-582.940605244177;-2341.52610466362;859.366758311143;271.958184565814;18.4101583703677;0;0;1570.00977183138;448.962268648775;450.793063020623;0;0;0;0;693.636753495634;0;0.530680034384095;0;0;0;0;2924.46670990779;0;0;0.00487402651544652;0;0;1.3855157396388;0.528272117263087;0.188301345079578;0;0;0;0;0.0505587583434203;0.16;0.108311700343256;0;0;2.77103147927761;0.79240817589463;0.196257739942095;0;0;0;0;;;;;1;0.13855157396388;2.10696322849692;4.07856785380101;6.18553108229793;;;;;;;;;
6540-GAF_F002.xlsx;;;;M1a;KLEI;Inlaat Vecht;dijklek;extra inlaat;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;826.772428608214;74.7283654153114;121.746327355618;0;40.2613682122982;-2.5;0.5;0.174843897132383;7.90536337835298;2011.7358490566;6.16981132075472;;-1.96585117977214;215055.623313587;44.7207615781595;5.97456491053369;230.979265610049;-15796.1909848509;999.745320521004;120.784094636895;2243.07174833879;0;1174.19061080929;10315.8361294336;0;697.810658656494;750;783.439139317987;0;920.312784612776;769.193374068189;0;1676.7599579283;0;0;0;0;15565.2117192408;0;0;0.501414796153963;0;1.16656801588837;5.12443396113026;0;0.199318178464149;0.745131160019451;0.233505965873861;0;0.262872264232045;0.0496627593602555;0.059999995032459;11.1425510256436;0;1.74985202383255;0;0;0.133283199338201;0.838272555021882;0.097294152447442;0;0.175781540169081;;;;;1;0.512443396113026;8.23324434176209;14.2466972508455;22.4799415926076;;;;;;;;;
6540-GAF_F004.xlsx;;;;;;Inlaat Vecht;dijklek;inlaat3;Inlaat4;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;826.772408608214;0;121.746327355618;0;40.2613482122982;-3.1;1.1;0.228854137607336;8.68137822069078;2014;6.5;;-1.96435426306796;457226.28460433;43.0755191420343;-0.124376834717346;-219.537768043828;-14324.2321182173;993.680482972924;80.5226964245964;2207.43226355105;0;0;10128.7651716934;86.0822046442557;1591.58348723444;750;250;0;1254.71844950897;810.388728920349;0;1988.50176401341;0;0;0;0;14543.7698862611;0;0;0.493448214083673;0;0;5.03150819405468;0.0427617099111257;0.31625041046157;0.745131530166598;0.0496754353444399;0;0.249314740856235;0.0493615105849533;0.04;10.9655158685261;0;0;0;0;0.276719109153873;0.838272971437423;0.0434660059263849;0;0.218150398249206;;;;;;0.503150819405468;6.92809023487832;12.4314858638779;19.3595760987562;;;;;;;;;
7060-EAG-1_F002.xlsx;;;;M3;KLEI;;;;;inlaat peilbeheer;uitlaat1;uitlaat2;uitlaat3;uitlaat4;13.7;0;2.4;0;8;-2.7;2.7;;0;2011.46808510638;6.38297872340426;;-0.207215000926;199422.79992592;4.62111787285675;0.0357284215444363;-199.983330515664;0;202.968106181246;0;44.5825439275656;0;0;49.6713213913827;0.408674124892148;0;0;0;0;72.0587842034532;157.767220252605;0;11.9746074818151;0;0;0;0;199.983330515664;0;0;0.278640899547285;0;0;0.372534910435371;0.00306505593669111;0;0;0;0;0.0540440881525899;0.0507420265453115;0;0;0;0;0.248356606956914;0.00204337062446074;0;0;0;0;0.0900734802543165;;;;;0;0.0372534910435371;0.708284954071936;0.391215484381002;1.09950043845294;;;;;;;;;
8070-GAF_F002.xlsx;;;;M3;KLEI;N. Broekhuysen en Geuzeveld;Multatuli;Louwesweg & Plesmanlaan;Inlaat Schuttingen en Lek Cramer- Aker, Heemstedesluis;inlaat peilbeheer;alle uitlaten;uitlaat2;uitlaat3;uitlaat4;1474.094295;49.3354;646.395046;0;167.185249;-18.1;16;0.451985987369858;11.041081167323;2011.77777777778;6.16666666666667;;-2.05008271629267;26833094.1750601;29.3345052775888;0.428474864511622;4509.13187444684;-39590.9410339442;4388.97579287104;0;12799.1238268211;0;612.109398229822;6902.66120669534;121.447729956055;7434.76990922588;5184;2929.72085156199;8670.15697589376;0;3238.91075466977;8359.26245;776.48145302596;1586.93034892642;0;0;0;35081.8091594974;0;0;1.53113075506095;0;0.109837931616172;1.23862504281619;0.0217927832776782;12.4516701505361;0.930225608600194;0.280380798577462;2.07438324319959;0;0;0;6.1245230202438;0;0.256288507104401;2.89012509990444;0.0508498276479157;1.11175626344072;4.65112804300097;0.525713997332742;2.07438324319959;0;;;;;0;0.123862504281619;18.6380463136843;17.6847680018746;36.3228143155589;;;;;;;;;
deTol-GAF_F001.xlsx;;;;;;extra aanvoer;gemiste inlaat;;;inlaat peilbeheer;;;;;1221.43212;0;122.14321;0;85.500267;-2.5;0.4;;0;2014;6.5;;-2.06262735960763;373954.775320429;35.3162418635948;0.50590471944104;-7920.11327412918;-17340.5733149162;2214.31217642613;427.501335;2349.79994801909;0;0;19949.5081792021;0;3000;1348.957715197;0;100;805.401733895017;1720.96702602015;0;3214.33337739322;0;0;0;0;25260.6865890454;0.155389842917763;0.1;0.247346590533709;0;0;6.99980557225702;0;0.315788487537706;0.410208082684958;0;0.0175438048632059;0.141298108559418;0.0517966143059209;0.1;0.824488635112364;0;0;0;0;0.105262829179235;0.0788861697471073;0;0.00584793495440195;0.0470993695198061;;;;;;0.699980557225702;8.38738048935378;1.21338155281884;9.60076204217262;;;;;;;;;
