locatie.EAG;jaar;maand;fewsparameter;meetwaarde;locatie.afaanvoergebied
;2016;12;EXT380;5.3;4000
;2017;1;EXT380;7.41;4000
;2017;2;EXT380;6.83636363636364;4000
;2017;3;EXT380;9.59;4000
;2017;4;EXT380;4.79090909090909;4000
;2017;5;EXT380;3.67;4000
;2017;6;EXT380;2.98181818181818;4000
;2017;7;EXT380;3.05454545454545;4000
;2017;8;EXT380;3.99090909090909;4000
;2017;9;EXT380;8.62;4000
;2017;10;EXT380;9.6;4000
;2017;11;EXT380;8.58;4000
;2017;12;EXT380;7.66363636363636;4000
;2018;1;EXT380;7.82727272727273;4000
;2018;2;EXT380;5.90909090909091;4000
;2018;3;EXT380;5.92727272727273;4000
;2018;4;EXT380;6.9;4000
;2009;1;EXT380;16;4100
;2009;2;EXT380;18;4100
;2009;3;EXT380;15;4100
;2009;4;EXT380;11;4100
;2009;5;EXT380;11;4100
;2009;7;EXT380;8.8;4100
;2009;8;EXT380;6.6;4100
;2009;9;EXT380;5.2;4100
;2009;10;EXT380;5.6;4100
;2009;11;EXT380;15;4100
;2009;12;EXT380;13;4100
;2010;3;EXT380;16.05;4100
;2010;4;EXT380;6.6;4100
;2010;5;EXT380;7.65;4100
;2010;6;EXT380;5.95;4100
;2010;7;EXT380;7.65;4100
;2010;8;EXT380;9.73;4100
;2010;9;EXT380;2.45;4100
;2010;10;EXT380;22;4100
;2010;11;EXT380;15;4100
;2010;12;EXT380;11;4100
;2011;2;EXT380;14;4100
;2011;6;EXT380;7.2;4100
;2011;7;EXT380;14;4100
;2011;8;EXT380;10;4100
;2011;10;EXT380;14;4100
;2011;12;EXT380;14;4100
;2012;2;EXT380;13;4100
;2012;4;EXT380;10;4100
;2012;6;EXT380;8.8;4100
;2012;7;EXT380;33;4100
;2012;8;EXT380;14;4100
;2012;11;EXT380;13;4100
;2012;12;EXT380;14;4100
;2013;4;EXT380;8.9;4100
;2013;6;EXT380;8.3;4100
;2013;7;EXT380;12;4100
;2013;8;EXT380;7;4100
;2013;10;EXT380;15;4100
;2013;12;EXT380;14;4100
;2014;2;EXT380;18;4100
;2014;4;EXT380;12;4100
;2014;6;EXT380;12;4100
;2014;7;EXT380;8.1;4100
;2014;8;EXT380;25;4100
;2014;10;EXT380;11;4100
;2014;12;EXT380;14;4100
;2015;2;EXT380;11;4100
;2015;4;EXT380;12;4100
;2015;6;EXT380;9;4100
;2015;7;EXT380;8.3;4100
;2015;8;EXT380;8.6;4100
;2015;10;EXT380;7.6;4100
;2015;12;EXT380;17;4100
;2016;2;EXT380;16;4100
;2016;4;EXT380;10;4100
;2016;6;EXT380;20;4100
;2016;7;EXT380;6.4;4100
;2016;8;EXT380;9;4100
;2016;10;EXT380;12;4100
;2016;12;EXT380;9.8;4100
;2017;2;EXT380;12;4100
;2017;4;EXT380;9.2;4100
;2017;6;EXT380;9.6;4100
;2017;7;EXT380;15;4100
;2017;8;EXT380;8.2;4100
;2017;10;EXT380;18;4100
;2017;12;EXT380;18;4100
;2018;1;EXT380;13.5;4100
;2018;2;EXT380;11;4100
;2018;3;EXT380;12.225;4100
;2018;4;EXT380;11.425;4100
;2009;1;EXT380;17;4110
;2009;2;EXT380;19;4110
;2009;3;EXT380;16;4110
;2009;4;EXT380;10;4110
;2009;5;EXT380;10;4110
;2009;6;EXT380;11;4110
;2009;7;EXT380;11;4110
;2009;8;EXT380;7.7;4110
;2009;9;EXT380;9.2;4110
;2009;10;EXT380;9.2;4110
;2009;11;EXT380;17;4110
;2009;12;EXT380;13;4110
;2010;2;EXT380;6.8;4110
;2010;3;EXT380;14.73;4110
;2010;4;EXT380;10.25;4110
;2010;5;EXT380;10.68;4110
;2010;6;EXT380;8.6;4110
;2010;7;EXT380;11.63;4110
;2010;8;EXT380;11.98;4110
;2010;9;EXT380;29.03;4110
;2010;10;EXT380;21;4110
;2010;11;EXT380;17;4110
;2010;12;EXT380;15;4110
;2011;2;EXT380;16;4110
;2011;6;EXT380;10;4110
;2011;7;EXT380;14;4110
;2011;8;EXT380;12;4110
;2011;10;EXT380;14;4110
;2011;12;EXT380;13;4110
;2012;2;EXT380;14;4110
;2012;4;EXT380;11;4110
;2012;6;EXT380;11;4110
;2012;7;EXT380;26;4110
;2012;8;EXT380;12;4110
;2012;11;EXT380;13;4110
;2012;12;EXT380;17;4110
;2013;4;EXT380;10;4110
;2013;6;EXT380;13;4110
;2013;7;EXT380;9.3;4110
;2013;8;EXT380;7.7;4110
;2013;10;EXT380;16;4110
;2013;12;EXT380;14;4110
;2014;2;EXT380;16;4110
;2014;4;EXT380;10;4110
;2014;6;EXT380;8.9;4110
;2014;7;EXT380;10;4110
;2014;8;EXT380;15;4110
;2014;10;EXT380;11;4110
;2014;12;EXT380;15;4110
;2015;2;EXT380;13;4110
;2015;4;EXT380;12;4110
;2015;6;EXT380;11;4110
;2015;7;EXT380;8.6;4110
;2015;8;EXT380;14;4110
;2015;10;EXT380;11;4110
;2015;12;EXT380;18;4110
;2016;2;EXT380;15;4110
;2016;4;EXT380;12;4110
;2016;6;EXT380;17;4110
;2016;7;EXT380;18;4110
;2016;8;EXT380;16;4110
;2016;10;EXT380;11;4110
;2016;12;EXT380;10;4110
;2017;2;EXT380;9.4;4110
;2017;4;EXT380;11;4110
;2017;6;EXT380;12;4110
;2017;7;EXT380;12;4110
;2017;8;EXT380;13;4110
;2017;10;EXT380;17;4110
;2017;12;EXT380;20;4110
;2018;1;EXT380;14.48;4110
;2018;2;EXT380;12.425;4110
;2018;3;EXT380;11.34;4110
;2018;4;EXT380;11.06;4110
;2011;2;EXT380;7.8;4120
;2011;6;EXT380;8.2;4120
;2011;7;EXT380;9.8;4120
;2011;8;EXT380;9.3;4120
;2011;10;EXT380;8.9;4120
;2011;12;EXT380;8.3;4120
;2012;2;EXT380;6.3;4120
;2012;4;EXT380;8.3;4120
;2012;6;EXT380;8.9;4120
;2012;7;EXT380;12;4120
;2012;8;EXT380;6;4120
;2012;11;EXT380;7.3;4120
;2012;12;EXT380;8.3;4120
;2013;4;EXT380;9.5;4120
;2013;6;EXT380;8.4;4120
;2013;7;EXT380;8;4120
;2013;8;EXT380;8;4120
;2013;10;EXT380;9.4;4120
;2013;12;EXT380;8.6;4120
;2014;2;EXT380;8.4;4120
;2014;4;EXT380;9.2;4120
;2014;6;EXT380;8.7;4120
;2014;7;EXT380;8.7;4120
;2014;8;EXT380;8.8;4120
;2014;10;EXT380;8.6;4120
;2014;12;EXT380;8.5;4120
;2015;2;EXT380;11;4120
;2015;4;EXT380;9.7;4120
;2015;6;EXT380;7.9;4120
;2015;7;EXT380;8.9;4120
;2015;8;EXT380;8.3;4120
;2015;10;EXT380;8.3;4120
;2015;12;EXT380;9.6;4120
;2016;2;EXT380;8.9;4120
;2016;4;EXT380;8.3;4120
;2016;6;EXT380;15;4120
;2016;7;EXT380;9.8;4120
;2016;8;EXT380;8.9;4120
;2016;10;EXT380;8.1;4120
;2016;12;EXT380;7.8;4120
;2017;2;EXT380;9.5;4120
;2017;4;EXT380;9;4120
;2017;6;EXT380;8.9;4120
;2017;7;EXT380;8.4;4120
;2017;8;EXT380;8.9;4120
;2017;10;EXT380;10;4120
;2017;12;EXT380;8.6;4120
;2018;1;EXT380;9.55;4120
;2018;2;EXT380;8.5;4120
;2018;3;EXT380;7.8;4120
;2018;4;EXT380;9.2;4120
;2009;1;EXT380;19;4130
;2009;2;EXT380;17;4130
;2009;3;EXT380;20;4130
;2009;4;EXT380;7.5;4130
;2009;5;EXT380;8.9;4130
;2009;6;EXT380;8.3;4130
;2009;7;EXT380;6.6;4130
;2009;8;EXT380;5.2;4130
;2009;9;EXT380;3.4;4130
;2009;10;EXT380;6.4;4130
;2009;11;EXT380;19;4130
;2009;12;EXT380;23;4130
;2010;3;EXT380;18.95;4130
;2010;4;EXT380;12.55;4130
;2010;5;EXT380;11.18;4130
;2010;6;EXT380;5.38;4130
;2010;7;EXT380;9.03;4130
;2010;8;EXT380;6.55;4130
;2010;9;EXT380;18.4;4130
;2010;10;EXT380;16;4130
;2010;11;EXT380;13;4130
;2010;12;EXT380;23;4130
;2011;2;EXT380;21;4130
;2011;6;EXT380;9.4;4130
;2011;7;EXT380;13;4130
;2011;8;EXT380;11;4130
;2011;10;EXT380;15;4130
;2011;12;EXT380;15;4130
;2012;2;EXT380;17;4130
;2012;4;EXT380;9.4;4130
;2012;6;EXT380;9;4130
;2012;7;EXT380;27;4130
;2012;8;EXT380;12;4130
;2012;11;EXT380;16;4130
;2012;12;EXT380;17;4130
;2013;4;EXT380;12;4130
;2013;6;EXT380;8.9;4130
;2013;7;EXT380;8.6;4130
;2013;8;EXT380;4.9;4130
;2013;10;EXT380;13;4130
;2013;12;EXT380;21;4130
;2014;1;EXT380;6.6;4130
;2014;2;EXT380;14.05;4130
;2014;4;EXT380;9.4;4130
;2014;5;EXT380;3.6;4130
;2014;6;EXT380;3.35;4130
;2014;7;EXT380;4.2;4130
;2014;8;EXT380;16.8;4130
;2014;9;EXT380;8.7;4130
;2014;10;EXT380;8.1;4130
;2014;11;EXT380;6.5;4130
;2014;12;EXT380;12.4;4130
;2015;1;EXT380;8.1;4130
;2015;2;EXT380;11.2;4130
;2015;3;EXT380;7.4;4130
;2015;4;EXT380;11.4;4130
;2015;5;EXT380;4.4;4130
;2015;6;EXT380;8.2;4130
;2015;7;EXT380;7.4;4130
;2015;8;EXT380;8.05;4130
;2015;9;EXT380;7.3;4130
;2015;10;EXT380;9.05;4130
;2015;11;EXT380;8.4;4130
;2015;12;EXT380;10.75;4130
;2016;2;EXT380;18;4130
;2016;4;EXT380;16;4130
;2016;6;EXT380;13;4130
;2016;7;EXT380;6.9;4130
;2016;8;EXT380;4.4;4130
;2016;10;EXT380;5.3;4130
;2016;12;EXT380;7.5;4130
;2017;2;EXT380;13;4130
;2017;5;EXT380;9.5;4130
;2017;6;EXT380;10;4130
;2017;7;EXT380;7;4130
;2017;8;EXT380;6.9;4130
;2017;10;EXT380;15;4130
;2017;12;EXT380;21;4130
;2018;1;EXT380;17;4130
;2018;2;EXT380;15;4130
;2018;3;EXT380;12;4130
;2018;4;EXT380;12;4130
;2014;1;EXT380;5.7;4140
;2014;2;EXT380;6.2;4140
;2014;4;EXT380;11;4140
;2014;5;EXT380;6.1;4140
;2014;6;EXT380;7.9;4140
;2014;8;EXT380;5.2;4140
;2014;9;EXT380;8.2;4140
;2014;10;EXT380;7.8;4140
;2014;11;EXT380;5.5;4140
;2014;12;EXT380;3.5;4140
;2015;1;EXT380;4.1;4140
;2015;2;EXT380;4.2;4140
;2015;3;EXT380;6.1;4140
;2015;4;EXT380;8;4140
;2015;5;EXT380;13;4140
;2015;6;EXT380;11;4140
;2015;7;EXT380;14;4140
;2015;8;EXT380;9.3;4140
;2015;9;EXT380;7.7;4140
;2015;10;EXT380;5.2;4140
;2015;11;EXT380;7.4;4140
;2015;12;EXT380;6.8;4140
;2009;1;EXT380;17;4200
;2009;2;EXT380;17;4200
;2009;3;EXT380;17;4200
;2009;4;EXT380;20;4200
;2009;5;EXT380;9.8;4200
;2009;6;EXT380;6;4200
;2009;7;EXT380;10;4200
;2009;8;EXT380;5.8;4200
;2009;9;EXT380;7.1;4200
;2009;10;EXT380;4.8;4200
;2009;11;EXT380;6.4;4200
;2009;12;EXT380;15;4200
;2010;2;EXT380;7.8;4200
;2010;3;EXT380;18.93;4200
;2010;4;EXT380;11.88;4200
;2010;5;EXT380;10.5;4200
;2010;6;EXT380;10.25;4200
;2010;7;EXT380;8.23;4200
;2010;8;EXT380;8.28;4200
;2010;9;EXT380;24.73;4200
;2010;10;EXT380;23;4200
;2010;11;EXT380;26;4200
;2010;12;EXT380;19;4200
;2011;2;EXT380;18;4200
;2011;4;EXT380;12;4200
;2011;6;EXT380;13;4200
;2011;7;EXT380;8.9;4200
;2011;8;EXT380;10;4200
;2011;10;EXT380;17;4200
;2011;12;EXT380;16;4200
;2012;1;EXT380;15.95;4200
;2012;2;EXT380;14.2333333333333;4200
;2012;3;EXT380;9.3;4200
;2012;4;EXT380;7.31428571428571;4200
;2012;5;EXT380;11.225;4200
;2012;6;EXT380;10.2571428571429;4200
;2012;7;EXT380;19.4285714285714;4200
;2012;8;EXT380;11.1857142857143;4200
;2012;9;EXT380;16.1666666666667;4200
;2012;10;EXT380;26.1428571428571;4200
;2012;11;EXT380;18.2333333333333;4200
;2012;12;EXT380;16.4857142857143;4200
;2013;2;EXT380;18.9142857142857;4200
;2013;3;EXT380;14.2666666666667;4200
;2013;4;EXT380;10.9142857142857;4200
;2013;5;EXT380;9.82;4200
;2013;6;EXT380;9.72;4200
;2013;7;EXT380;9.54285714285714;4200
;2013;8;EXT380;6.18;4200
;2013;9;EXT380;6.64285714285714;4200
;2013;10;EXT380;13.1666666666667;4200
;2013;11;EXT380;15.2833333333333;4200
;2013;12;EXT380;13.9428571428571;4200
;2014;2;EXT380;19;4200
;2014;4;EXT380;13;4200
;2014;6;EXT380;8.3;4200
;2014;7;EXT380;6;4200
;2014;8;EXT380;12;4200
;2014;10;EXT380;7.9;4200
;2014;12;EXT380;13;4200
;2015;2;EXT380;9.9;4200
;2015;4;EXT380;11;4200
;2015;6;EXT380;9.7;4200
;2015;7;EXT380;7.5;4200
;2015;8;EXT380;6.3;4200
;2015;10;EXT380;8.3;4200
;2015;12;EXT380;28;4200
;2016;2;EXT380;18;4200
;2016;4;EXT380;16;4200
;2016;6;EXT380;15;4200
;2016;7;EXT380;16;4200
;2016;8;EXT380;7.6;4200
;2016;10;EXT380;5.3;4200
;2016;12;EXT380;10;4200
;2017;2;EXT380;12;4200
;2017;4;EXT380;7.9;4200
;2017;6;EXT380;7.5;4200
;2017;7;EXT380;8;4200
;2017;8;EXT380;7.1;4200
;2017;10;EXT380;19;4200
;2017;12;EXT380;19;4200
;2018;1;EXT380;21;4200
;2018;2;EXT380;17;4200
;2018;3;EXT380;12;4200
;2018;4;EXT380;19;4200
;2009;1;EXT380;8.2;4210
;2009;2;EXT380;7.5;4210
;2009;3;EXT380;5.06666666666667;4210
;2009;4;EXT380;4.25;4210
;2009;5;EXT380;3.4;4210
;2009;6;EXT380;3.35;4210
;2009;7;EXT380;3.75;4210
;2009;8;EXT380;3.7;4210
;2009;9;EXT380;4.45;4210
;2009;10;EXT380;2.7;4210
;2009;11;EXT380;3.7;4210
;2009;12;EXT380;4.95;4210
;2010;3;EXT380;6.2325;4210
;2010;4;EXT380;4.40333333333333;4210
;2010;5;EXT380;4.20333333333333;4210
;2010;6;EXT380;3.72;4210
;2010;7;EXT380;3.46;4210
;2010;8;EXT380;3.69333333333333;4210
;2010;9;EXT380;6.4;4210
;2010;10;EXT380;4.66666666666667;4210
;2010;11;EXT380;17;4210
;2011;1;EXT380;9.64;4210
;2011;2;EXT380;4.92;4210
;2011;3;EXT380;4.56;4210
;2011;4;EXT380;4;4210
;2011;5;EXT380;4.34;4210
;2011;6;EXT380;4.0875;4210
;2011;7;EXT380;5.1;4210
;2011;8;EXT380;4.6875;4210
;2011;9;EXT380;4.62;4210
;2011;10;EXT380;4.275;4210
;2011;11;EXT380;3.7;4210
;2011;12;EXT380;4.45;4210
;2012;1;EXT380;4.42;4210
;2012;2;EXT380;4.8;4210
;2012;3;EXT380;4.16;4210
;2012;4;EXT380;3.9;4210
;2012;5;EXT380;4.56;4210
;2012;6;EXT380;4.875;4210
;2012;7;EXT380;5.0625;4210
;2012;8;EXT380;4.65;4210
;2012;9;EXT380;2.8;4210
;2012;10;EXT380;4.2625;4210
;2012;11;EXT380;6.675;4210
;2012;12;EXT380;5.1625;4210
;2013;2;EXT380;4.5625;4210
;2013;3;EXT380;4.1;4210
;2013;4;EXT380;4.2875;4210
;2013;5;EXT380;3.5;4210
;2013;6;EXT380;4.86923076923077;4210
;2013;7;EXT380;4.82222222222222;4210
;2013;8;EXT380;4.0625;4210
;2013;9;EXT380;4.36;4210
;2013;10;EXT380;6.7875;4210
;2013;11;EXT380;6.42;4210
;2013;12;EXT380;4.5625;4210
;2014;1;EXT380;4.475;4210
;2014;2;EXT380;5.2375;4210
;2014;3;EXT380;4.125;4210
;2014;4;EXT380;4.25;4210
;2014;5;EXT380;4.85;4210
;2014;6;EXT380;4.2125;4210
;2014;7;EXT380;4.3375;4210
;2014;8;EXT380;5.32857142857143;4210
;2014;9;EXT380;4.525;4210
;2014;10;EXT380;4.0875;4210
;2014;11;EXT380;4.05;4210
;2014;12;EXT380;3.4375;4210
;2015;1;EXT380;8.2;4210
;2015;2;EXT380;4.18;4210
;2015;3;EXT380;3.3;4210
;2015;4;EXT380;4.14;4210
;2015;5;EXT380;4.4;4210
;2015;6;EXT380;4.08;4210
;2015;7;EXT380;4.24;4210
;2015;8;EXT380;4.26;4210
;2015;9;EXT380;5.5;4210
;2015;10;EXT380;3.98;4210
;2015;11;EXT380;7;4210
;2015;12;EXT380;5.64;4210
;2016;1;EXT380;12.6;4210
;2016;2;EXT380;7.81428571428571;4210
;2016;3;EXT380;6.96666666666667;4210
;2016;4;EXT380;7.92857142857143;4210
;2016;5;EXT380;9.9;4210
;2016;6;EXT380;7.85714285714286;4210
;2016;7;EXT380;8.45714285714286;4210
;2016;8;EXT380;6.47142857142857;4210
;2016;9;EXT380;4.6;4210
;2016;10;EXT380;5.05714285714286;4210
;2016;11;EXT380;9.8;4210
;2016;12;EXT380;7.14285714285714;4210
;2017;1;EXT380;4.3;4210
;2017;2;EXT380;4.25;4210
;2017;3;EXT380;5.7;4210
;2017;4;EXT380;4.81666666666667;4210
;2017;5;EXT380;5.15;4210
;2017;6;EXT380;4.5;4210
;2017;7;EXT380;4.9;4210
;2017;8;EXT380;4.68333333333333;4210
;2017;9;EXT380;7.9;4210
;2017;10;EXT380;6.33333333333333;4210
;2017;11;EXT380;9.25;4210
;2017;12;EXT380;7.25;4210
;2018;1;EXT380;6.14;4210
;2018;2;EXT380;5.9;4210
;2018;3;EXT380;3.98;4210
;2018;4;EXT380;4.4;4210
;2009;1;EXT380;14;4230
;2009;2;EXT380;12;4230
;2009;3;EXT380;12;4230
;2009;4;EXT380;5.4;4230
;2009;5;EXT380;4.7;4230
;2009;6;EXT380;4.9;4230
;2009;7;EXT380;6.6;4230
;2009;8;EXT380;3.2;4230
;2009;9;EXT380;4.9;4230
;2009;10;EXT380;5.2;4230
;2009;11;EXT380;14;4230
;2009;12;EXT380;7.6;4230
;2010;3;EXT380;14.38;4230
;2010;4;EXT380;5.5;4230
;2010;5;EXT380;7.38;4230
;2010;6;EXT380;4.8;4230
;2010;7;EXT380;4.6;4230
;2010;8;EXT380;6.43;4230
;2010;9;EXT380;11;4230
;2010;10;EXT380;11;4230
;2010;11;EXT380;13;4230
;2010;12;EXT380;7.6;4230
;2011;2;EXT380;6.1;4230
;2011;4;EXT380;5;4230
;2011;6;EXT380;5.2;4230
;2011;7;EXT380;5.4;4230
;2011;8;EXT380;6.2;4230
;2011;10;EXT380;13;4230
;2011;12;EXT380;18;4230
;2012;2;EXT380;9.3;4230
;2012;4;EXT380;6;4230
;2012;6;EXT380;7;4230
;2012;7;EXT380;10;4230
;2012;8;EXT380;9.5;4230
;2012;10;EXT380;12;4230
;2012;12;EXT380;11;4230
;2013;2;EXT380;11;4230
;2013;4;EXT380;6.4;4230
;2013;6;EXT380;7.4;4230
;2013;7;EXT380;5.1;4230
;2013;8;EXT380;5.3;4230
;2013;10;EXT380;17;4230
;2013;12;EXT380;8;4230
;2014;1;EXT380;14;4230
;2014;2;EXT380;16;4230
;2014;3;EXT380;9.7;4230
;2014;4;EXT380;9.05;4230
;2014;5;EXT380;8.6;4230
;2014;6;EXT380;6.95;4230
;2014;7;EXT380;5.5;4230
;2014;8;EXT380;9.95;4230
;2014;9;EXT380;10;4230
;2014;10;EXT380;8.55;4230
;2014;11;EXT380;13;4230
;2014;12;EXT380;8.45;4230
;2015;1;EXT380;11;4230
;2015;2;EXT380;17;4230
;2015;3;EXT380;12;4230
;2015;4;EXT380;9.9;4230
;2015;5;EXT380;9.6;4230
;2015;6;EXT380;5.9;4230
;2015;7;EXT380;6.25;4230
;2015;8;EXT380;5.3;4230
;2015;9;EXT380;13;4230
;2015;10;EXT380;8.5;4230
;2015;11;EXT380;7.8;4230
;2015;12;EXT380;14;4230
;2016;2;EXT380;11;4230
;2016;4;EXT380;14;4230
;2016;6;EXT380;4.9;4230
;2016;7;EXT380;8.2;4230
;2016;8;EXT380;6;4230
;2016;10;EXT380;4.9;4230
;2016;12;EXT380;6.4;4230
;2017;2;EXT380;12;4230
;2017;4;EXT380;7.4;4230
;2017;6;EXT380;5;4230
;2017;7;EXT380;4.8;4230
;2017;8;EXT380;6.7;4230
;2017;10;EXT380;11;4230
;2017;12;EXT380;14;4230
;2018;1;EXT380;8.5;4230
;2018;2;EXT380;5.8;4230
;2018;3;EXT380;6.6;4230
;2018;4;EXT380;8.9;4230
;2009;1;EXT380;3;4240
;2009;2;EXT380;3.3;4240
;2009;3;EXT380;2.8;4240
;2009;4;EXT380;3;4240
;2009;5;EXT380;2.8;4240
;2009;6;EXT380;2.6;4240
;2009;7;EXT380;2.9;4240
;2009;8;EXT380;2.5;4240
;2009;9;EXT380;2.4;4240
;2009;10;EXT380;2.5;4240
;2009;11;EXT380;3.2;4240
;2009;12;EXT380;2.9;4240
;2010;3;EXT380;3.44;4240
;2010;4;EXT380;3.45;4240
;2010;5;EXT380;2.83;4240
;2010;6;EXT380;2.5;4240
;2010;7;EXT380;2.95;4240
;2010;8;EXT380;3.13;4240
;2010;9;EXT380;4.45;4240
;2010;10;EXT380;4.3;4240
;2010;11;EXT380;4.4;4240
;2010;12;EXT380;4;4240
;2011;2;EXT380;3.5;4240
;2011;4;EXT380;3.1;4240
;2011;6;EXT380;3.6;4240
;2011;7;EXT380;3.1;4240
;2011;8;EXT380;3.3;4240
;2011;10;EXT380;3.6;4240
;2011;12;EXT380;2.8;4240
;2012;2;EXT380;3.2;4240
;2012;4;EXT380;3;4240
;2012;6;EXT380;4.1;4240
;2012;7;EXT380;3.5;4240
;2012;8;EXT380;3.8;4240
;2012;10;EXT380;3.7;4240
;2012;12;EXT380;4.2;4240
;2013;2;EXT380;3.4;4240
;2013;4;EXT380;3.1;4240
;2013;6;EXT380;2.5;4240
;2013;7;EXT380;2.8;4240
;2013;8;EXT380;2.9;4240
;2013;10;EXT380;3.4;4240
;2013;12;EXT380;3.1;4240
;2014;1;EXT380;8.2;4240
;2014;2;EXT380;6.86666666666667;4240
;2014;3;EXT380;6.1;4240
;2014;4;EXT380;10.3666666666667;4240
;2014;5;EXT380;9.95;4240
;2014;6;EXT380;4.4;4240
;2014;7;EXT380;7.5;4240
;2014;8;EXT380;6.8;4240
;2014;9;EXT380;7.45;4240
;2014;10;EXT380;4.96666666666667;4240
;2014;11;EXT380;7.3;4240
;2014;12;EXT380;4.9;4240
;2015;1;EXT380;3;4240
;2015;2;EXT380;4.225;4240
;2015;3;EXT380;4.73333333333333;4240
;2015;4;EXT380;4.225;4240
;2015;5;EXT380;3.43333333333333;4240
;2015;6;EXT380;3.675;4240
;2015;7;EXT380;4.975;4240
;2015;8;EXT380;3.7;4240
;2015;9;EXT380;4.66666666666667;4240
;2015;10;EXT380;4.125;4240
;2015;11;EXT380;4.46666666666667;4240
;2015;12;EXT380;6.7;4240
;2016;1;EXT380;3.55;4240
;2016;2;EXT380;3.53333333333333;4240
;2016;3;EXT380;4.1;4240
;2016;4;EXT380;3.3;4240
;2016;5;EXT380;3.9;4240
;2016;6;EXT380;3.3;4240
;2016;7;EXT380;4.2;4240
;2016;8;EXT380;3.23333333333333;4240
;2016;9;EXT380;4.7;4240
;2016;10;EXT380;3.63333333333333;4240
;2016;11;EXT380;1.75;4240
;2016;12;EXT380;3.3;4240
;2017;2;EXT380;3;4240
;2017;4;EXT380;2.7;4240
;2017;6;EXT380;2.8;4240
;2017;7;EXT380;2.8;4240
;2017;8;EXT380;3.2;4240
;2017;10;EXT380;3.3;4240
;2017;12;EXT380;2.9;4240
;2018;1;EXT380;3;4240
;2018;2;EXT380;3;4240
;2018;3;EXT380;2.7;4240
;2018;4;EXT380;2.9;4240
;2009;1;EXT380;3.8;4250
;2009;2;EXT380;5.55;4250
;2009;3;EXT380;2.2;4250
;2009;4;EXT380;3.9;4250
;2009;5;EXT380;2.55;4250
;2009;6;EXT380;2;4250
;2009;7;EXT380;2.1;4250
;2009;8;EXT380;2;4250
;2009;9;EXT380;2;4250
;2009;10;EXT380;1.8;4250
;2009;11;EXT380;1.7;4250
;2009;12;EXT380;2.4;4250
;2010;3;EXT380;4.05;4250
;2010;4;EXT380;6.2;4250
;2010;5;EXT380;5.43;4250
;2010;6;EXT380;3.45;4250
;2010;7;EXT380;2.05;4250
;2010;8;EXT380;3.7;4250
;2010;9;EXT380;6.1;4250
;2010;10;EXT380;5.2;4250
;2010;11;EXT380;2.9;4250
;2010;12;EXT380;6.5;4250
;2011;2;EXT380;2.6;4250
;2011;6;EXT380;2.9;4250
;2011;7;EXT380;4.2;4250
;2011;8;EXT380;3.8;4250
;2011;10;EXT380;5.8;4250
;2011;12;EXT380;4.8;4250
;2012;2;EXT380;5.7;4250
;2012;4;EXT380;4.3;4250
;2012;6;EXT380;5.1;4250
;2012;7;EXT380;4.7;4250
;2012;10;EXT380;8.7;4250
;2012;12;EXT380;4;4250
;2013;2;EXT380;2.9;4250
;2013;4;EXT380;7.3;4250
;2013;6;EXT380;5.6;4250
;2013;7;EXT380;4.4;4250
;2013;8;EXT380;3.2;4250
;2013;10;EXT380;3.9;4250
;2013;12;EXT380;4.7;4250
;2014;1;EXT380;2.7;4250
;2014;2;EXT380;2.6;4250
;2014;3;EXT380;3.35;4250
;2014;4;EXT380;7;4250
;2014;5;EXT380;5.6;4250
;2014;6;EXT380;4.9;4250
;2014;7;EXT380;3.73333333333333;4250
;2014;8;EXT380;3.63333333333333;4250
;2014;9;EXT380;7.05;4250
;2014;10;EXT380;5.03333333333333;4250
;2014;11;EXT380;5.2;4250
;2014;12;EXT380;7.93333333333333;4250
;2015;1;EXT380;3.65;4250
;2015;2;EXT380;5.86666666666667;4250
;2015;3;EXT380;4.95;4250
;2015;4;EXT380;6.83333333333333;4250
;2015;5;EXT380;5.55;4250
;2015;6;EXT380;3.7;4250
;2015;7;EXT380;3;4250
;2015;8;EXT380;2.63333333333333;4250
;2015;9;EXT380;4.35;4250
;2015;10;EXT380;7.36666666666667;4250
;2015;11;EXT380;5.2;4250
;2015;12;EXT380;3.36666666666667;4250
;2016;2;EXT380;2.4;4250
;2016;4;EXT380;7;4250
;2016;6;EXT380;3.1;4250
;2016;7;EXT380;5;4250
;2016;8;EXT380;5.2;4250
;2016;10;EXT380;4.1;4250
;2016;12;EXT380;7;4250
;2017;2;EXT380;6.8;4250
;2017;4;EXT380;5.1;4250
;2017;6;EXT380;3.4;4250
;2017;7;EXT380;3.7;4250
;2017;8;EXT380;3.9;4250
;2017;10;EXT380;8.2;4250
;2017;12;EXT380;4.8;4250
;2018;1;EXT380;3.5;4250
;2018;2;EXT380;2;4250
;2018;3;EXT380;3.9;4250
;2018;4;EXT380;4;4250
;2014;1;EXT380;17;5000
;2014;2;EXT380;18;5000
;2014;3;EXT380;12;5000
;2014;4;EXT380;14;5000
;2014;5;EXT380;13;5000
;2014;6;EXT380;5.8;5000
;2014;7;EXT380;4.4;5000
;2014;8;EXT380;9.3;5000
;2014;9;EXT380;12;5000
;2014;10;EXT380;16;5000
;2014;11;EXT380;15;5000
;2014;12;EXT380;9.8;5000
;2015;1;EXT380;21.35;5000
;2015;2;EXT380;24.2;5000
;2015;3;EXT380;14.3;5000
;2015;4;EXT380;12.3;5000
;2015;5;EXT380;12.25;5000
;2015;6;EXT380;12.1;5000
