CODE;BUITENGEBRUIKDATUM;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;OPMERKING;MOTIVATIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
OBT007;;T.o gemaal langs de Dwarsdijk (benedenstrooms gemaal);NL11;;;M27;134839;464641;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_KRWOndCHEM_NPARK-VS-natuurherstel_VASTGEMA_VISKRW;DIEPTE-FYCHEM_KRWOndCHEM_NPARK-VS-natuurherstel_VASTGEMA;Evaluatie_KRW_VMgemalen;Evaluatie_KRW_VMgemalen;FYCHEM_HYBI;FYCHEM;Veen;3302;3302-EAG-1;NL11_6_9
OBT008;;Noord oosten van flexibel peilvak;NL11;;;M27;136644;465813;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FLEXPEIL_FYTOPLANKTONABUNDANTIE_NPARK-BC;;Evaluatie_Onderzoek;;BODCHEM_FYCHEM;;Veen;3302;3302-EAG-2;NL11_6_9
OBT009;;voor instroom gemaal de Weer repr voor PV 66-3 (bebouwingsvak noordkant van OBT);NL11;;;M27;137168;465754;;;lijnvormig;;volgen herinrichting (nieuw peilvak);;DIEPTE-FYCHEM_NPARK-volgen_Overig-fychem_TOX_SIMONI_PS_VASTGEMA;DIEPTE-FYCHEM_VASTGEMA;Evaluatie_Onderzoek_VMgemalen;VMgemalen;FYCHEM_TOX;FYCHEM;Veen;3302;3302-EAG-1;NL11_6_9
OBT010;;hoge kant stuw bebouwingsvak dwarsdijk repr voor PV66-1 (zuidkant OBT);NL11;;;M27;135015;464847;;;lijnvormig;;volgen herinrichting (nieuw peilvak);;DIEPTE-FYCHEM_NPARK-volgen_VASTGEMA;DIEPTE-FYCHEM_VASTGEMA;Evaluatie_VMgemalen;VMgemalen;FYCHEM;FYCHEM;Veen;3302;3302-EAG-1;NL11_6_9
OBT011;;hoge kant stuw repr aflaat natuur naar Nedereindsevaart;NL11;;;M27;136725;464990;;;lijnvormig;;repr voor aflaat na herinrichting;;;;;;;;Veen;3302;3302-EAG-1;NL11_6_9
OBT100;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135054;465324;;;plas_dras; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT1000;;Molenpolder en Tienhovense Plassen;NL11;;;M27;135928;465410;;;plas;;;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Veen;3302;3302-EAG-2;NL11_6_9
OBT1001;;Molenpolder en Tienhovense Plassen;NL11;;;M27;136213;465632;;;plas;;;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Veen;3302;3302-EAG-2;NL11_6_9
OBT1002;;Molenpolder en Tienhovense Plassen;NL11;;;M27;136729;465539;;;plas;;;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Veen;3302;3302-EAG-1;NL11_6_9
OBT1003;;Molenpolder en Tienhovense Plassen;NL11;;;M27;136056;465335;;;plas;;;;BODEMCHEMIE-BC;;Onderzoek;;BODCHEM;;Veen;3302;3302-EAG-1;NL11_6_9
OBT101;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135420;465326;;;plas_dras; | nog morf check | ;;;MACEVKRW_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT102;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135005;465271;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT103;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136117;465407;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT104;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135796;465484;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT105;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135775;465362;;;lijnvormig; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC_VISKRW;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT106;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135620;465263;;;lijnvormig; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT107;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135534;465275;;;plas_dras; | nog morf check | ;;In 2015 is OBT107 verplaatst naar OBT156. Alle andere jaren (ook recente) wel op OBT107 bemonsterd. OBT107 in meetnet houden. (itt eerdere opmerking in dit veld (toegankelijkheid).;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT108;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136870;465441;;;plas_dras; | nog morf check | ;;Opname wel gemaakt. De stieren waren er later weggehaald.;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT109;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136984;465597;;;lijnvormig; | nog morf check | ;;Opname wel gemaakt. De stieren waren er later weggehaald. Forse stier in de wei. Mogelijk in augustus verplaatst. Dan nog eens proberen. Is kennelijk niet gebeurd. Opname is niet gemaakt.;DIEPTE-FYCHEM_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC_NPARK-volgen;DIEPTE-FYCHEM_MACFTEM_MACFTN2000_NPARK-volgen;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_FYCHEM_HYBI;FYCHEM_HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT110;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;137218;465682;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-B;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_FYCHEM_HYBI;HYBI;Zand;3302;3302-EAG-1;NL11_6_9
OBT111;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136599;465294;;;plas_dras; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC_VISKRW;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT112;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136261;465104;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT113;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136113;465185;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT114;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136485;465347;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT115;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136854;465510;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT116;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;137065;465748;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT117;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135885;465151;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT118;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135619;465193;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT119;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136215;465388;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT120;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135951;465199;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT121;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135343;465026;;;lijnvormig; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT122;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135936;465400;;;lijnvormig; | nog morf check | ;;;MACEVKRW_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3302;3302-EAG-2;NL11_6_9
OBT123;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135358;465234;;;lijnvormig; | nog morf check | lag op land in dec 2017 aangepast coord waren (135358 465236);;;MACFTKRW_NPARK-BC;;KRW_Onderzoek;;BODCHEM_HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT124;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135219;465225;;;plas_dras; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT125;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135640;464870;;;plas_dras; | nog morf check | ;;;MACFTKRW_VISKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT126;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135893;465018;;;plas_dras; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT127;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136121;464994;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT128;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135439;464756;;;plas_dras; | nog morf check | ;;;MACFTKRW_VISKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT129;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135371;464779;;;lijnvormig; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT130;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135827;464815;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT131;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136274;464978;;;plas_dras; | nog morf check | ;;;MACEVKRW_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT132;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;136149;464888;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT133;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135861;464741;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT134;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135820;464745;;;plas_dras; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT135;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135296;464698;;;lijnvormig; | nog morf check | ;;;MACEVKRW_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT136;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135244;464902;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT137;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135464;465036;;;plas_dras; | nog morf check | lag op land in dec 2017 verplaatst coord waren (135464 465043);;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_NPARK-BC;MACFTEM_MACFTN2000;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT138;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;135723;465121;;;plas_dras; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000_VISKRW;MACFTEM_MACFTN2000;Evaluatie_KRW;Evaluatie;FYCHEM_HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT139;;mp vegetatie Oostelijke binnenpolder v Tienhoven;NL11;;;M27;134948;464438;;;lijnvormig; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTN2000;MACFTEM_MACFTN2000;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3302;3302-EAG-1;NL11_6_9
OBT140;;vis;NL11;;;M27;135986;465495;;;lijnvormig; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3302;3302-EAG-2;NL11_6_9
OBT141;;mp vegetatie NIOO flexpeil OBP1;NL11;;;M27;136546;465752;;;plas_dras; | nog morf check | ;;;;;;;;;Veen;3302;3302-EAG-2;NL11_6_9
OBT142;;vis Tienhovense Plassen;NL11;;;M27;136148;465659;;;lijnvormig; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_NPARK-BC_VISKRW;MACFTEM;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-2;NL11_6_9
OBT143;;mp vegetatie NIOO flexpeil OBP3;NL11;;;M27;136375;465597;;;plas_dras; | nog morf check | ;;vervangend punt neergelegd _punt lag aan begin van watergang en is daarom verlegd. Er is hiervoor een nieuwe locatie aangemaakt. OBT149_ laten vervallen?;;;;;;;Veen;3302;3302-EAG-2;NL11_6_9
OBT144;;mp vegetatie NIOO flexpeil OBP4;NL11;;;M27;136128;465420;;;plas_dras; | nog morf check | ;;;;;;;;;Veen;3302;3302-EAG-2;NL11_6_9
OBT145;;mp vegetatie NIOO flexpeil OBP5;NL11;;;M27;135580;465300;;;lijnvormig; | nog morf check | ;;;;;;;;;Veen;3302;3302-EAG-1;NL11_6_9
OBT146;;mp vegetatie NIOO flexpeil OBP2;NL11;;;M27;136539;465685;;;plas_dras; | nog morf check | ;;;;;;;;;Veen;3302;3302-EAG-1;NL11_6_9
OBT148;;macrofyten 2014;NL11;;;M27;136030;465600;;;lijnvormig;vanaf mei 2016 FYCHEM gaan meten als alternatief voor dichtgegroeide OBT002 (voor Flexpeil) | nog morf check | ;;;DIEPTE-FYCHEM_FLEXPEIL_MACFTKRW;;Evaluatie_KRW;;FYCHEM_HYBI;;Veen;3302;3302-EAG-2;NL11_6_9
OBT149;;macrofyten 2014;NL11;;;M27;136281;465567;;;plas_dras; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_NPARK-BC;MACFTEM;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-2;NL11_6_9
OBT150;;MAFYTMP 2015;NL11;;;M27;136084;465596;;;plas_dras; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3302;3302-EAG-2;NL11_6_9
OBT151;;MAFYTMP 2015;NL11;;;M27;136276;465490;;;plas_dras; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_NPARK-BC;MACFTEM;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_HYBI;HYBI;Veen;3302;3302-EAG-2;NL11_6_9
OBT152;;MAFYTMP 2015;NL11;;;M27;136406;465551;;;plas_dras; | nog morf check | ;;Dit plasje is opgedroogd. Ten oosten daarvan is een opname gemaakt waarvoor een nieuwe klantcode moet worden aangemaakt. ,OBT152;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-2;NL11_6_9
OBT153;;MAFYTMP 2015;NL11;;;M27;136105;465620;;;plas_dras; | nog morf check | ;;;MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_VISKRW;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;3302;3302-EAG-2;NL11_6_9
OBT154;;macrofyten 2014;NL11;;;M27;136593;465772;;;plas_dras; | nog morf check | ;;;FYTOPLANKTONABUNDANTIE_MACFTEM_MACFTGBD_MACFTKRW_MACFTKRWOM_NPARK-BC;MACFTEM;Evaluatie_KRW_Onderzoek;Evaluatie;BODCHEM_FYCHEM_HYBI;HYBI;Veen;3302;3302-EAG-2;NL11_6_9
OBT155;;macrofyten 2014;NL11;;;M27;136188;465440;;;plas_dras; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-2;NL11_6_9
OBT156;;MAFYTLV 2015;NL11;;;M27;135125;465153;;;plas_dras; | nog morf check | ;;In 2015 is OBT107 verplaatst naar OBT156. Alle andere jaren (ook recente) wel op OBT107 bemonsterd. OBT107 in meetnet houden en niet OBT156. ;MACFTGBD_MACFTKRW;;KRW;;HYBI;;Veen;3302;3302-EAG-1;NL11_6_9
OBT157;;sloot westkant gebied;NL11;;;;135491;465171;;;lijnvormig;;abiotiek (vegetatie vlakdekkend door prov);;NPARK-BC;;Onderzoek;;BODCHEM;;Veen;3302;3302-EAG-1;NL11_6_9
OBT158;;petgat westkant OBT bij dwarsdijkwetering;NL11;;;;134981;465145;;;plas_dras;;abiotiek (vegetatie vlakdekkend door prov) ;;NPARK-BC;;Onderzoek;;BODCHEM;;Veen;3302;3302-EAG-1;NL11_6_9
OBT159;;petgat tZv 3302_EAG-2;NL11;;;;136060;465366;;;plas_dras;;abiotiek (vegetatie vlakdekkend door prov);;NPARK-BC;;Onderzoek;;BODCHEM;;Veen;3302;3302-EAG-1;NL11_6_9
OBT160;;klein petgat ZO in OBT;NL11;;;;136541;465168;;;plas_dras;;abiotiek (vegetatie vlakdekkend door prov);;NPARK-BC;;Onderzoek;;BODCHEM;;Veen;3302;3302-EAG-1;NL11_6_9
OBT161;;mafyt_OBT petgat zuidwestkant EAG 2;NL11;;;;136029;465452;;;plas_dras;;alternatief voor OBT122, dat groeit dicht;;MACFTEM;;Evaluatie;;HYBI;;Veen;3302;3302-EAG-2;NL11_6_9
ODP001;;Voor krooshek gemaal Overdiemerpolder langs Overdiemerweg;NL11;;;M8;127815;483686;;;lijnvormig; | nog morf check | ;;;ADHOC_AMSNRD_BEDWAT_DIEPTE-FYCHEM_Overig-fychem_VASTGEMA;DIEPTE-FYCHEM_VASTGEMA;Evaluatie_Onderzoek_VMgemalen;VMgemalen;FYCHEM;FYCHEM;Zware klei;2300;2300-EAG-1;
ODP002;;Waterrijk gebied ten zuidoosten polder;NL11;;;M8;128907;483205;;;lijnvormig; | nog morf check | ;;;BIJLRING-WGP;;Watergebiedsplannen;;FYCHEM;;Veen;2300;2300-EAG-1;
ODP100;;mp vegetatie;NL11;;;M8;127834;482906;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2310;2310-EAG-1;
ODP101;;mp vegetatie;NL11;;;M8;127770;482961;;;lijnvormig; | nog morf check | ;;;MACFTGBD_historieMACFT;MACFTGBD;KRW_Onderzoek;KRW;HYBI;HYBI;Veen;2310;2310-EAG-1;
ODP102;;mp vegetatie;NL11;;;M8;127433;483173;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2310;2310-EAG-1;
ODP103;;mp vegetatie;NL11;;;M8;127491;483157;;;lijnvormig; | nog morf check | ;;;MACFTGBD_historieMACFT;MACFTGBD;KRW_Onderzoek;KRW;HYBI;HYBI;Veen;2310;2310-EAG-1;
ODP104;;mp vegetatie;NL11;;;M8;127750;483375;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP105;;mp vegetatie;NL11;;;M8;128106;483144;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP106;;mp vegetatie;NL11;;;M8;129232;482865;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP107;;mp vegetatie;NL11;;;M8;129301;482899;;;lijnvormig; | nog morf check | ;;;MACFTGBD_historieMACFT;;KRW_Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP108;;mp vegetatie;NL11;;;M8;127781;483647;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Zware klei;2300;2300-EAG-1;
ODP109;;mp vegetatie;NL11;;;M8;128067;483434;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP110;;mp vegetatie;NL11;;;M8;128006;483473;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP111;;mp vegetatie;NL11;;;M8;127886;483583;;;lijnvormig; | nog morf check | ;;;MACFTGBD_historieMACFT;;KRW_Onderzoek;;HYBI;;Zware klei;2300;2300-EAG-1;
ODP112;;mp vegetatie;NL11;;;M8;128816;483446;;;lijnvormig; | nog morf check | ;;;MACFTGBD_historieMACFT;;KRW_Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP113;;mp vegetatie;NL11;;;M8;128725;483430;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP114;;mp vegetatie;NL11;;;M8;128883;483244;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP115;;mp vegetatie;NL11;;;M8;128986;483314;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD_historieMACFT;;Evaluatie_KRW_Onderzoek;;FYCHEM_HYBI;;Veen;2300;2300-EAG-1;
ODP116;;mp vegetatie;NL11;;;M8;128544;483061;;;lijnvormig; | nog morf check | ;;;historieMACFT;;Onderzoek;;HYBI;;Veen;2300;2300-EAG-1;
ODP117;;2010_Waterproef-Overdiemerpolder-1;NL11;;;M8;127922;483063;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;2310;2310-EAG-1;
ODP118;;2010_Waterproef-Overdiemerpolder-3;NL11;;;M8;127649;482916;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;2310;2310-EAG-1;
ODP119;;2010_Waterproef-Overdiemerpolder-4;NL11;;;M8;127400;483014;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;2310;2310-EAG-1;
ODP120;;2010_Waterproef-Overdiemerpolder-5;NL11;;;M8;127548;483283;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Zware klei;2310;2310-EAG-1;
ODP121;;2010_Waterproef-Overdiemerpolder-7;NL11;;;M8;128166;483464;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Zware klei;2300;2300-EAG-1;
ODP122;;2010_Waterproef-Overdiemerpolder-8;NL11;;;M8;128536;483442;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;2300;2300-EAG-1;
ODP123;;2010_Waterproef-Overdiemerpolder-11;NL11;;;M8;128934;483088;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;2300;2300-EAG-1;
ODP124;;2010_Waterproef-Overdiemerpolder-12;NL11;;;M8;128527;483135;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;2300;2300-EAG-1;
ODP125;;2010_Waterproef-Overdiemerpolder-13;NL11;;;M8;128166;483286;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;2300;2300-EAG-1;
