CODE;BUITENGEBRUIKDATUM;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;OPMERKING;MOTIVATIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
NYA104;;Tijnmuiden_ Adam Westelijkhavengebied;NL11;;;M30;113302;489460;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;50;6000-EAG-9;
NYA105;;Noordzeeweg_ Adam Westelijkhavengebied;NL11;;;M30;115082;489577;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;50;6000-EAG-9;
NYA106;;Westhavenweg_ Adam Westelijkhavengebied;NL11;;;M30;117803;490764;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;50;6000-EAG-9;
NYA107;;Hornweg_ Adam Westelijkhavengebied;NL11;;;M30;115384;491652;;;lijnvormig; | nog morf check | ;vlak bij zuivering (industrie);;MACFTGBD;;KRW;;HYBI;;Bebouwing;50;6000-EAG-9;
NYA108;;Aziehavenweg_ Adam Westelijkhavengebied;NL11;;;M30;114359;490182;;;lijnvormig; | nog morf check | ;vlak bij zuivering;;MACFTGBD;;KRW;;HYBI;;Bebouwing;50;6000-EAG-9;
NYA109;;Cacaoweg_ Adam Westelijkhavengebied;NL11;;;M30;112646;491759;;;lijnvormig; | nog morf check | ;vlak na gemaal die vaak overstort in opp water;;MACFTGBD;;KRW;;HYBI;;Bebouwing;50;6000-EAG-9;
NYP101;;macrofyten_2014;NL11;;;M3;120285;492122;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTGBD_MACFTNVO;;KRW;;HYBI;;Bebouwing;52;6110-EAG-1;
NYP102;;macrofyten_2014;NL11;;;M3;120496;491987;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;52;6110-EAG-1;
NYP103;;macrofyten_2014;NL11;;;M3;120268;492337;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;52;6110-EAG-1;
NYP104;;macrofyten_2014;NL11;;;M3;120549;492378;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTGBD_MACFTNVO;;KRW;;HYBI;;Bebouwing;52;6110-EAG-1;
NYP105;;macrofyten_2014;NL11;;;M3;121302;491395;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;52;6110-EAG-1;
NYP106;;macrofyten_2014;NL11;;;M3;121420;491638;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;52;6110-EAG-1;
NZK001;;Amerikahaven;NL11;;;;113161;491652;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;;;
NZK002;;Westhaven / Mainhaven;NL11;;;;116624;489815;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;;;
NZK003;;Jan van Riebeckhaven;NL11;;;;118319;491274;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;;;
NZK004;;Petroleumhaven;NL11;;;;118795;492017;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;;;
NZK005;;Houthaven;NL11;;;;120932;489573;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;;;
NZK006;;Mercuriushaven/ingang Minervahaven;NL11;;;;120171;490204;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;;;
NZK007;;Westhaven/Sonthaven;NL11;;;;117400;491057;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Bebouwing;;;
NZK008;;Afgesloten IJ/Oranjesluizen;NL11;;;;125942;488365;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Water;;;
NZK009;;Entrepothaven steiger Borneokade 251 Amsterdam;NL11;;;;124904;487089;;;lijnvormig;;;;DIEPTE-FYCHEM_EXTZWEM_OHG;;Evaluatie_Zwemwater;;FYCHEM;;Water;;;
NZK010;;Spoorwegbassin Pytonbrug Panamakade 2 Amsterdam;NL11;;;;125138;487367;;;lijnvormig;;;;DIEPTE-FYCHEM_EXTZWEM_OHG;;Evaluatie_Zwemwater;;FYCHEM;;Water;;;
NZK011;;Ertshaven steiger Levantplein 50 Amsterdam;NL11;;;;124731;487689;;;lijnvormig;;;;DIEPTE-FYCHEM_EXTZWEM_OHG;;Evaluatie_Zwemwater;;FYCHEM;;Water;;;
NZK012;;Ijhaven watertrap Bogortuin 199 Amsterdam;NL11;;;;124214;487756;;;lijnvormig;;;;DIEPTE-FYCHEM_EXTZWEM_OHG;;Evaluatie_Zwemwater;;FYCHEM;;Bebouwing;;;
NZK013;;NDSMwerf (naast pllek) TTNeveriteweg 59, Amsterdam (Noord);NL11;;;;121403;490215;;;;;;;ADHOC;;Evaluatie;;FYCHEM;;Bebouwing;;;
OAM002;;Kemphaan 14/16;NL11;;;M8;122545;478371;;;lijnvormig; | nog morf check | ;;;MACFTGBD_ROUTPEBS-WGP_historieVIS;MACFTGBD;KRW_Onderzoek_Watergebiedsplannen;KRW;FYCHEM_HYBI;HYBI;Veen;46;2400-EAG-6;
OAM003;;eind Patrijs;NL11;;;M8;122398;478239;;;lijnvormig; | nog morf check | ;;;MACFTGBD_ROUTPEBS-WGP_historieVIS;MACFTGBD;KRW_Onderzoek_Watergebiedsplannen;KRW;FYCHEM_HYBI;HYBI;Veen;46;2400-EAG-6;
OAM004;;achter Groenling;NL11;;;M8;122692;478144;;;lijnvormig; | nog morf check | ;;;ROUTPEBS-WGP;;Watergebiedsplannen;;FYCHEM;;Veen;46;2400-EAG-6;
OAM100;;mp vegetatie;NL11;;;M8;122928;478222;;;lijnvormig; | nog morf check | ;;;MACFTEM_MACFTGBD_VASTECOMACFT;MACFTGBD;Evaluatie_KRW;KRW;HYBI;HYBI;Zware klei;46;2400-EAG-6;
OBH001;;J. vd Berghweg/Osdorperweg;NL11;;;M10;114134;486954;;;lijnvormig; | nog morf check | ;;;ROUTINE_historieMACEV;;Evaluatie_Onderzoek;;FYCHEM_HYBI;;Veen;8030;8030-EAG-1;
OBH002;;Inlaat VTC Tigeno;NL11;;;M10;114165;487652;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT_ECONET_MACFTGBD_VOLKSTUIN_historieMACFT;;Evaluatie_KRW_Onderzoek_Watergebiedsplannen;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-4;
OBH003;;Veenweidegebied OB hoog;NL11;;;M10;114072;487109;;;lijnvormig; | nog morf check | ;;;MACFTGBD_PESTBOEZ;;Evaluatie_KRW;;FYCHEM_HYBI;;Veen;8030;8030-EAG-1;
OBH004;;Inlaat 30A Geuzenveld-west , na duiker bij gele huisje langs fietspad;NL11;;;M8;114203;488545;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT;;Evaluatie_Watergebiedsplannen;;FYCHEM;;Bebouwing;8030;8030-EAG-5;
OBH005;;Op fietspad langs de Haarlemmerweg (N200) bij viaduct A5;NL11;;;M10;112889;488616;;;lijnvormig; | nog morf check | ;;;ADMWEST-WGP_DIEPTE-FYCHEM_MACFTGBD_VOLKSTUIN;ADMWEST-WGP_DIEPTE-FYCHEM;Evaluatie_KRW_Watergebiedsplannen;Watergebiedsplannen;FYCHEM_HYBI;FYCHEM;Bebouwing;8030;8030-EAG-1;
OBH006;;Gemaal Mientekade;NL11;;;M10;111964;488194;;;lijnvormig; | nog morf check | ;;;ADHOC_BEDWAT_ROUTINE_VASTGEMA;;Evaluatie_VMgemalen;;FYCHEM;;Bebouwing;8030;8030-EAG-1;
OBH007;;Bij rotonde Ookmeerweg / Baden Powellweg;NL11;;;M10;114147;486303;;;lijnvormig; | nog morf check | ;;;MACFTGBD_Overig-fychem_VOLKSTUIN;;Evaluatie_KRW_Onderzoek;;FYCHEM_HYBI;;Veen;8030;8030-EAG-1;
OBH008;;T. Schreursweg hoek N. Broeckh.weg ten n van stuw;NL11;;;M8;113817;487879;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT_MACFTGBD;;Evaluatie_KRW_Watergebiedsplannen;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-5;
OBH100;;mp vegetatie;NL11;;;M10;114167;487373;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;8030;8030-EAG-1;
OBH101;;mp vegetatie;NL11;;;M10;114186;487555;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;8030;8030-EAG-1;
OBH102;;mp vegetatie;NL11;;;M10;114052;486950;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;;Evaluatie_KRW;;FYCHEM_HYBI;;Veen;8030;8030-EAG-1;
OBH103;;mp vegetatie;NL11;;;M10;114350;487227;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;8030;8030-EAG-1;
OBH104;;mp vegetatie;NL11;;;M10;114131;486425;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;8030;8030-EAG-1;
OBH105;;mp vegetatie_2012;NL11;;;M10;114194;487684;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;8030;8030-EAG-4;
OBH106;;mp vegetatie_2012;NL11;;;M10;112936;488616;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;8030;8030-EAG-1;
OBL001;;Schimmelpenninck vd Oyeweg;NL11;;;M8;112942;488298;;;lijnvormig; | nog morf check | ;;;ROUTINE_historieMACEV;;Evaluatie_Onderzoek;;FYCHEM_HYBI;;Zware zavel;8030;8030-EAG-5;
OBL002;;Park de Kuil, zuidelijke poel;NL11;;;M10;114449;487975;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-2;
OBL003;;Geuzenveld-west, Kwelsloot NO hoek;NL11;;;M10;114568;488503;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;8030;8030-EAG-2;
OBL004;;agrarisch gebied de Eendracht, OB laag;NL11;;;M8;113035;487972;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;8030;8030-EAG-5;
OBL005;;Volkstuinen de Eendracht, uitlaat;NL11;;;M10;113521;487373;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT_ECONET;;Evaluatie_Watergebiedsplannen;;FYCHEM;;Bebouwing;8030;8030-EAG-4;
OBL006;;Volkstuinenpark Osdorp, uitlaat;NL11;;;M8;113418;487928;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;8030;8030-EAG-5;
OBL007;;Overstort Tigeno;NL11;;;M10;113754;487593;;;lijnvormig; | nog morf check | ;;;ECONET;;Evaluatie;;FYCHEM;;Bebouwing;8030;8030-EAG-4;
OBL008;;de Kuil, noordelijke poel;NL11;;;M10;114442;487902;;;lijnvormig; | nog morf check | ;;;MACFTGBD_Overig-fychem;;KRW_Onderzoek;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-2;
OBL009;;Volkstuinen De Eendracht;NL11;;;;113830;487456;;;lijnvormig;coordinaten fictief op midden GAF/EAG gezet | nog morf check | ;;;;;;;;;Bebouwing;8030;8030-EAG-4;
OBL010;;Gemaal Eendrachtspolder/v.d. Oyenweg;NL11;;;M8;113275;487543;;;lijnvormig; | nog morf check | ;;;Overig-fychem;;Onderzoek;;FYCHEM;;Bebouwing;8030;8030-EAG-5;
OBL011;;Geuzenveld-west,mpt 1, kwelsloot;NL11;;;M10;114570;488459;;;lijnvormig; | nog morf check | ;;;MACFTGBD_Overig-fychem_historieMACFT;;KRW_Onderzoek;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-2;
OBL012;;Voor krooshek gemaal Geuzenveld;NL11;;;M10;114562;488548;;;lijnvormig; | nog morf check | ;;;ADHOC_BEDWAT_DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD_Overig-fychem_VASTGEMA_historieM;DIEPTE-FYCHEM_VASTGEMA;Evaluatie_KRW_Onderzoek_VMgemalen;VMgemalen;FYCHEM_HYBI;FYCHEM;Bebouwing;8030;8030-EAG-2;
OBL013;;Geuzenveld-west, mpt 3 nw-hoek;NL11;;;M10;114239;488544;;;lijnvormig; | nog morf check | ;;;Overig-fychem_historieMACFT;;Onderzoek;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-2;
OBL014;;Geuzenveld-west, mpt 4 w-zijde;NL11;;;M10;114237;488322;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO_historieMACFT;;KRW_Onderzoek;;HYBI;;Bebouwing;8030;8030-EAG-2;
OBL015;;Geuzenveld-west, mpt 5 zw-hoek;NL11;;;M10;114249;487976;;;lijnvormig; | nog morf check | ;;;Overig-fychem_historieMACFT;;Onderzoek;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-2;
OBL016;;Geuzenveld-west, mpt 6 zo-hoek;NL11;;;M10;114466;487979;;;lijnvormig; | nog morf check | ;;;ECONET_GVW-WGP_Overig-fychem_historieMACFT;;Evaluatie_Onderzoek_Watergebiedsplannen;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-2;
OBL017;;Geuzenveld-west, mpt 7, kwelsloot;NL11;;;M10;114557;488062;;;lijnvormig; | nog morf check | ;;;Overig-fychem_historieMACFT;;Onderzoek;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-2;
OBL018;;Geuzenveld-west, mpt 8, vegetatieopname;NL11;;;M10;114423;488552;;;lijnvormig; | nog morf check | ;;;MACFTGBD_historieMACFT;;KRW_Onderzoek;;HYBI;;Bebouwing;8030;8030-EAG-2;
OBL019;;Geuzenveld-west,mpt 9, kwelsloot;NL11;;;M10;114585;488286;;;lijnvormig; | nog morf check | ;;;ECONET_GVW-WGP_Overig-fychem_historieMACFT;;Evaluatie_Onderzoek_Watergebiedsplannen;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-2;
OBL020;;Volkstuinen de Eendracht, inkomend water in helofytenfilter;NL11;;;M10;113746;487141;;;lijnvormig; | nog morf check | ;;;ECONET;;Evaluatie;;FYCHEM;;Veen;8030;8030-EAG-4;
OBL021;;vanaf brug kruizing Nico Broekhuysenweg / Bok de Korverweg;NL11;;;M8;114192;487811;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT_DIEPTE-FYCHEM_ECONET_VASTGEMA;DIEPTE-FYCHEM_VASTGEMA;Evaluatie_VMgemalen_Watergebiedsplannen;VMgemalen;FYCHEM;FYCHEM;Bebouwing;8030;8030-EAG-5;
OBL022;;Econet-Maaltocht Osdorperbinnenpolder;NL11;;;M10;112302;488355;;;lijnvormig; | nog morf check | ;;;ECONET_historieMACFT;;Evaluatie_Onderzoek;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-1;
OBL023;;Econet-Geuzenveld West;NL11;;;M10;114478;488096;;;lijnvormig; | nog morf check | ;;;ECONET_MACFTGBD_historieMACFT;;Evaluatie_KRW_Onderzoek;;FYCHEM_HYBI;;Bebouwing;8030;8030-EAG-2;
OBL024;;Volkstuinen Tigeno, overstort stuw naar maaltocht;NL11;;;M8;114185;487803;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT_ECONET;;Evaluatie_Watergebiedsplannen;;FYCHEM;;Bebouwing;8030;8030-EAG-5;
OBL025;;lage kant stuw water uit zuiveringsmoerassen ten z fietspad;NL11;;;M10;113471;487352;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT_ECONET;;Evaluatie_Watergebiedsplannen;;FYCHEM;;Bebouwing;8030;8030-EAG-6;
OBL026;;Achter volkstuinen in de bocht achter de dijk;NL11;;;M10;113044;487678;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT;;Evaluatie_Watergebiedsplannen;;FYCHEM;;Bebouwing;8030;8030-EAG-1;
OBL027;;suppletiegemaaltje, tegenover OSB008;NL11;;;M10;112207;488338;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT;;Evaluatie_Watergebiedsplannen;;FYCHEM;;Veen / Zware klei;8030;8030-EAG-1;
OBL028;;voor duiker voor hoge kant stuw flexpeilgebied Kluut2, Maurice Peeterspad, Geuzeveld;NL11;;;M10;112739;488049;;;lijnvormig;;;;DIEPTE-FYCHEM_FLEXPEIL_FYTOPLANKTONABUNDANTIE_MACFTGBD;;Evaluatie_KRW;;FYCHEM_HYBI;;Zware zavel;8030;8030-EAG-3;
OBL100;;mp vegetatie;NL11;;;M8;113211;487575;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-5;
OBL101;;mp vegetatie;NL11;;;M10;113550;487462;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-6;
OBL102;;mp vegetatie;NL11;;;M10;113578;487315;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-4;
OBL103;;mp vegetatie;NL11;;;M8;113722;488162;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Lichte klei;8030;8030-EAG-5;
OBL104;;mp vegetatie;NL11;;;M10;112701;488252;;;lijnvormig; | nog morf check | ;;Punt ligt midden in plasje. Oevers erg glooiend en grotendeels niet bereikbaar. Punt dichtstbij gekozen en emerse vegetatie met behulp van verrekijker gedetermineerd. De klant wilde dat deze opname met de methode LV wordt opgenomen.;MACFTGBD;;KRW;;HYBI;;Zware zavel;8030;8030-EAG-3;
OBL105;;mp vegetatie;NL11;;;M8;113136;488342;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;;Evaluatie_KRW;;FYCHEM_HYBI;;Zware zavel;8030;8030-EAG-5;
OBL106;;mp vegetatie;NL11;;;M8;112932;487883;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Zware zavel;8030;8030-EAG-5;
OBL107;;mp vegetatie;NL11;;;M8;114168;488511;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-5;
OBL108;;mp vegetatie;NL11;;;M8;113697;488208;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Lichte klei;8030;8030-EAG-5;
OBL109;;mp vegetatie;NL11;;;M10;114479;488154;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;8030;8030-EAG-2;
OBL110;;macrofyten_2014;NL11;;;M10;114346;486362;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Veen;8030;8030-EAG-1;
OBL111;;macrofyten_2014;NL11;;;M10;113797;487185;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Veen;8030;8030-EAG-4;
OBL112;;macrofyten_2014;NL11;;;M10;114393;487657;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Veen;8030;8030-EAG-1;
OBL113;;macrofyten_2014;NL11;;;M10;113837;487196;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Veen;8030;8030-EAG-1;
OBL114;;macrofyten_2014;NL11;;;M10;113601;487248;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTGBD_MACFTNVO;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-4;
OBL115;;macrofyten_2014;NL11;;;M10;114309;487973;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-2;
OBL116;;macrofyten_2014;NL11;;;M10;112098;488324;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-1;
OBL117;;macrofyten_2014;NL11;;;M10;113728;487624;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-6;
OBL118;;macrofyten_2014;NL11;;;M8;113406;487900;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-5;
OBL119;;macrofyten_2014;NL11;;;M10;112958;487773;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-1;
OBL120;;macrofyten_2014;NL11;;;M10;113468;487272;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-1;
OBL121;;macrofyten_2014;NL11;;;M10;113569;487180;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTNVO;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-1;
OBL122;;macrofyten_2014;NL11;;;M10;113111;487625;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTGBD_MACFTNVO;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-1;
OBL123;;MAFYTLV 2015;NL11;;;M10;114358;488581;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;8030;8030-EAG-1;
OBL124;;;;;;M8;112750;488408;;;;;;;MACFTGBD;;KRW;;HYBI;;Zware zavel;8030;8030-EAG-3;
OBP001;;Langs Overbrakerpad voor hek bij Nemo (uitlaat VTC nut en genoegen);NL11;;;M8;119455;489022;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD_Overig-fychem_ROUTINE_VOLKSTUIN;;Evaluatie_KRW_Onderzoek;;FYCHEM_HYBI;;Bebouwing;8020;8020-EAG-1;
OBP002;;Volkstuinen Nut en Genoegen;NL11;;;M8;118949;489040;;;lijnvormig; | nog morf check | ;;;MACFTGBD_Overig-fychem;;KRW_Onderzoek;;FYCHEM_HYBI;;Bebouwing;8020;8020-EAG-1;
OBP003;;Voor krooshek gemaal Haarlemmerweg;NL11;;;M8;119414;488781;;;lijnvormig; | nog morf check | ;;;ADHOC_BEDWAT_DIEPTE-FYCHEM_MACFTGBD_VASTGEMA_VASTRIJ;DIEPTE-FYCHEM_VASTGEMA_VASTRIJ;Evaluatie_KRW_VMgemalen_Waterakkoord;VMgemalen_Waterakkoord;FYCHEM_HYBI;FYCHEM;Bebouwing;8020;8020-EAG-1;
OBP004;;Vijver afvoergebied Westergasfabriek;NL11;;;M11;120231;488893;;;lijnvormig;Coordinaten of drielettercode kloppen niet | nog morf check | ;;;ADHOC_MACFTGBD;;Evaluatie_KRW;;FYCHEM_HYBI;;Bebouwing;1020;1020-EAG-1;
OBP005;;Inlaat VTC (nut en genoegen) Sloterdijkermeer bij stuw;NL11;;;M6b;118265;488880;;;lijnvormig; | nog morf check | ;;;VOLKSTUIN;;Evaluatie;;FYCHEM;;Bebouwing;521;8000-EAG-1;
OBP100;;mp vegetatie_2012;NL11;;;M8;119466;489048;;;lijnvormig; | nog morf check | ;;;;;;;;;Bebouwing;8020;8020-EAG-1;
OBP101;;mp vegetatie_2014;NL11;;;M8;119142;489110;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTGBD_MACFTNVO;;KRW;;HYBI;;Bebouwing;8020;8020-EAG-1;
OBP102;;mp vegetatie_2014;NL11;;;M8;119750;489100;;;lijnvormig; | nog morf check | ;inventarisatie NVO 2014;;MACFTGBD_MACFTNVO;;KRW;;HYBI;;Bebouwing;8020;8020-EAG-2;
OBP103;;MAFYTLV 2015;NL11;;;M8;118308;488970;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;8020;8020-EAG-1;
OBP104;;MAFYTLV 2015;NL11;;;M8;119455;488871;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;8020;8020-EAG-1;
OBP105;;MAFYTLV 2015;NL11;;;M8;119480;489344;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Bebouwing;8020;8020-EAG-2;
OBT001;;Grondw Prov Utrecht flessencode O1 01 en plassensysteem OBT-oost;NL11;;;M27;136518;465784;;;plas_dras; | nog morf check | ;;;ADHOC_BEDWAT_DIEPTE-FYCHEM_FYTPTGBD_FYTPTKRW_KRWOCHEM_KRWOndCHEM_KRWPROB_NPARK-VS-natuurher;DIEPTE-FYCHEM_KRWOndCHEM_NPARK-VS-natuurherstel_VASTPLAS;Evaluatie_KRW_VMplassen_Watergebiedsplannen;Evaluatie_KRW_VMplassen;FYCHEM_HYBI;FYCHEM;Veen;3302;3302-EAG-2;NL11_6_9
OBT002;;Grondw Prov Utrecht flessencode O2 01;NL11;;;M27;135829;465410;;;plas_dras;loc dichtgegroeid bemonstering niet meer mogelijk alternatieve loc OBT148 (vanaf mei 2016) | nog morf check | ;;loc dichtgegroeid niet meer te bemonsteren;FLEXPEIL_FYTOPLANKTONABUNDANTIE_VECZD;;Evaluatie;;FYCHEM;;Veen;3302;3302-EAG-2;NL11_6_9
OBT003;;Grondw Prov Utrecht flessencode O3 01;NL11;;;M27;135346;465241;;;plas_dras; | nog morf check | ;;;VECZD;;Evaluatie;;FYCHEM;;Veen;3302;3302-EAG-1;NL11_6_9
OBT003P;;Grondw Prov Utrecht flessencode O3 01;NL11;;;M27;135346;465241;;;plas_dras;;;;;;;;;;Veen;3302;3302-EAG-1;NL11_6_9
OBT004;;Grondw Prov Utrecht flessencode O3 02;NL11;;;M27;135346;465241;;;plas_dras; | nog morf check | ;;;VECZD;;Evaluatie;;FYCHEM;;Veen;3302;3302-EAG-1;NL11_6_9
OBT005;;Gemaal nabij dwarsdijk nr 24;NL11;;;M27;134817;464635;;;lijnvormig;Coordinaten of drielettercode kloppen niet | nog morf check | ;;;ADHOC_BEDWAT_VASTGEMA_VASTINLA_VECZD;;Evaluatie_VMgemalen_VMinlaatwater;;FYCHEM;;Water;3300;3300-EAG-7;NL11_5_8
OBT006;;Eind onverhard pad eind Dwarsdijk 7, meertje rechts;NL11;;;M27;135140;464797;;;lijnvormig; | nog morf check | ;;;ADHOC_BEDWAT_DIEPTE-FYCHEM_FYTPTGBD_FYTPTKRW_KRWOCHEM_KRWOndCHEM_KRWPROB_NPARK-BC_NPARK-VS;DIEPTE-FYCHEM_KRWOndCHEM_NPARK-VS-natuurherstel_VASTPLAS;Evaluatie_KRW_Onderzoek_VMplassen;Evaluatie_KRW_VMplassen;BODCHEM_FYCHEM_HYBI;FYCHEM;Veen;3302;3302-EAG-1;NL11_6_9
