GAFIDENT;GAFNAAM;Begindatum;Einddatum;KRWWaterlichaamcode;KRW_SGBP3;KRWmonitoringslocatie;KRWmonitoringslocatie_SGBP3;KRWmonitoringslocatie_SGBP3_MeetpuntInAquoKit20200701;SGBP3_NAAM;OPMERKING;Plas;watertype;KRWWatertypeVoorstel_status;type;vijver;StedelijkLandelijk;LANDBOUWGEB;OppEAG;OppWater;OppLand;OmtrekWater;OppWater0_1m;OppWater1_8m;OppWater8m;Opp verhard;Opp onverhard;Opp water (BGT);percOpenwater;Formule_omtrekoppervlak
2110-EAG-8;Middelpolder onder Amstelveen, bemalen gebied - KRW Waterlichaam;;20191205;NL11_2_6;;NL11_VaartenWesteramstel;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;63365;15335;48030;3281;;;;;;;24;0.037742934
2120-EAG-4;Bovenkerkerpolder, landelijk- KRW Waterlichaam;;20191205;NL11_2_6;;NL11_VaartenWesteramstel;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;121173;48490;72683;10887;;;;;;;40;0.020226366
2130-EAG-5;Noorder Legmeerpolder, landelijk - KRW Waterlichaam;;20191205;NL11_2_6;;NL11_VaartenWesteramstel;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;111848;40946;70902;6709;;;;;;;37;0.030161154
2400-EAG-7;Polder de Rondehoep, bemalen gebied - KRW Waterlichaam;;20191205;NL11_2_5;;NL11_VaartenRondeHoep;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;129602;39808;89794;9024;;;;2645;86815;40145;31;0.022109865
2400-EAG-8;Polder de Rondehoep, noord-oost - KRW Waterlichaam;;20191205;NL11_2_5;;NL11_VaartenRondeHoep;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;51671;21979;29692;4896;;;;798;28702;22172;43;0.030280466
2400-EAG-9;Polder de Rondehoep, weidevogel gebied - KRW Waterlichaam;;20191205;NL11_2_5;;NL11_VaartenRondeHoep;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;16474;2428;14046;676;;;;0;14044;2435;15;0.072891627
2501-EAG-3;Polder Oukoop en Polder Groot Wilnis-Vinkeveen (oost), Polder Demmerik - KRW Waterlichaam;;20191205;NL11_2_3;;NL11_VaartenRondeVenen;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;47308;27226;20082;3770;;;;1591;18316;27403;58;0.043767382
2510-EAG-4;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Heicop & Geer - KRW Waterlichaam;;20191205;NL11_2_3;;NL11_VaartenRondeVenen;;;;KRW Waterlichaam;;M10;;sloot;;Landelijk;;163475;68675;94800;11639;;;;1139;93144;69192;42;0.022515607
2510-EAG-5;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Bovenland - KRW Waterlichaam;;20191205;NL11_2_3;;NL11_VaartenRondeVenen;;;;KRW Waterlichaam;;M10;;sloot;;Landelijk;;245837;95426;150411;10540;;;;885;149045;95904;39;0.029308443
2540-EAG-6;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), landelijk - KRW Waterlichaam;;20191205;NL11_2_7;;NL11_VaartenGrootMijdrec;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;261456;86276;175180;11646;;;;37083;137923;86449;33;0.025221343
2600-EAG-10;Polder Zevenhoven, bemalen gebied - KRW Waterlichaam;;20191205;NL11_2_4;;NL11_VaartenZevenhoven;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;201582;67745;133837;14886;;;;14315;118930;68337;34;0.017484798
3000-EAG-1;Vechtboezem, Vecht;;20191205;NL11_1_2;;NL11_Vecht;;;;KRW Waterlichaam;;M7b;WBP 2016-2021;canal;;Landelijk;;6636325;3302353;3333972;180498;;;;877211;2447141;3311995;50;0.010067911
3300-EAG-10;Muyeveld, Weersloot;;20191205;NL11_6_1;;NL11_Sterenzodden;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;2733132;345003;2388129;110043;;;;112917;2274867;345357;13;0.005337637
3300-EAG-11;Muyeveld, Oostenlijke Drecht;;20191205;NL11_6_1;;NL11_Sterenzodden;;;;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;;4516606;596646;3919960;170106;;;;300101;3618151;598381;13;0.004540867
3300-EAG-12;Muyeveld, De Ster;;20191205;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;;6536672;282606;6254066;126253;;;;880052;5366659;289989;4;0.004210648
3311-EAG-4;Bethunepolder,;20170202;20191205;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;;119736;0;0;0;;;;0;119736;0;0;#DELING.DOOR.0!
6100-EAG-2;Noorder IJ Polder, Noorder IJplas;;20191205;;;;;;;NVT;;M20;WBP 2016-2021;plas;;Landelijk;;116947;81468;35479;1216;;;;3904;31579;81467;70;0.234725327
1000-EAG-1;Stadsboezem Amsterdam, Oost;20160428;;NL11_2_1;NL11_2_1;NL11_VaartenAmsterdam;NL11_VaartenAmsterdam;NL11_VaartenAmsterdam;Vaarten Amsterdam;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Stedelijk;overig;12521550;1308993;11212557;111163;;;;;;;10;0.010292204
1000-EAG-2;Stadsboezem Amsterdam, West;20160428;;NL11_2_1;NL11_2_1;NL11_VaartenAmsterdam;NL11_VaartenAmsterdam;NL11_VaartenAmsterdam;Vaarten Amsterdam;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Stedelijk;overig;2281305;255437;2025867;16067;;;;;;;11;0.031456262
1000-EAG-3;Stadsboezem Amsterdam, stad;20160428;;NL11_2_1;NL11_2_1;NL11_VaartenAmsterdam;NL11_VaartenAmsterdam;NL11_VaartenAmsterdam;Vaarten Amsterdam;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Stedelijk;overig;374119;81540;292579;6324;;;;;;;22;0.045153716
1000-EAG-4;Stadsboezem Amsterdam, Zeeburg;20160428;;NL11_2_1;NL11_2_1;NL11_VaartenAmsterdam;NL11_VaartenAmsterdam;NL11_VaartenAmsterdam;Vaarten Amsterdam;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Stedelijk;overig;574657;181248;393409;10020;;;;;;;32;0.042488255
1010-EAG-1;Erasmuspark, Erasmuspark;20160428;;;;;;;;KRW Overig water;;M11;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;park;112020;18956;93064;2299;;;;;;;17;0.059887251
1020-EAG-1;Westerpark, Westerpark;20160428;;;;;;;;KRW Overig water;;M11;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;park;63252;3233;60019;401;;;;;;;5;0.141794204
1030-EAG-1;BP Huis Te Vraag, BP Huis Te Vraag;20160428;;;;;;;;KRW Overig water;;M3;WBP 2016-2021;canal;;Stedelijk;overig;41938;3709;38228;1962;;;;;;;9;0.03104055
1050-EAG-1;SP Zuid, SP Zuid;20160428;;;;;;;;KRW Overig water;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;34637;576;34062;416;;;;;;;2;0.057692308
1060-EAG-1;Vondelpark, Vondelpark;20160428;;;;;;;;KRW Overig water;;M11;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;park;733376;85570;647806;9537;;;;;;;12;0.030672486
2000-EAG-1;Boezem Amstelland-West, Noord;20160428;;NL11_2_1;NL11_1_1;NL11_VaartenAmsterdam;NL11_Amstellandboezem;NL11_Amstellandboezem;Amstellandboezem;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Stedelijk;overig;9143369;925282;8218087;51138;;;;;;;10;0.018810196
2000-EAG-2;Boezem Amstelland-West, Noord-West;20160428;;NL11_1_1;NL11_1_1;NL11_Amstellandboezem;NL11_Amstellandboezem;NL11_Amstellandboezem;Amstellandboezem;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Landelijk;overig;1100828;825067;275761;27281;;;;;;;75;0.033295407
2000-EAG-3;Boezem Amstelland-West, Noord-Oost;20160428;;NL11_1_1;NL11_1_1;NL11_Amstellandboezem;NL11_Amstellandboezem;NL11_Amstellandboezem;Amstellandboezem;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Landelijk;overig;984271;536538;447734;23218;;;;;;;55;0.031548262
2000-EAG-4;Boezem Amstelland-West, Oost;20160428;;NL11_1_1;NL11_1_1;NL11_Amstellandboezem;NL11_Amstellandboezem;NL11_Amstellandboezem;Amstellandboezem;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Landelijk;overig;933829;664945;268883;52457;;;;;;;71;0.015544953
2000-EAG-5;Boezem Amstelland-West, Midden;20160428;;NL11_1_1;NL11_1_1;NL11_Amstellandboezem;NL11_Amstellandboezem;NL11_Amstellandboezem;Amstellandboezem;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Landelijk;overig;1069442;831412;238030;50555;;;;;;;78;0.018036158
2000-EAG-6;Boezem Amstelland-West, West;20160428;;NL11_1_1;NL11_1_1;NL11_Amstellandboezem;NL11_Amstellandboezem;NL11_Amstellandboezem;Amstellandboezem;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Landelijk;veen;1367944;1081857;286087;52323;;;;;;;79;0.019878897
2000-EAG-7;Boezem Amstelland-West, Zuid;20160428;;NL11_1_1;NL11_1_1;NL11_Amstellandboezem;NL11_Amstellandboezem;NL11_Amstellandboezem;Amstellandboezem;KRW Waterlichaam;;M6b;WBP 2016-2021;canal;;Landelijk;veen;525200;327777;197423;40671;;;;;;;62;0.014076814
2010-EAG-1;Diemerpolder, Diemen-Noord;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;1601071;144598;1456472;43476;;;;;;;9;0.008746445
2010-EAG-2;Diemerpolder, Diemen;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;1730320;98763;1631557;30533;;;;;;;6;0.010292661
2020-EAG-1;Flevopark, Flevopark;20160428;;;;;;;;KRW Overig water;;M11;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;park;442817;39590;403228;8298;;;;;;;9;0.023978351
2030-EAG-1;Sarphatipark, Sarphatipark;20160428;;;;;;;;KRW Overig water;;M11;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;park;42114;5367;36747;741;;;;;;;13;0.098866143
2040-EAG-1;Oosterpark, Oosterpark;20160428;;;;;;;;KRW Overig water;;M11;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;park;109532;14753;94780;1289;;;;;;;13;0.09422958
2050-EAG-1;Atekpolder, Atekpolder;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;25879;805;25074;614;;;;;;;3;0.046209319
2100-EAG-1;Binnendijkse Buitenvelderse Polder, Binnendijkse Buitenvelderse Polder;20170322;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;5556130;388084;5168046;51009;;;;;;;7;0.012212823
2110-EAG-1;Middelpolder onder Amstelveen, bemalen gebied;20170315;;NL11_2_6;;NL11_VaartenWesteramstel;;;;KRW Overig water;;M10;WBP 2016-2021;sloot;;Landelijk;overig;1201183;126128;1075056;41766;;;;;;;11;0.008503209
2110-EAG-2;Middelpolder onder Amstelveen, Amsterdamse Bos;20170315;;;;;;;;KRW Overig water;;M10;WBP 2016-2021;sloot;;Landelijk;overig;709244;74629;634615;14240;;;;;;;11;0.019184206
2110-EAG-3;Middelpolder onder Amstelveen, Bovenland;20170315;;;;;;;;KRW Overig water;;M10;WBP 2016-2021;sloot;;Landelijk;veen;1891875;231214;1660661;79963;;;;;;;12;0.006013371
2110-EAG-4;Middelpolder onder Amstelveen, Natuurgebied;20170315;;;;;;;;KRW Overig water;;M10;WBP 2016-2021;sloot;;Landelijk;overig;325133;72650;252483;14748;;;;;;;22;0.018276149
2110-EAG-5;Middelpolder onder Amstelveen, bebouwd gebied Amstelveen;20170315;;;;;;;;KRW Overig water;;M10;WBP 2016-2021;sloot;;Stedelijk;overig;4689418;233596;4455822;40703;;;;;;;5;0.011874253
2110-EAG-6;Middelpolder onder Amstelveen, landelijk en sportpark;20170315;;;;;;;;KRW Overig water;;M10;WBP 2016-2021;sloot;vijver;Landelijk;overig;1439378;147715;1291664;53706;;;;;;;10;0.007156316
2110-EAG-7;Middelpolder onder Amstelveen, zuid;20170315;;;;;;;;KRW Overig water;;M10;WBP 2016-2021;sloot;;Stedelijk;overig;270489;21616;248873;6977;;;;;;;8;0.02107264
2120-EAG-1;Bovenkerkerpolder, landelijk;20160428;;NL11_2_6;NL11_2_8;;NL11_Bovenkerkerpolder;NL11_Bovenkerkerpolder;Bovenkerkerpolder;KRW Waterlichaam;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;8585372;594101;7991271;384888;;;;;;;7;0.002002607
2120-EAG-2;Bovenkerkerpolder, Amsteldijk Zuid;20160428;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;1517750;177202;1340548;63080;;;;;;;12;0.00667333
2120-EAG-3;Bovenkerkerpolder, Amstelveen;20160428;;;;;;;;KRW Overig water;;M3;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;droogmakerij;5196670;280648;4916023;61970;;;;;;;5;0.008548688
2130-EAG-1;Noorder Legmeerpolder, landelijk;20160428;;NL11_2_6;NL11_2_9;;NL11_Noorderlegmeer;NL11_Noorderlegmeer;Noorderlegmeer;KRW Waterlichaam;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;9111786;340604;8771182;182130;;;;;;;4;0.003204375
2130-EAG-2;Noorder Legmeerpolder, Bovenkerk;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;3551820;249119;3302701;60377;;;;;;;7;0.008266695
2130-EAG-3;Noorder Legmeerpolder, Uithoorn;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Stedelijk;veen;3769957;201063;3568893;51254;;;;;;;5;0.008748595
2130-EAG-4;Noorder Legmeerpolder, Amstelzijde;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Stedelijk;veen;212742;10163;202579;4084;;;;;;;5;0.024684551
2140-EAG-1;Uithoornsche Polder, Uithoornse Polder midden;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;1368003;254663;1113341;63390;;;;;;;19;0.0079609
2140-EAG-2;Uithoornsche Polder, Uithoornse Polder zuid;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;veen;492717;78389;414328;27230;;;;;;;16;0.010282055
2140-EAG-3;Uithoornsche Polder, Zijdelmeer;20160428;;;;;;;;KRW Overig water;;M25;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Stedelijk;plas;313020;142115;170905;9091;;;;;;;45;0.041467543
2140-EAG-4;Uithoornsche Polder, Bebouwing Uithoorn-Zuid;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;veen;2139217;377710;1761508;81384;;;;;;;18;0.007551621
2140-EAG-5;Uithoornsche Polder, Natuurgebied Uithoorn;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;228892;59967;168924;10059;;;;;;;26;0.024344528
2140-EAG-6;Uithoornsche Polder, De Kwakel;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;2013566;370082;1643484;84050;;;;;;;18;0.007237878
2150-EAG-1;Zuider Legmeerpolder, waterberging;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;gtb;199577;8160;191417;4850;;;;;;;4;0.018625303
2150-EAG-2;Zuider Legmeerpolder, Kudelstaart;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;1367610;87755;1279855;24482;;;;;;;6;0.012100102
2150-EAG-3;Zuider Legmeerpolder, landelijk;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;gtb;7423665;286038;7137627;136224;;;;;;;4;0.003926072
2160-EAG-1;Fred Roeskestraat, Fred Roeskestraat;20160428;;;;;;;;KRW Overig water;;M1a;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;144418;10145;134273;1955;;;;;;;7;0.051520404
2200-EAG-1;Venserpolder (volkstuinparken), Nieuw Vredelust, Ons Lustoord en Dijkzicht;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;vijver;Stedelijk;volkstuinen;493872;56962;436910;26525;;;;;;;12;0.008997818
2210-EAG-1;Bijlmer, Bijlmer;20160428;;;;;;;;KRW Overig water;;M30;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;6192676;506078;5686597;48399;;;;;;;8;0.014698477
2220-EAG-1;Zuid Bijlmer, Gaasperplas;20160428;;NL11_3_2;NL11_3_2;NL11_Gaasperplas;NL11_Gaasperplas;NL11_Gaasperplas;Gaasperplas;KRW Waterlichaam;Gaasperplas;M20;WBP 2016-2021;plas;;Landelijk;hoge_potentie_lb;883009;626908;256101;10029;11229;204196;399520;;;;71;0.078948571
2220-EAG-2;Zuid Bijlmer, Gaasperdam;20160428;;;;;;;;KRW Overig water;;M1a;;sloot;;Stedelijk;overig;6293970;383441;5910529;98649;;;;;;;6;0.006277064
2220-EAG-3;Zuid Bijlmer, Recreatiegebied De Hoge Dijk;20160428;;;;;;;;KRW Overig water;;M1a;;sloot;;Landelijk;overig;249335;73964;175372;9018;;;;;;;30;0.030157821
2220-EAG-4;Zuid Bijlmer, Gaasperpark;20191127;;;;;;;;KRW Overig water;;M1a;;sloot;;Stedelijk;park;942010;52399;889610;15346;;;;;;;6;0.014916478
2230-EAG-1;Broekzijdse Polder, landelijk;20160428;;;;;;;;KRW Overig water;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;hoge_potentie_lb;2469087;170927;2298161;93546;;;;90089;2206319;172713;7;0.004419571
2230-EAG-2;Broekzijdse Polder, Abcoude;20160428;;;;;;;;KRW Overig water;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;710948;43383;667565;13938;;;;324280;342174;44502;6;0.014943741
2240-EAG-1;Holendrechter- en Bullewijker Polder (zuid en west), zuid en west;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;veen;1718619;221936;1496682;73610;;;;196522;1295988;226132;13;0.006399957
2250-EAG-1;Polder de Nieuwe Bullewijk en Holendrechter- en Bullewijker Polder noord, Ouderkerkerplas;20160428;;NL11_3_3;NL11_3_3;NL11_Ouderkerkerplas;NL11_Ouderkerkerplas;NL11_Ouderkerkerplas;Ouderkerkerplas;KRW Waterlichaam;Ouderkerkerplas;M20;WBP 2016-2021;plas;;Landelijk;veen;928499;730801;197698;12923;15987;275378;438036;31628;165710;731180;79;0.066150971
2250-EAG-2;Polder de Nieuwe Bullewijk en Holendrechter- en Bullewijker Polder noord, Korte Dwarsweg;20160428;;;;;;;;KRW Overig water;;M30;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;518799;32283;486516;22688;;;;65720;418031;35056;6;0.007919372
2250-EAG-3;Polder de Nieuwe Bullewijk en Holendrechter- en Bullewijker Polder noord, Ouderkerk aan de Amstel;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Stedelijk;veen;954881;59159;895722;17956;;;;489659;404603;60629;6;0.01354568
2250-EAG-4;Polder de Nieuwe Bullewijk en Holendrechter- en Bullewijker Polder noord, Bullewijk en AMC;20160428;;;;;;;;KRW Overig water;;M30;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;4522725;325864;4196862;49308;;;;2597097;1595669;330024;7;0.011577127
2250-EAG-5;Polder de Nieuwe Bullewijk en Holendrechter- en Bullewijker Polder noord, golfterrein;20160428;;;;;;;;KRW Overig water;;M30;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;overig;728304;111491;616812;23931;;;;89371;525786;113166;15;0.013952726
2250-EAG-6;Polder de Nieuwe Bullewijk en Holendrechter- en Bullewijker Polder noord, nabij recreatiegebied;20160428;;;;;;;;KRW Overig water;;M30;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;overig;217768;21399;196369;14722;;;;13781;181310;22683;10;0.00993642
2250-EAG-7;Polder de Nieuwe Bullewijk en Holendrechter- en Bullewijker Polder noord, Bullewijker Polder noord;20160428;;;;;;;;KRW Overig water;;M30;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;1101914;100846;1001068;43289;;;;158500;839977;103455;9;0.007335873
2270-EAG-1;Duivendrechtsepolder noord en midden;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;veen;2973850;203625;2770225;113324;;;;205969;2554272;213663;7;0.00398193
2280-EAG-1;Venserpolder, Venserpolder;20160428;;;;;;;;KRW Overig water;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;7937363;405457;7531905;85997;;;;4354937;3162481;408568;5;0.007404387
2290-EAG-1;Polder De Toekomst, Polder De Toekomst;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;veen;992750;60822;931928;24085;;;;265984;662689;64096;6;0.010239617
2300-EAG-1;Overdiemerpolder, Overdiemerpolder;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;overig;987582;141144;846439;32433;;;;243108;603328;141170;14;0.011583614
2310-EAG-1;Gemeenschapspolder West, landelijk;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;overig;4003651;337440;3666210;154081;;;;548444;3114956;340326;8;0.003770068
2310-EAG-2;Gemeenschapspolder West, Driemond;20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;144155;4959;139196;3429;;;;64977;74219;4961;3;0.020536648
2330-EAG-1;Baambrugge Oostzijds (west);20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;1393604;103078;1290526;50504;;;;135837;1150916;106869;7;0.006357073
2340-EAG-1;Polder Holland en Sticht west, bemalen;20170404;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;1857364;99836;1757528;85572;;;;166569;1581081;109726;5;0.003692427
2340-EAG-2;Polder Holland en Sticht west, Loendersloot;20170404;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;391584;16776;374808;11804;;;;89295;284622;17671;4;0.010972738
2350-EAG-1;Venserpolder (volkstuinpark Amstelglorie), Venserpolder (volkstuinpark Amstelglorie);20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;vijver;Stedelijk;volkstuinen;287613;28595;259017;12395;;;;29051;228747;29822;10;0.013642643
2370-EAG-1;Gemeenschapspolder West (Betlem), Gemeenschapspolder West (Betlem);20160428;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;overig;396159;35389;360770;11868;;;;116062;244480;35626;9;0.015850998
2380-EAG-1;Honderdsche polder west, Honderdsche polder west;20170404;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;1018056;48963;969094;34807;;;;55684;911395;50980;5;0.006357223
2400-EAG-1;Polder de Rondehoep, bemalen gebied;20170208;;NL11_2_5;NL11_2_5;;NL11_VaartenRondeHoep;NL11_VaartenRondeHoep;Vaarten Ronde Hoep;KRW Waterlichaam;;M8;WBP 2016-2021;sloot;;Landelijk;veen;3081246;192636;2888610;114090;;;;98873;2714063;157211;6;0.003846991
2400-EAG-2;Polder de Rondehoep, zuid-west;20170208;;;NL11_2_5;;NL11_VaartenRondeHoep;NL11_VaartenRondeHoep;Vaarten Ronde Hoep;KRW Waterlichaam;;M8;WBP 2016-2021;sloot;;Landelijk;veen;3336778;240137;3096641;136020;;;;96703;2992018;248102;7;0.003602689
2400-EAG-3;Polder de Rondehoep, noord-west;20170208;;;NL11_2_5;;NL11_VaartenRondeHoep;NL11_VaartenRondeHoep;Vaarten Ronde Hoep;KRW Waterlichaam;;M8;WBP 2016-2021;sloot;;Landelijk;veen;1824656;117458;1707198;68904;;;;108497;1595789;120399;6;0.004973898
2400-EAG-4;Polder de Rondehoep, noord-oost;20170208;;;NL11_2_5;;NL11_VaartenRondeHoep;NL11_VaartenRondeHoep;Vaarten Ronde Hoep;KRW Waterlichaam;;M8;WBP 2016-2021;sloot;;Landelijk;veen;2303369;133862;2169507;78916;;;;69736;2048807;114659;6;0.004636215
2400-EAG-5;Polder de Rondehoep, weidevogel gebied;20170208;;;NL11_2_5;;NL11_VaartenRondeHoep;NL11_VaartenRondeHoep;Vaarten Ronde Hoep;KRW Waterlichaam;;M8;WBP 2016-2021;sloot;;Landelijk;veen;1424931;167972;1256959;50289;;;;3;1242517;166008;12;0.008149772
2400-EAG-6;Polder de Rondehoep,Ouderkerk aan de Amstel;20170208;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Stedelijk;veen;720604;47771;672833;17249;;;;348442;323901;48274;7;0.012671215
2410-EAG-1;Polder Waardassacker en Holendrecht, Holendrechter polder;20170210;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;veen;3203741;232361;2971380;110079;;;;127451;2841245;235086;7;0.004379022
2410-EAG-2;Polder Waardassacker en Holendrecht, stedelijkgebied (noord);20170210;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;983179;70323;912856;24446;;;;354404;556745;72042;7;0.01084778
2410-EAG-3;Polder Waardassacker en Holendrecht, stedelijkgebied (zuid);20170210;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Stedelijk;hoge_potentie_lb;1668234;129711;1538523;50230;;;;308614;1228610;131036;8;0.0071701
2410-EAG-4;Polder Waardassacker en Holendrecht, Slot polder;20170210;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;178437;13147;165290;5512;;;;6586;158581;13270;7;0.020801954
2500-EAG-1;Polder Groot Wilnis Vinkeveen, Overig;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;4472963;1214753;3258210;207512;;;;966648;2275774;1230572;27;0.005311299
2500-EAG-2;Polder Groot Wilnis Vinkeveen, Reservaat Demmerik;20160428;;NL11_8_1;NL11_8_1;NL11_Tussenboezema;NL11_TussenboezemVinkev;NL11_Tussenboezema;Tussenboezem a;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;veen;2003546;589580;1413965;100207;;;;63272;1342625;597657;29;0.00766255
2500-EAG-3;Polder Groot Wilnis Vinkeveen, Kleine plas;20160428;;NL11_3_4;NL11_3_4;NL11_Vinkeveenseplassen;NL11_VinkeveensePlassen;NL11_Vinkeveenseplassen;Vinkeveense plassen;KRW Waterlichaam;Vinkeveense Plas;M20;WBP 2016-2021;plas;;Landelijk;veen;841875;614342;227533;21621;31589;546257;38823;49693;175560;616629;73;0.036251779
