watdte_m;debiet (mm/dag);bodemtype;kP
0.5;48.66499199;veen;16.09
0.5;46.78446535;veen;15.94
0.5;49.83362875;veen;16.18
0.5;50.86797135;veen;16.26
0.5;49.36732419;veen;16.15
0.5;53.94949556;veen;16.49
0.5;28.9176269;veen;14.48
0.5;29.23267018;veen;14.5
0.5;28.87117537;veen;14.48
0.5;25.5259354;veen;14.3
0.5;29.43591568;veen;14.52
0.5;28.6110584;veen;14.47
0.5;29.23861369;veen;14.5
0.5;31.50801956;veen;14.66
0.5;21.40243744;veen;14.13
0.5;21.57909351;veen;14.14
0.5;21.90288145;veen;14.15
0.5;18.33442622;veen;14.04
0.5;23.2387023;veen;14.2
0.5;20.61605942;veen;14.11
0.5;21.51425416;veen;14.14
0.5;22.63164501;veen;14.18
0.5;18.82090485;veen;14.06
0.5;19.49222428;veen;14.08
0.5;18.96257466;veen;14.06
0.5;16.53896097;veen;13.99
0.5;19.88950088;veen;14.09
0.5;17.91732788;veen;14.03
0.5;20.20929885;veen;14.1
0.5;18.7364464;veen;14.06
0.5;20.19772993;veen;14.1
0.5;20.5772366;veen;14.11
0.5;19.9849925;veen;14.09
0.5;17.71382375;veen;14.03
0.5;20.32587684;veen;14.1
0.5;20.4211007;veen;14.1
0.5;20.73994612;veen;14.11
0.5;21.62113296;veen;14.14
0.5;22.09867975;veen;14.16
0.5;22.28135157;veen;14.16
0.5;21.29532836;veen;14.13
0.5;20.11253643;veen;14.09
0.5;21.59606748;veen;14.14
0.5;23.25621599;veen;14.2
0.5;21.97306516;veen;14.15
0.5;24.17619325;veen;14.24
0.5;42.18330416;veen;15.55
0.5;42.78630995;veen;15.6
0.5;41.29944686;veen;15.47
0.5;34.51030822;veen;14.89
0.5;43.66829931;veen;15.67
0.5;43.15428268;veen;15.63
0.5;43.74377938;veen;15.68
0.5;46.1207027;veen;15.88
0.5;65.26066004;veen;17.14
0.5;62.76033301;veen;17.02
0.5;59.1288575;veen;16.82
0.5;49.02165491;veen;16.12
0.5;65.56491492;veen;17.15
0.5;70.33744385;veen;17.35
0.5;73.34753322;veen;17.46
0.5;76.6638829;veen;17.56
0.5;21.90867687;veen;14.15
0.5;20.70378579;veen;14.11
0.5;20.40461509;veen;14.1
0.5;21.86959797;veen;14.15
0.5;21.11558882;veen;14.13
0.5;23.41808939;veen;14.21
0.5;20.43010407;veen;14.1
0.5;25.41895695;veen;14.29
0.5;59.99805264;veen;16.87
0.5;55.07016225;veen;16.56
0.5;54.08748008;veen;16.5
0.5;46.83802489;veen;15.94
0.5;60.31359386;veen;16.89
0.5;65.81545285;veen;17.16
0.5;66.10262188;veen;17.18
0.5;71.75903271;veen;17.4
0.5;46.09297592;veen;15.88
0.5;44.35938326;veen;15.73
0.5;43.11600188;veen;15.63
0.5;44.58757258;veen;15.75
0.5;43.81019587;veen;15.69
0.5;49.43969971;veen;16.15
0.5;41.64926087;veen;15.5
0.5;55.68871725;veen;16.6
0.5;65.26066004;veen;17.14
0.5;62.76033301;veen;17.02
0.5;59.1288575;veen;16.82
0.5;49.02165491;veen;16.12
0.5;65.56491492;veen;17.15
0.5;70.33744385;veen;17.35
0.5;73.34753322;veen;17.46
0.5;76.6638829;veen;17.56
0.5;21.90867687;veen;14.15
0.5;20.70378579;veen;14.11
0.5;20.40461509;veen;14.1
0.5;21.86959797;veen;14.15
0.5;21.11558882;veen;14.13
0.5;23.41808939;veen;14.21
0.5;20.43010407;veen;14.1
0.5;25.41895695;veen;14.29
0.5;32.99247336;veen;14.77
0.5;34.4375432;veen;14.88
0.5;32.17576474;veen;14.71
0.5;27.36292685;veen;14.39
0.5;34.61718465;veen;14.9
0.5;31.03733826;veen;14.62
0.5;35.82927558;veen;15
0.5;35.48728028;veen;14.97
0.5;32.99247336;veen;14.77
0.5;34.4375432;veen;14.88
0.5;32.17576474;veen;14.71
0.5;27.36292685;veen;14.39
0.5;34.61718465;veen;14.9
0.5;31.03733826;veen;14.62
0.5;35.82927558;veen;15
0.5;35.48728028;veen;14.97
0.5;32.99247336;veen;14.77
0.5;34.4375432;veen;14.88
0.5;32.17576474;veen;14.71
0.5;27.36292685;veen;14.39
0.5;34.61718465;veen;14.9
0.5;31.03733826;veen;14.62
0.5;35.82927558;veen;15
0.5;35.48728028;veen;14.97
0.5;18.47010137;veen;14.05
0.5;19.84441112;veen;14.09
0.5;18.73227792;veen;14.06
0.5;12.9342387;veen;13.85
0.5;19.81367821;veen;14.09
0.5;17.771576;veen;14.03
0.5;22.32634858;veen;14.17
0.5;17.86817906;veen;14.03
0.5;17.67184291;veen;14.03
0.5;19.68382423;veen;14.08
0.5;17.58921308;veen;14.02
0.5;12.84777505;veen;13.85
0.5;18.81138241;veen;14.06
0.5;15.91870118;veen;13.97
0.5;21.71676658;veen;14.14
0.5;17.13523783;veen;14.01
0.5;69.20428079;veen;17.31
0.5;74.58871019;veen;17.5
0.5;70.96925928;veen;17.37
0.5;55.061927;veen;16.56
0.5;72.91477002;veen;17.44
0.5;66.04839167;veen;17.17
0.5;75.57167947;veen;17.53
0.5;69.27522788;veen;17.31
0.5;28.59596291;veen;14.46
0.5;32.21648029;veen;14.71
0.5;29.09691462;veen;14.5
0.5;20.87454303;veen;14.12
0.5;31.21700823;veen;14.64
0.5;26.25709698;veen;14.33
0.5;33.34274315;veen;14.8
0.5;27.16695404;veen;14.38
0.5;26.48712889;veen;14.35
0.5;29.63402199;veen;14.53
0.5;27.12186767;veen;14.38
0.5;19.62605917;veen;14.08
0.5;27.32117909;veen;14.39
0.5;24.50906069;veen;14.25
0.5;31.083274;veen;14.63
0.5;26.11443958;veen;14.33
0.5;76.05764477;veen;17.55
0.5;81.47860896;veen;17.7
0.5;76.1926563;veen;17.55
0.5;62.80994328;veen;17.02
0.5;78.58615697;veen;17.62
0.5;72.55262089;veen;17.43
0.5;86.22884827;veen;17.83
0.5;74.55467872;veen;17.5
0.5;37.36270762;veen;15.13
0.5;43.82805245;veen;15.69
0.5;36.39386499;veen;15.04
0.5;27.98671416;veen;14.43
0.5;39.93772732;veen;15.35
0.5;34.17676094;veen;14.86
0.5;42.3437934;veen;15.56
0.5;36.87204011;veen;15.08
0.5;8.82439047;veen;13.52
0.5;9.59903872;veen;13.61
0.5;9.285978925;veen;13.58
0.5;8.115225887;veen;13.44
0.5;9.383435167;veen;13.59
0.5;9.196213383;veen;13.57
0.5;9.541341226;veen;13.6
0.5;6.649499981;veen;13.21
0.5;10.66668849;veen;13.7
0.5;11.31513888;veen;13.75
0.5;10.66518366;veen;13.7
0.5;9.118918374;veen;13.56
0.5;11.59834778;veen;13.77
0.5;9.754194721;veen;13.62
0.5;12.09980639;veen;13.81
0.5;10.1152296;veen;13.66
0.5;71.04384527;veen;17.38
0.5;72.48860068;veen;17.43
0.5;68.96921006;veen;17.3
0.5;59.97453888;veen;16.87
0.5;71.00931874;veen;17.38
0.5;67.51776193;veen;17.24
0.5;83.2976687;veen;17.75
0.5;74.04981789;veen;17.48
0.5;45.36321649;veen;15.82
0.5;54.13196265;veen;16.5
0.5;43.37882972;veen;15.65
0.5;48.67287387;veen;16.09
0.5;42.73316448;veen;15.59
0.5;44.69893502;veen;15.76
0.5;38.26309359;veen;15.2
0.5;45.66365606;veen;15.84
0.5;39.39850487;veen;15.3
0.5;42.82481014;veen;15.6
0.5;39.69223126;veen;15.33
0.5;32.42671498;veen;14.73
0.5;41.64988063;veen;15.5
0.5;37.03849632;veen;15.1
0.5;42.8213834;veen;15.6
0.5;39.33601735;veen;15.3
0.5;53.60058101;veen;16.46
0.5;54.62373021;veen;16.53
0.5;51.45608454;veen;16.31
0.5;47.67718574;veen;16.01
0.5;57.73326987;veen;16.73
0.5;50.72726839;veen;16.25
0.5;60.5059591;veen;16.9
0.5;52.48056922;veen;16.38
0.5;29.25500153;veen;14.51
0.5;30.27858162;veen;14.57
0.5;28.38277408;veen;14.45
0.5;25.78310131;veen;14.31
0.5;32.92216334;veen;14.76
0.5;27.5231656;veen;14.4
0.5;30.20382469;veen;14.57
0.5;29.69140004;veen;14.53
0.5;29.25500153;veen;14.51
0.5;30.27858162;veen;14.57
0.5;28.38277408;veen;14.45
0.5;25.78310131;veen;14.31
0.5;32.92216334;veen;14.76
0.5;27.5231656;veen;14.4
0.5;30.20382469;veen;14.57
0.5;29.69140004;veen;14.53
0.5;44.54552045;veen;15.75
0.5;47.89876127;veen;16.03
0.5;44.47310645;veen;15.74
0.5;39.71387016;veen;15.33
0.5;44.75980744;veen;15.77
0.5;42.70170059;veen;15.59
0.5;44.61680938;veen;15.76
0.5;47.65458788;veen;16.01
0.5;47.27616334;veen;15.98
0.5;48.94242167;veen;16.11
0.5;45.85880896;veen;15.86
0.5;42.14848313;veen;15.54
0.5;52.30227529;veen;16.37
0.5;44.44231871;veen;15.74
0.5;49.11568478;veen;16.13
0.5;48.12315084;veen;16.05
0.5;52.29154667;veen;16.37
0.5;55.19163786;veen;16.57
0.5;51.60632804;veen;16.32
0.5;45.74324107;veen;15.85
0.5;54.4672854;veen;16.52
0.5;49.56590692;veen;16.16
0.5;53.48805638;veen;16.45
0.5;55.97837099;veen;16.62
0.5;52.29154667;veen;16.37
0.5;55.19163786;veen;16.57
0.5;51.60632804;veen;16.32
0.5;45.74324107;veen;15.85
0.5;54.4672854;veen;16.52
0.5;49.56590692;veen;16.16
0.5;53.48805638;veen;16.45
0.5;55.97837099;veen;16.62
0.5;56.78789912;veen;16.68
0.5;58.40450201;veen;16.78
0.5;55.70421636;veen;16.61
0.5;50.20170238;veen;16.21
0.5;60.1448818;veen;16.88
0.5;57.11438289;veen;16.7
0.5;57.67753632;veen;16.73
0.5;58.26807211;veen;16.77
0.5;39.05783866;veen;15.27
0.5;40.36685144;veen;15.39
0.5;40.00258901;veen;15.35
0.5;30.43699141;veen;14.58
0.5;42.45721254;veen;15.57
0.5;38.07314913;veen;15.19
0.5;44.28008074;veen;15.73
0.5;37.78799637;veen;15.16
0.5;45.40409129;veen;15.82
0.5;48.14428858;veen;16.05
0.5;44.15576601;veen;15.72
0.5;41.45146368;veen;15.48
0.5;46.85739213;veen;15.94
0.5;45.33981186;veen;15.82
0.5;45.94904108;veen;15.87
0.5;45.9308757;veen;15.87
0.5;29.73209553;veen;14.54
0.5;29.7822273;veen;14.54
0.5;29.24402404;veen;14.5
0.5;25.74164437;veen;14.31
0.5;34.39381951;veen;14.88
0.5;28.52284207;veen;14.46
0.5;31.77361081;veen;14.68
0.5;28.6665006;veen;14.47
0.5;32.06416647;veen;14.7
0.5;34.03500115;veen;14.85
0.5;31.94669216;veen;14.69
0.5;27.94429403;veen;14.43
0.5;33.50325592;veen;14.81
0.5;32.66844063;veen;14.74
0.5;34.06696659;veen;14.85
0.5;30.28451483;veen;14.57
0.5;28.02680466;veen;14.43
0.5;27.43860692;veen;14.4
0.5;28.3001595;veen;14.45
0.5;25.72535184;veen;14.31
0.5;28.97028979;veen;14.49
0.5;28.85212611;veen;14.48
0.5;31.53116795;veen;14.66
0.5;25.3699305;veen;14.29
0.5;33.00079876;veen;14.77
0.5;33.8051017;veen;14.83
0.5;33.04987956;veen;14.77
0.5;28.1337937;veen;14.44
0.5;34.13374448;veen;14.86
0.5;33.77024382;veen;14.83
0.5;38.31783592;veen;15.21
0.5;29.79499215;veen;14.54
0.5;30.38751396;veen;14.58
0.5;31.82498138;veen;14.68
0.5;29.62067178;veen;14.53
0.5;24.46786062;veen;14.25
0.5;32.55430517;veen;14.74
0.5;30.62624544;veen;14.6
0.5;34.51345911;veen;14.89
0.5;29.10507425;veen;14.5
0.5;32.0421966;veen;14.7
0.5;34.73933112;veen;14.91
0.5;38.91732538;veen;15.26
0.5;35.38797008;veen;14.96
0.5;31.01718121;veen;14.62
0.5;28.5491735;veen;14.46
0.5;29.16767278;veen;14.5
0.5;26.51672215;veen;14.35
0.5;29.17559147;veen;14.5
0.5;30.80603283;veen;14.61
0.5;28.57932784;veen;14.46
0.5;24.87639477;veen;14.27
0.5;29.52265762;veen;14.52
0.5;30.90153291;veen;14.62
0.5;32.84276486;veen;14.76
0.5;26.70042949;veen;14.36
0.5;24.08910535;veen;14.23
0.5;25.04825178;veen;14.28
0.5;24.22445106;veen;14.24
0.5;22.47765522;veen;14.17
0.5;25.09525401;veen;14.28
0.5;23.68512414;veen;14.22
0.5;27.57684107;veen;14.4
0.5;20.51616016;veen;14.11
0.5;32.01746085;veen;14.7
0.5;33.93545357;veen;14.84
0.5;35.20655429;veen;14.94
0.5;29.4559949;veen;14.52
0.5;33.3253582;veen;14.79
0.5;29.61584411;veen;14.53
0.5;33.21652364;veen;14.79
0.5;29.36649726;veen;14.51
0.7;31.3378245;veen;11.67
0.7;33.01215903;veen;12.19
0.7;29.74955871;veen;11.19
0.7;27.82612365;veen;10.65
0.7;35.37227504;veen;12.96
0.7;29.47014345;veen;11.11
0.7;32.804291;veen;12.13
0.7;31.13022062;veen;11.61
0.7;61.24464736;veen;17.06
0.7;65.47087405;veen;16.91
0.7;63.73617476;veen;16.97
0.7;58.29280737;veen;17.13
0.7;65.18419708;veen;16.92
0.7;64.22046474;veen;16.95
0.7;70.14583811;veen;16.76
0.7;41.6621754;veen;15.02
0.7;29.74812324;veen;11.19
0.7;30.30745226;veen;11.36
0.7;27.76522077;veen;10.63
0.7;26.25547238;veen;10.23
0.7;33.33627994;veen;12.3
0.7;29.22188895;veen;11.04
0.7;30.47040538;veen;11.41
0.7;30.88014298;veen;11.53
0.7;22.10116067;veen;9.19
0.7;22.15038665;veen;9.2
0.7;22.54014283;veen;9.3
0.7;18.63323699;veen;8.41
0.7;23.82726175;veen;9.61
0.7;21.21298186;veen;8.99
0.7;23.91080229;veen;9.63
0.7;22.43331234;veen;9.27
0.7;35.40390103;veen;12.97
0.7;41.73241269;veen;15.04
0.7;38.8752871;veen;14.13
0.7;33.90088482;veen;12.48
0.7;39.83301108;veen;14.45
0.7;29.36709374;veen;11.08
0.7;33.36703093;veen;12.31
0.7;30.75158688;veen;11.49
0.7;10.84629723;veen;6.81
0.7;11.23232444;veen;6.88
0.7;11.73161423;veen;6.98
0.7;11.64672352;veen;6.96
0.7;11.08774906;veen;6.85
0.7;9.659370695;veen;6.58
0.7;9.486972404;veen;6.55
0.7;11.07932623;veen;6.85
0.7;100.5418846;veen;17.68
0.7;108.9093987;veen;18.07
0.7;109.3986716;veen;18.09
0.7;97.13006207;veen;17.5
0.7;99.68840213;veen;17.64
0.7;90.80655945;veen;17.17
0.7;98.874259;veen;17.6
0.7;98.98583948;veen;17.6
0.7;33.19840176;veen;12.25
0.7;34.41987318;veen;12.65
0.7;32.38030678;veen;11.99
0.7;31.31781349;veen;11.66
0.7;35.56121051;veen;13.02
0.7;32.21355456;veen;11.94
0.7;33.79782863;veen;12.44
0.7;32.69822517;veen;12.09
0.7;13.32853834;veen;7.29
0.7;14.23606952;veen;7.48
0.7;12.66128013;veen;7.16
0.7;11.45932989;veen;6.92
0.7;15.54314155;veen;7.75
0.7;12.41719789;veen;7.11
0.7;13.55586668;veen;7.34
0.7;13.42688271;veen;7.31
0.7;27.47003993;veen;10.55
0.7;28.00210236;veen;10.7
0.7;25.32596946;veen;9.98
0.7;25.95606181;veen;10.15
0.7;32.62039632;veen;12.07
0.7;25.44098685;veen;10.01
0.7;26.69839336;veen;10.34
0.7;28.24636936;veen;10.77
0.7;38.46176853;veen;14
0.7;41.03236206;veen;14.83
0.7;37.76578224;veen;13.76
0.7;32.52997786;veen;12.04
0.7;41.84557791;veen;15.08
0.7;36.66196305;veen;13.39
0.7;40.93745546;veen;14.8
0.7;38.45926113;veen;14
0.7;32.93654373;veen;12.17
0.7;34.29629687;veen;12.61
0.7;30.35117759;veen;11.37
0.7;26.59878131;veen;10.32
0.7;37.51465915;veen;13.68
0.7;31.46197075;veen;11.71
0.7;33.19173982;veen;12.25
0.7;37.14118062;veen;13.55
0.7;37.28340323;veen;13.6
0.7;38.73970885;veen;14.09
0.7;35.30067557;veen;12.94
0.7;32.61235803;veen;12.06
0.7;41.9803262;veen;15.12
0.7;35.79838317;veen;13.1
0.7;37.64440879;veen;13.72
0.7;38.90796199;veen;14.14
0.7;32.93654373;veen;12.17
0.7;34.29629687;veen;12.61
0.7;30.35117759;veen;11.37
0.7;26.59878131;veen;10.32
0.7;37.51465915;veen;13.68
0.7;31.46197075;veen;11.71
0.7;33.19173982;veen;12.25
0.7;37.14118062;veen;13.55
0.7;19.5476682;veen;8.61
0.7;20.80211326;veen;8.89
0.7;18.70411297;veen;8.42
0.7;17.32527524;veen;8.12
0.7;22.17681255;veen;9.21
0.7;18.33620382;veen;8.34
0.7;19.38337956;veen;8.57
0.7;20.10577998;veen;8.73
0.7;31.74467568;veen;11.79
0.7;33.3154049;veen;12.29
0.7;30.992817;veen;11.56
0.7;26.93516081;veen;10.41
0.7;36.89748568;veen;13.47
0.7;29.76035005;veen;11.2
0.7;31.63355456;veen;11.76
0.7;32.67795676;veen;12.09
0.7;38.57814458;veen;14.04
0.7;40.54674702;veen;14.68
0.7;37.51647309;veen;13.68
0.7;38.49377104;veen;14.01
0.7;43.37526875;veen;15.52
0.7;34.94044015;veen;12.82
0.7;35.45980454;veen;12.99
0.7;39.71450749;veen;14.41
0.7;32.69487055;veen;12.09
0.7;33.02117978;veen;12.19
0.7;29.14792329;veen;11.02
0.7;29.74416112;veen;11.19
0.7;37.61368026;veen;13.71
0.7;30.36977036;veen;11.38
0.7;36.95002479;veen;13.49
0.7;32.01735424;veen;11.88
0.7;29.89931404;veen;11.24
0.7;30.82284588;veen;11.51
0.7;28.4479192;veen;10.82
0.7;27.15698051;veen;10.47
0.7;33.02722142;veen;12.2
0.7;28.1724401;veen;10.74
0.7;31.99007919;veen;11.87
0.7;29.677712;veen;11.17
0.7;14.03682349;veen;7.44
0.7;14.63565088;veen;7.56
0.7;13.15863745;veen;7.26
0.7;11.87012929;veen;7
0.7;16.58049712;veen;7.96
0.7;12.92028792;veen;7.21
0.7;15.67562301;veen;7.77
0.7;13.41693878;veen;7.31
0.7;14.03682349;veen;7.44
0.7;14.63565088;veen;7.56
0.7;13.15863745;veen;7.26
0.7;11.87012929;veen;7
0.7;16.58049712;veen;7.96
0.7;12.92028792;veen;7.21
0.7;15.67562301;veen;7.77
0.7;13.41693878;veen;7.31
0.7;14.03682349;veen;7.44
0.7;14.63565088;veen;7.56
0.7;13.15863745;veen;7.26
0.7;11.87012929;veen;7
0.7;16.58049712;veen;7.96
0.7;12.92028792;veen;7.21
0.7;15.67562301;veen;7.77
0.7;13.41693878;veen;7.31
0.7;15.14384854;veen;7.66
0.7;15.87504182;veen;7.82
0.7;13.95695211;veen;7.42
0.7;12.41860335;veen;7.11
0.7;15.87664155;veen;7.82
0.7;15.62142257;veen;7.76
0.7;15.18102069;veen;7.67
0.7;17.0772577;veen;8.07
0.7;126.7241259;veen;18.63
0.7;135.8481063;veen;18.8
0.7;129.7780656;veen;18.69
0.7;127.4559306;veen;18.64
0.7;129.3476216;veen;18.68
0.7;119.0641778;veen;18.43
0.7;124.7610487;veen;18.58
0.7;120.813931;veen;18.48
0.7;19.17568599;veen;8.53
0.7;19.80659283;veen;8.67
0.7;18.14748431;veen;8.3
0.7;16.4617433;veen;7.94
0.7;20.37767825;veen;8.79
0.7;18.37227593;veen;8.35
0.7;19.58770732;veen;8.62
0.7;21.47632;veen;9.05
0.7;11.85821342;veen;7
0.7;12.16455541;veen;7.06
0.7;11.02683207;veen;6.84
0.7;11.54992296;veen;6.94
0.7;12.74905611;veen;7.18
0.7;10.79267571;veen;6.8
0.7;13.35611083;veen;7.3
0.7;11.36834087;veen;6.91
0.7;11.85821342;veen;7
0.7;12.16455541;veen;7.06
0.7;11.02683207;veen;6.84
0.7;11.54992296;veen;6.94
0.7;12.74905611;veen;7.18
0.7;10.79267571;veen;6.8
0.7;13.35611083;veen;7.3
0.7;11.36834087;veen;6.91
0.7;11.85821342;veen;7
0.7;12.16455541;veen;7.06
0.7;11.02683207;veen;6.84
0.7;11.54992296;veen;6.94
0.7;12.74905611;veen;7.18
0.7;10.79267571;veen;6.8
0.7;13.35611083;veen;7.3
0.7;11.36834087;veen;6.91
0.7;30.30274503;veen;11.36
0.7;31.6311665;veen;11.76
0.7;31.96755342;veen;11.86
0.7;29.24490183;veen;11.05
0.7;30.34230721;veen;11.37
0.7;27.46249356;veen;10.55
0.7;30.8597114;veen;11.52
0.7;30.61108128;veen;11.45
0.7;20.78249402;veen;8.89
0.7;21.52257756;veen;9.06
0.7;21.78354308;veen;9.12
0.7;16.56313423;veen;7.96
0.7;21.72521222;veen;9.1
0.7;19.04879489;veen;8.5
0.7;23.24941997;veen;9.47
0.7;21.58477617;veen;9.07
0.7;111.6278095;veen;18.18
0.7;114.2515361;veen;18.28
0.7;113.7225963;veen;18.26
0.7;107.151621;veen;18
0.7;113.8601073;veen;18.26
0.7;107.8703149;veen;18.03
0.7;112.5652134;veen;18.22
0.7;111.9732777;veen;18.19
0.7;23.28029483;veen;9.48
0.7;24.83459021;veen;9.86
0.7;23.82671342;veen;9.61
0.7;20.26153421;veen;8.77
0.7;25.26873308;veen;9.97
0.7;22.35317249;veen;9.25
0.7;25.11803538;veen;9.93
0.7;21.29928499;veen;9.01
0.7;24.74331828;veen;9.84
0.7;24.10562833;veen;9.68
0.7;22.59733206;veen;9.31
0.7;24.61170635;veen;9.8
0.7;30.71569919;veen;11.48
0.7;22.92592658;veen;9.39
0.7;25.06185124;veen;9.92
0.7;23.18508422;veen;9.45
0.7;25.89014274;veen;10.13
0.7;26.81973904;veen;10.38
0.7;24.83834793;veen;9.86
0.7;22.79626586;veen;9.36
0.7;29.1338905;veen;11.02
0.7;24.73901576;veen;9.84
0.7;27.52822773;veen;10.57
0.7;25.37551233;veen;10
0.7;49.33210554;veen;16.73
0.7;50.97048571;veen;16.92
0.7;51.49236389;veen;16.96
0.7;40.39891772;veen;14.63
0.7;51.99198518;veen;17
0.7;44.34393696;veen;15.77
0.7;50.7803345;veen;16.9
0.7;55.3467148;veen;17.14
0.7;18.50143569;veen;8.38
0.7;18.92654639;veen;8.47
0.7;18.69110561;veen;8.42
0.7;16.48649577;veen;7.94
0.7;19.1519578;veen;8.52
0.7;17.47377623;veen;8.15
0.7;18.45384141;veen;8.37
0.7;20.32632661;veen;8.78
0.7;13.65465626;veen;7.36
0.7;13.56784719;veen;7.34
0.7;14.19246724;veen;7.47
0.7;12.51341013;veen;7.13
0.7;14.29393579;veen;7.49
0.7;12.90534315;veen;7.21
0.7;14.09106166;veen;7.45
0.7;14.01852863;veen;7.43
0.7;17.15360898;veen;8.09
0.7;18.9456482;veen;8.47
0.7;19.18523068;veen;8.53
0.7;16.14025269;veen;7.87
0.7;18.02745308;veen;8.27
0.7;15.53949661;veen;7.75
0.7;16.34688967;veen;7.91
0.7;15.89029194;veen;7.82
0.7;15.90645802;veen;7.82
0.7;17.39313222;veen;8.14
0.7;16.26132706;veen;7.9
0.7;12.53441318;veen;7.14
0.7;16.58897869;veen;7.97
0.7;15.26767798;veen;7.69
0.7;17.89865106;veen;8.25
0.7;15.40102594;veen;7.72
0.7;15.90645802;veen;7.82
0.7;17.39313222;veen;8.14
0.7;16.26132706;veen;7.9
0.7;12.53441318;veen;7.14
0.7;16.58897869;veen;7.97
0.7;15.26767798;veen;7.69
0.7;17.89865106;veen;8.25
0.7;15.40102594;veen;7.72
0.7;52.29154667;veen;17.02
0.7;55.19163786;veen;17.13
0.7;51.60632804;veen;16.97
0.7;45.74324107;veen;16.1
0.7;54.4672854;veen;17.12
0.7;49.56590692;veen;16.76
0.7;53.48805638;veen;17.09
0.7;55.97837099;veen;17.14
0.7;25.95383391;veen;10.15
0.7;27.72838846;veen;10.62
0.7;25.35039462;veen;9.99
0.7;20.85968793;veen;8.9
0.7;28.07491018;veen;10.72
0.7;23.9266896;veen;9.63
0.7;29.19102476;veen;11.03
0.7;26.54574182;veen;10.3
0.7;30.58951492;veen;11.44
0.7;36.28213023;veen;13.27
0.7;34.34441327;veen;12.62
0.7;24.71087714;veen;9.83
0.7;30.64384302;veen;11.46
0.7;28.25973406;veen;10.77
0.7;29.54540927;veen;11.13
0.7;30.34019748;veen;11.37
0.7;72.9461142;veen;16.72
0.7;33.74561241;veen;12.43
0.7;30.18984999;veen;11.32
0.7;33.12402557;veen;12.23
0.7;103.7765603;veen;17.84
0.7;100.1594283;veen;17.66
0.7;99.2764527;veen;17.62
0.7;110.3508701;veen;18.13
0.7;322.9441352;veen;24.41
0.7;328.2346163;veen;24.57
0.7;323.207055;veen;24.42
0.7;314.1407542;veen;24.13
0.7;333.6795979;veen;24.75
0.7;327.5662624;veen;24.55
0.7;323.3611332;veen;24.42
0.7;310.4195275;veen;24.02
0.7;34.88864796;veen;12.8
0.7;35.17179894;veen;12.9
0.7;32.78474071;veen;12.12
0.7;32.68403768;veen;12.09
0.7;37.64326269;veen;13.72
0.7;34.80665737;veen;12.77
0.7;32.17957438;veen;11.93
0.7;38.95046391;veen;14.16
0.7;18.8667276;veen;8.46
0.7;17.48860253;veen;8.16
0.7;17.28606243;veen;8.11
0.7;18.45804323;veen;8.37
0.7;19.87017263;veen;8.68
0.7;19.73870409;veen;8.65
0.7;17.28533889;veen;8.11
0.7;21.94016939;veen;9.16
0.7;18.8667276;veen;8.46
0.7;17.48860253;veen;8.16
0.7;17.28606243;veen;8.11
0.7;18.45804323;veen;8.37
0.7;19.87017263;veen;8.68
0.7;19.73870409;veen;8.65
0.7;17.28533889;veen;8.11
0.7;21.94016939;veen;9.16
0.7;79.61957276;veen;16.75
0.7;73.21374585;veen;16.71
0.7;73.04085787;veen;16.72
0.7;79.82052069;veen;16.75
0.7;83.42626787;veen;16.85
0.7;84.04201172;veen;16.87
0.7;71.11902178;veen;16.74
0.7;92.67458353;veen;17.27
0.7;254.498252;veen;22.34
0.7;256.9472943;veen;22.42
0.7;254.7808864;veen;22.35
0.7;247.7121372;veen;22.14
0.7;256.2294168;veen;22.39
0.7;252.6585219;veen;22.29
0.7;259.9372294;veen;22.5
0.7;253.2222776;veen;22.3
0.7;27.90951604;veen;10.67
0.7;30.38066726;veen;11.38
0.7;28.37081257;veen;10.8
0.7;23.0674229;veen;9.42
0.7;28.77260969;veen;10.91
0.7;26.20700834;veen;10.21
0.7;31.53316582;veen;11.73
0.7;27.03492571;veen;10.43
0.7;27.90951604;veen;10.67
0.7;30.38066726;veen;11.38
0.7;28.37081257;veen;10.8
0.7;23.0674229;veen;9.42
0.7;28.77260969;veen;10.91
0.7;26.20700834;veen;10.21
0.7;31.53316582;veen;11.73
0.7;27.03492571;veen;10.43
0.7;27.90951604;veen;10.67
0.7;30.38066726;veen;11.38
0.7;28.37081257;veen;10.8
0.7;23.0674229;veen;9.42
0.7;28.77260969;veen;10.91
0.7;26.20700834;veen;10.21
0.7;31.53316582;veen;11.73
0.7;27.03492571;veen;10.43
0.7;21.0451056;veen;8.95
0.7;23.11568947;veen;9.44
0.7;21.34534869;veen;9.02
0.7;15.57686139;veen;7.75
0.7;22.67905054;veen;9.33
0.7;19.38552332;veen;8.57
0.7;23.46902836;veen;9.52
0.7;21.74423745;veen;9.11
0.7;59.99805264;veen;17.09
0.7;55.07016225;veen;17.13
0.7;54.08748008;veen;17.11
0.7;46.83802489;veen;16.33
0.7;60.31359386;veen;17.08
0.7;65.81545285;veen;16.89
0.7;66.10262188;veen;16.88
0.7;71.75903271;veen;16.73
0.7;18.96151863;veen;8.48
0.7;18.71592352;veen;8.42
0.7;18.57262732;veen;8.39
0.7;18.25636074;veen;8.32
0.7;19.03810242;veen;8.49
0.7;19.40931065;veen;8.58
0.7;18.85222555;veen;8.45
0.7;19.88608017;veen;8.68
0.7;175.835752;veen;19.68
0.7;172.1737194;veen;19.57
