GAFIDENT;GAFNAAM;Begindatum;Einddatum;KRWWaterlichaamcode;KRW_SGBP3;KRWmonitoringslocatie;KRWmonitoringslocatie_SGBP3;KRWmonitoringslocatie_SGBP3_MeetpuntInAquoKit20200701;SGBP3_NAAM;OPMERKING;OPPEAG;OppWater;OppLand;OmtrekWater;OppWater0_1m;OppWater1_8m;OppWater8m;Opp verhard;Opp onverhard;Opp water (BGT);verhardfactor;Plas;watertype;KRWWatertypeVoorstel_status;type;vijver;StedelijkLandelijk;LANDBOUWGEB;percopenwater
2410-EAG-3;Polder Waardassacker en Holendrecht, stedelijkgebied (zuid);20170210;;;;;;;;KRW Overig water;1668234.068;129710.7887;1538523.28;50230.43177;0;0;0;308613.625;1228609.688;131035.5;0.184991455;;M8;WBP 2016-2021;sloot;;Stedelijk;hoge_potentie_lb;0.077753351
2410-EAG-4;Polder Waardassacker en Holendrecht, Slot polder;20170210;;;;;;;;KRW Overig water;178437.4253;13147.21263;165290.2127;5511.683206;0;0;0;6586.25;158581.1875;13270.4375;0.036910605;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.073679681
2500-EAG-1;Polder Groot Wilnis Vinkeveen, Overig;20160428;;;;;;;;KRW Overig water;4472962.755;1214753.2;3258209.555;207511.8556;0;0;0;966647.9375;2275774.188;1230571.813;0.216107589;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.271576864
4250-EAG-2;'s-Gravelandsche Polder, 's-Gravelandsche Polder - KRW Waterlichaam;20190320;;NL11_2_2;NL11_2_2;NL11_VaartenVechtstreek;NL11_VaartenVechtstreek;NL11_VaartenVechtstreek;Vaarten Vechtstreek;KRW Waterlichaam;255788.0789;100910.5754;154877.5035;16450.06409;0;0;0;69969.9375;83627.3125;102199.875;0.273536841;;M6a;WBP 2016-2021;canal;;Landelijk;overig;0.394508516
2501-EAG-1;Polder Oukoop en Polder Groot Wilnis-Vinkeveen (oost), Oukoop;20160428;;NL11_2_3;NL11_2_10;;NL11_PolderDemmerik;NL11_PolderDemmerik;Polder Demmerik;KRW Waterlichaam;3710677.602;382601.3248;3328076.277;136043.3304;0;0;0;376597.75;2941635.688;392464.5625;0.101489733;;M8;WBP 2016-2021;sloot;;Landelijk;veen;0.10310821
2510-EAG-1;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Heicop & Geer;20160428;;NL11_2_3;NL11_2_11;;NL11_GrootWilnis-VinkeveenZuid;NL11_GrootWilnis-VinkeveenZuid;Groot Wilnis-Vinkeveen Zuid;KRW Waterlichaam;8793402.443;1106181.599;7687220.844;386760.0484;0;0;0;201771.125;7366690.313;1061480.313;0.023380358;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.125796767
2600-EAG-1;Polder Zevenhoven, bemalen gebied;20170207;;NL11_2_4;NL11_2_4;;NL11_VaartenZevenhoven;NL11_VaartenZevenhoven;Vaarten Zevenhoven;KRW Waterlichaam;3811221.214;371819.1615;3439402.053;150254.6448;0;0;0;282653.4375;3017038.438;309968.125;0.078304726;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;0.097559061
2400-EAG-5;Polder de Rondehoep, weidevogel gebied;20170208;;;NL11_2_5;;NL11_VaartenRondeHoep;NL11_VaartenRondeHoep;Vaarten Ronde Hoep;KRW Waterlichaam;1424930.696;167971.7798;1256958.916;50289.2284;0;0;0;2.5;1242516.5;166007.9375;1.77E-06;;M8;WBP 2016-2021;sloot;;Landelijk;veen;0.117880666
2120-EAG-1;Bovenkerkerpolder, landelijk;20160428;;NL11_2_6;NL11_2_8;;NL11_Bovenkerkerpolder;NL11_Bovenkerkerpolder;Bovenkerkerpolder;KRW Waterlichaam;8585372.487;594101.0461;7991271.441;384887.6802;0;0;0;;;;;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;0.069199216
2130-EAG-1;Noorder Legmeerpolder, landelijk;20160428;;NL11_2_6;NL11_2_9;;NL11_Noorderlegmeer;NL11_Noorderlegmeer;Noorderlegmeer;KRW Waterlichaam;9111785.856;340604.3287;8771181.527;182130.1943;0;0;0;;;;;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;0.037380634
2501-EAG-3;Polder Oukoop en Polder Groot Wilnis-Vinkeveen (oost), Polder Demmerik - KRW Waterlichaam;;20191205;NL11_2_3;;NL11_VaartenRondeVenen;;;;KRW Waterlichaam;47308;27226;20082;3770;0;0;0;1590.5;18316.4375;27402.875;0.033618819;;M10;WBP 2016-2021;sloot;;Landelijk;0;0.5755052
2502-EAG-1;Polder Groot Wilnis-Vinkeveen (midden), oost;20170327;;;;;;;;KRW Overig water;2747269.2;366428.228;2380840.972;106423.5067;0;0;0;55915.3125;2319839.563;371520.75;0.020353004;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.133379076
2502-EAG-2;Polder Groot Wilnis-Vinkeveen (midden), west;20170327;;;;;;;;KRW Overig water;293983.6461;43870.1961;250113.45;16338.54851;0;0;0;1533.875;247795.6875;44654.4375;0.005217546;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.149226655
2503-EAG-1;Polder Wilnis-Veldzijde, Polder Wilnis-Veldzijde;20170315;;;;;;;;KRW Overig water;5707776.051;315149.4399;5392626.611;167836.1835;0;0;0;205242.25;5179112.063;323450;0.035958179;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;0.055214051
2504-EAG-1;Polder deTweede Bedijking, Polder deTweede Bedijking;20170315;;;;;;;;KRW Overig water;1786026.78;148521.888;1637504.892;80400.73436;0;0;0;85696.25;1551814.125;148529.4375;0.047981153;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;0.083157705
2505-EAG-1;Veldhuiswetering, Veldhuisweg;20160428;;;;;;;;KRW Overig water;4709823.054;689597.0523;4020226.001;181086.923;0;0;0;80967.5;3929506.625;699365.6875;0.017191137;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.146416764
2506-EAG-1;Eilinzon, Eilinzon;20160428;;;;;;;;KRW Overig water;37270.62147;5528.3587;31742.26277;1878.636853;0;0;0;15077.8125;16564.1875;5628.9375;0.404546102;;NTB;WBP 2016-2021;canal;;Stedelijk;overig;0.148330199
2540-EAG-1;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), landelijk;20170403;;NL11_2_7;NL11_2_7;;NL11_VaartenGrootMijdrec;NL11_VaartenGrootMijdrec;Vaarten Groot Mijdrecht;KRW Waterlichaam;14989660.96;961929.7465;14027731.22;662917.8778;0;0;0;634900;13196336.44;897051.375;0.043107523;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;0.064172882
2510-EAG-2;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Armenland;20160428;;;;;;;;KRW Overig water;29734.4014;2861.104353;26873.29704;2663.764342;0;0;0;280.25;26274.5625;3179.375;0.009425178;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.096222026
8070-EAG-1;Sloterbinnen en Middelveldsepolder, Sloterplas;20160428;;NL11_3_1;NL11_3_1;NL11_Sloterplas;NL11_Sloterplas;NL11_Sloterplas;Sloterplas;KRW Waterlichaam;1462213.951;899873.8248;562340.1264;9129.171843;14540.12863;362464.751;530955;53441.6875;508165.0625;900646.9375;0.03654748;Sloterplas;M20;WBP 2016-2021;plas;;Stedelijk;overig;0.615418711
2510-EAG-4;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Heicop & Geer - KRW Waterlichaam;;20191205;NL11_2_3;;NL11_VaartenRondeVenen;;;;KRW Waterlichaam;163475;68675;94800;11639;0;0;0;1139;93144.125;69192.3125;0.006967408;;M10;;sloot;;Landelijk;0;0.420094816
2510-EAG-5;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Bovenland - KRW Waterlichaam;;20191205;NL11_2_3;;NL11_VaartenRondeVenen;;;;KRW Waterlichaam;245837;95426;150411;10540;0;0;0;884.75;149045.0625;95904.3125;0.003598971;;M10;;sloot;;Landelijk;0;0.38816777
2511-EAG-1;Hoogwaterzone Amstelkade P1, Hoogwaterzone Amstelkade P1;20160428;;;;;;;;KRW Overig water;300945.4225;49512.92491;251432.4975;14540.02495;0;0;0;38613.4375;212450.9375;49880.75;0.128307237;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.164524599
2512-EAG-1;Hoogwaterzone Amstelkade P2, Hoogwaterzone Amstelkade P2;20160428;;;;;;;;KRW Overig water;167973.1175;27744.43776;140228.6797;7280.040856;0;0;0;15759.1875;124475.125;27741.9375;0.09381795;;M8;20161205_MemoWatertypenOverigWater;canal;;Landelijk;veen;0.165171893
2520-EAG-1;Polder de Derde Bedijking, landelijk;20170323;;;;;;;;KRW Overig water;5305377.821;382758.1407;4922619.68;210583.1327;0;0;0;404121.125;4512978.313;388298.5;0.07617169;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;droogmakerij;0.072145312
2520-EAG-2;Polder de Derde Bedijking, stedelijk;20170323;;;;;;;;KRW Overig water;1708535.192;103521.316;1605013.876;29510.41985;0;0;0;651007.375;953453.9375;104083.9375;0.381030221;;M8;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;droogmakerij;0.060590684
2520-EAG-3;Polder de Derde Bedijking, natuur;20170323;;;;;;;;KRW Overig water;188226.747;25477.35536;162749.3916;8470.238683;0;0;0;33709;129045.9375;25472.75;0.179086299;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;droogmakerij;0.135354596
2520-EAG-4;Polder de Derde Bedijking, kassen;20170323;;;;;;;;KRW Overig water;448503.9629;32111.01427;416392.9486;19968.63593;0;0;0;156290;260117.25;32099.9375;0.348467102;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;droogmakerij;0.071595832
2530-EAG-1;Polder de Eerste Bedijking (west), west;20170315;;;;;;;;KRW Overig water;5582310.463;465153.0131;5117157.45;268821.3021;0;0;0;267242.5;4847037.125;468072.625;0.04787274;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;0.083326253
2530-EAG-2;Polder de Eerste Bedijking (west), oost;20170315;;;;;;;;KRW Overig water;3327028.111;229455.7716;3097572.339;130380.9765;0;0;0;385726.5625;2706249.813;235079.375;0.115936309;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;0.068967188
2220-EAG-1;Zuid Bijlmer, Gaasperplas;20160428;;NL11_3_2;NL11_3_2;NL11_Gaasperplas;NL11_Gaasperplas;NL11_Gaasperplas;Gaasperplas;KRW Waterlichaam;883008.5175;626907.5614;256100.9562;10029.06887;11228.73607;204195.6959;399519.7893;;;;;Gaasperplas;M20;WBP 2016-2021;plas;;Landelijk;hoge_potentie_lb;0.70996774
2540-EAG-2;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), natuurreservaat;20170403;;;;;;;;KRW Overig water;500306.9734;277499.8897;222807.0837;13054.17749;0;0;0;613.875;221615.375;278084.4375;0.00122698;;M1a;WBP 2016-2021;sloot;;Landelijk;veen;0.554659248
2540-EAG-3;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), Botshol West;20160428;;;;;;;;KRW Overig water;106124.4864;7494.007355;98630.47905;4375.7152;0;0;0;6257.8125;92043.5625;7826.625;0.058964764;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;0.070615252
2540-EAG-4;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), stedelijk;20170403;;;;;;;;KRW Overig water;4097415.147;242160.9728;3855254.174;99236.11024;0;0;0;1899378.625;1948661.688;248565.4375;0.463646917;;M1a;WBP 2016-2021;sloot;;Stedelijk;droogmakerij;0.059100912
2540-EAG-5;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), Veldweg;20170403;;;;;;;;KRW Overig water;587958.2735;63694.30381;524263.9697;25887.62413;0;0;0;59784.0625;462885.8125;65305.125;0.101677899;;M1a;WBP 2016-2021;sloot;;Landelijk;droogmakerij;0.108331333
2540-EAG-6;Polder Groot Mijdrecht en Polder de Eerste Bedijking (oost), landelijk - KRW Waterlichaam;;20191205;NL11_2_7;;NL11_VaartenGrootMijdrec;;;;KRW Waterlichaam;261456;86276;175180;11646;0;0;0;37082.9375;137922.75;86448.5;0.141833404;;M10;WBP 2016-2021;sloot;;Landelijk;0;0.329982865
2250-EAG-1;Polder de Nieuwe Bullewijk en Holendrechter- en Bullewijker Polder noord, Ouderkerkerplas;20160428;;NL11_3_3;NL11_3_3;NL11_Ouderkerkerplas;NL11_Ouderkerkerplas;NL11_Ouderkerkerplas;Ouderkerkerplas;KRW Waterlichaam;928499.2458;730801.3333;197697.9125;12922.95599;15986.63356;275378.2383;438035.5;31628.25;165709.6875;731179.5625;0.034063171;Ouderkerkerplas;M20;WBP 2016-2021;plas;;Landelijk;veen;0.787078004
2500-EAG-3;Polder Groot Wilnis Vinkeveen, Kleine plas;20160428;;NL11_3_4;NL11_3_4;NL11_Vinkeveenseplassen;NL11_Vinkeveenseplassen;NL11_Vinkeveenseplassen;Vinkeveense plassen;KRW Waterlichaam;841875.0053;614341.8545;227533.1508;21620.59098;31588.86911;546256.9329;38822.5;49692.5;175559.875;616629.125;0.059025528;Vinkeveense Plas;M20;WBP 2016-2021;plas;;Landelijk;veen;0.729730483
2550-EAG-4;Noorderpolder of Botshol (zuid en west), Noorderpolder (oost);20160428;;;;;;;;KRW Overig water;650583.1162;110266.8545;540316.2617;25659.37785;0;0;0;3936.25;534352.3125;112301.375;0.006050278;Botshol;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.169489265
2550-EAG-5;Noorderpolder of Botshol (zuid en west), Noorderpolder (west);20170213;;;;;;;;KRW Overig water;615736.9068;47139.10426;568597.8026;23069.51366;0;0;0;30113.1875;537884.625;47750.5;0.048905026;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.076557217
2560-EAG-1;Noorderpolder of Botshol (Nellestein), agrarisch;20170317;;;;;;;;KRW Overig water;527080.8928;43245.6458;483835.247;22988.02004;0;0;0;9366.8125;473839.875;43880.5625;0.017770896;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.082047455
2560-EAG-2;Noorderpolder of Botshol (Nellestein), natuurgebied;20170317;;;;;;;;KRW Overig water;519262.2275;63495.67296;455766.5546;23491.03962;0;0;0;102.75;455377.625;63787.875;0.000197875;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.122280554
2570-EAG-1;Baambrugge Westzijds, polder;20170317;;;;;;;;KRW Overig water;5386152.631;345889.856;5040262.775;193132.655;0;0;0;520995.375;4504681.125;360526.75;0.09672776;;M8;WBP 2016-2021;sloot;;Landelijk;veen;0.064218354
2570-EAG-2;Baambrugge Westzijds, Schrobberpolder;20170317;;;;;;;;KRW Overig water;830774.2832;29792.44957;800981.8336;26079.9016;0;0;0;30310.1875;767605.25;32875.0625;0.036483551;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.035861064
2500-EAG-4;Polder Groot Wilnis Vinkeveen, Zuidplas;20160428;;NL11_3_4;NL11_3_4;NL11_Vinkeveenseplassen;NL11_Vinkeveenseplassen;NL11_Vinkeveenseplassen;Vinkeveense plassen;KRW Waterlichaam;3733467.078;3230141.101;503325.9776;49451.56102;70216.35203;2826525.785;335506;175120.875;323697.8125;3234679.563;0.046905305;Vinkeveense Plas (EAG 4 - Zuidplas);M20;WBP 2016-2021;plas;;Landelijk;veen;0.865185372
2600-EAG-10;Polder Zevenhoven, bemalen gebied - KRW Waterlichaam;;20191205;NL11_2_4;;NL11_VaartenZevenhoven;;;;KRW Waterlichaam;201582;67745;133837;14886;0;0;0;14314.8125;118930.25;68336.5625;0.071012487;;M10;WBP 2016-2021;sloot;;Landelijk;0;0.336066712
2600-EAG-2;Polder Zevenhoven, Oude Nieuwveenseweg;20170207;;;;;;;;KRW Overig water;677641.8029;35122.64284;642519.1601;20621.74466;0;0;0;125739.875;515500.3125;36411;0.185552504;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;0.051830691
2600-EAG-3;Polder Zevenhoven, Nieuw Amstel;20170207;;;;;;;;KRW Overig water;2319327.504;160213.0766;2159114.428;52190.40788;0;0;0;345752.1875;1811434.188;162153;0.149073564;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;0.069077384
2600-EAG-4;Polder Zevenhoven, Bloklandseweg;20170207;;;;;;;;KRW Overig water;1187052.127;32304.62292;1154747.504;16843.3798;0;0;0;19339.0625;1134734;32988.375;0.016291543;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;0.027214157
2500-EAG-5;Polder Groot Wilnis Vinkeveen, Noordplas;20160428;;NL11_3_4;NL11_3_4;NL11_Vinkeveenseplassen;NL11_Vinkeveenseplassen;NL11_Vinkeveenseplassen;Vinkeveense plassen;KRW Waterlichaam;8586653.153;6285982.675;2300670.478;227745.0643;182705.5951;3875796.263;1671903;511032.375;1772419.438;6303300.438;0.059514047;Vinkeveense Plas (EAG 5 - Noordplas);M20;WBP 2016-2021;plas;;Landelijk;veen;0.732064352
3200-EAG-1;Spiegelpolder, Spiegel- en Blijkpolderplas;20160428;;NL11_3_6;NL11_3_6;NL11_Spiegelplas;NL11_Spiegelplas;NL11_Spiegelplas;Spiegelplas;KRW Waterlichaam;3213868.479;2554704.734;659163.7449;34789.65353;52152.47553;745891.4483;1757577;96775.6875;562412.6875;2554709.125;0.030111628;Spiegelplas;M20;WBP 2016-2021;plas;;Landelijk;hoge_potentie_lb;0.794900212
3230-EAG-2;Polder Kortenhoef, Wijde Blik;20160428;;NL11_3_7;NL11_3_7;NL11_WijdeBlik;NL11_WijdeBlik;NL11_WijdeBlik;Wijde Blik;KRW Waterlichaam;4015325.128;2930793.278;1084531.85;54344.6402;36811.62358;1167340.231;1606745.5;116074.8125;966266.9375;2933019.438;0.028907689;Wijde Blik;M20;WBP 2016-2021;plas;;Landelijk;overig;0.72990186
2600-EAG-9;Polder Zevenhoven, Groene Jonker;20170207;;;;;;;;KRW Overig water;1130573.331;810626.3451;319946.986;17712.24183;0;0;0;17769.125;301541.75;811265.6875;0.01571687;;M1a;WBP 2016-2021;sloot;;Landelijk;veen;0.717004658
2610-EAG-1;Buitendijkse Oosterpolder, Buitenwesterpolder en Blokland (noord), bemalen gebied;20170207;;;;;;;;KRW Overig water;2610658.816;308248.5598;2302410.257;112639.0356;0;0;0;652041.875;1645477.5;313155.6875;0.249759874;;M8;WBP 2016-2021;sloot;;Landelijk;veen;0.118073092
2620-EAG-1;Voordijkschepolder, Voordijkschepolder;20160428;;NL11_8_2;;NL11_Tussenboezemb;;;;KRW Overig water;1676544.47;349440.1934;1327104.277;77422.2559;0;0;0;62226.5625;1262561.75;351756.8125;0.037115948;;M10;WBP 2016-2021;sloot;;Landelijk;veen;0.208428825
2625-EAG-1;Blokland, Blokland;20160428;;;;;;;;KRW Overig water;2878299.393;451829.2143;2426470.179;131319.0166;0;0;0;71289.75;2350092.188;456938.0625;0.024767833;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.156977837
2630-EAG-1;Noordse Buurt en Westveense Polder, Noordse buurt;20170207;;;;;;;;KRW Overig water;2068349.851;143371.5602;1924978.291;75512.71997;0;0;0;176809.8125;1743948.813;145856.9375;0.085555251;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.069316881
2630-EAG-2;Noordse Buurt en Westveense Polder, Noordse dorp;20170207;;;;;;;;KRW Overig water;622513.5466;37565.68016;584947.8664;18840.52235;0;0;0;22176.875;564335.625;37741.5625;0.0355254;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.060345161
3360-EAG-11;Polder Maarsseveen-Westbroek, Grote Maarsseveensche Plas;20160428;;NL11_3_8;NL11_3_8;NL11_GroteMaarsseveensep;NL11_GroteMaarsseveensep;NL11_GroteMaarsseveensep;Grote Maarsseveenseplas;KRW Waterlichaam;856915.5677;608266.4982;248649.0695;5317.340673;7806.584493;197563.0544;405977.2411;44957.625;203689;608267.5625;0.052464559;Grote Maarsseveense Plas;M20;WBP 2016-2021;plas;;Landelijk;hoge_potentie_lb;0.709832475
3???-EAG-1;Oud-Zuilen, Oud-Zuilen;20160428;;;;;;;;KRW Overig water;178273.9601;7365.06301;170908.8971;5191.246411;0;0;0;8256.0625;1620490.75;206996.3125;0.004497395;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.041313173
3000-EAG-1;Vechtboezem, Vecht;;20191205;NL11_1_2;;NL11_Vecht;;;;KRW Waterlichaam;6636325;3302353;3333972;180498;0;0;0;877210.875;2447141.188;3311994.75;0.132182796;;M7b;WBP 2016-2021;canal;;Landelijk;0;0.497617733
3310-EAG-2;Loenderveen (GWA), Waterleidingplas;20160428;;NL11_3_9;NL11_3_9;NL11_Waterleidingplas;NL11_Waterleidingplas;NL11_Waterleidingplas;Waterleidingplas;KRW Waterlichaam;1336313.491;1239669.214;96644.27748;7459.261991;11074.78343;974788.1898;253638.4863;6105.125;89881.75;1240333.25;0.00456861;Waterleidingplas;M20;WBP 2016-2021;plas;;Landelijk;overig;0.927678439
3100-EAG-1;Naardermeer, Binnenzij/Spookgat;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;995677.2247;298387.0394;697290.1853;33548.60456;11920.55457;176398.6214;0;3801.625;690775.5;301117.75;0.003818062;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;0.2996825
3100-EAG-2;Naardermeer, Groote Meer Noord;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;1281755.594;832021.401;449734.1929;14165.13915;9807.066868;804945.2086;0;2400.3125;446215.6875;833160;0.001872646;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;0.649126405
3000-EAG-5;Vechtboezem, stedelijk gebied Maarssen;20191122;;;;;;;;KRW Overig water;568361.8136;22308.89591;546052.9177;9458.872626;0;0;0;;;;;;M3;;canal;;Stedelijk;overig;0.039251222
3010-EAG-1;Noorder- of Rietpolder (zuid), Noorder- of Rietpolder (zuid) (De Krijgsman);20160428;;;;;;;;KRW Overig water;37345.33746;2825.906311;34519.43115;1666.262559;0;0;0;7709.375;26643.0625;2997.4375;0.20640966;;NTB;WBP 2016-2021;canal;;Landelijk;overig;0.075669588
3020-EAG-1;Noorder- of Rietpolder (De Krijgsman), landelijk;20160428;;;;;;;;KRW Overig water;502292.7147;81910.07714;420382.6375;21311.1856;0;0;0;27572.625;391007.9375;83718.625;0.054892832;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;kustpolder;0.163072397
3020-EAG-2;Noorder- of Rietpolder (De Krijgsman), Kruitfabriek eo;20160428;;;;;;;;KRW Overig water;188157.0188;8981.76942;179175.2494;4601.471655;0;0;0;1381.5;177428.5;9349.25;0.007342185;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;overig;0.0477355
3040-EAG-1;Bloemendalerpolder (noord), Bloemendalerpolder (noord);20160428;;;;;;;;KRW Overig water;1042140.43;187890.2926;854250.1379;33779.24421;0;0;0;496014.4375;407434.125;138715;0.475946824;;M8;WBP 2016-2021;sloot;;Stedelijk;kustpolder;0.180292681
3050-EAG-1;Gemeenschapspolder zuid-oost, Gemeenschapspolder zuid-oost;20160428;;;;;;;;KRW Overig water;783563.3658;29396.32822;754167.0375;8283.450739;0;0;0;490932.3125;263241.8125;29404.125;0.626526212;;M8;WBP 2016-2021;sloot;;Stedelijk;overig;0.037516211
3050-EAG-2;Gemeenschapspolder zuid-oost, Bloemendalerpolder Weesp;20160428;;;;;;;;KRW Overig water;389397.8736;8071.808009;381326.0656;2739.082012;0;0;0;248697.9375;132629.75;8072.875;0.638668665;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;overig;0.020728947
3070-EAG-1;Holland, Sticht, Voorburg en Polder het Honderd oost, Voorburg;20160428;;;;;;;;KRW Overig water;1187936.682;54117.01088;1133819.671;40267.97969;0;0;0;120462.9375;1012247.063;55226.5625;0.101405194;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.045555467
3070-EAG-2;Holland, Sticht, Voorburg en Polder het Honderd oost, Nog opknippen in  EAG's;20160428;;;;;;;;KRW Overig water;5422597.507;340228.5757;5082368.931;183806.0248;0;0;0;555529.9375;4511856.813;355245.8125;0.102446539;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.062742731
3080-EAG-1;Sportcombinatie Muiden, Sportcombinatie Muiden;20160428;;;;;;;;KRW Overig water;23847.17955;1017.275813;22829.90373;607.2434641;0;0;0;2420.75;20381.5625;1046.25;0.10150507;;NTB;WBP 2016-2021;canal;;Landelijk;overig;0.042658119
3100-EAG-3;Naardermeer, Groote Meer ZO;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;1355738.075;531648.5464;824089.5284;24324.04349;8069.14974;464765.5437;0;11412.6875;810202.9375;534144.3125;0.008417926;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;0.392146947
3100-EAG-10;Naardermeer, Meerlanden;20160428;;;;;;;;KRW Overig water;349019.1544;27169.03307;321850.1213;14505.30535;0;0;0;8530;312337.8125;28105.9375;0.024443099;;M1a;20161205_MemoWatertypenOverigWater;canal;;Landelijk;overig;0.07784396
3100-EAG-4;Naardermeer, Veertigmorgen;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;1148255.716;209331.1041;938924.6124;18771.28937;4091.45627;161947.0617;0;18762.9375;918188.375;211320.9375;0.016340147;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;0.182303559
3100-EAG-5;Naardermeer, Wijde- of Bovenste Blik;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;1199241.906;327002.1275;872239.7783;14017.2554;5400.572703;292456.5294;0;2545.5625;868573.75;328140.25;0.002122612;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;overig;0.272674033
3100-EAG-9;Naardermeer, Kwelgebied noord;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;NL11_Naardermeer;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;123686.7566;17549.21411;106137.5425;5953.403147;0;0;0;7723.1875;97927.5625;18163;0.062377462;;M14;WBP 2016-2021;plas;;Landelijk;overig;0.141884342
3300-EAG-1;Muyeveld, Loosdrechtsche Plassen;20160428;;NL11_5_1;NL11_5_5;NL11_Loosdrechtseplassen;NL11_LoosdrechtsePlas1tm5;NL11_LoosdrechtsePlas1tm5;Loosdrechtse plassen 1tm5;KRW Waterlichaam;11241307.02;9810351.117;1430955.908;96040.98125;140852.6142;9686080.024;0;336033.75;1100255.625;9867243.063;0.029728207;Loosdrechtse Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;0.872705558
3300-EAG-2;Muyeveld, Nieuwe Polderplas;20160428;;NL11_5_1;NL11_5_5;NL11_Loosdrechtseplassen;NL11_LoosdrechtsePlas1tm5;NL11_LoosdrechtsePlas1tm5;Loosdrechtse plassen 1tm5;KRW Waterlichaam;265268.3451;238161.5215;27106.82363;3314.195001;4409.824734;233928.3411;0;6058.8125;9299.4375;183649.6875;0.03044508;;M27;WBP 2016-2021;plas;;Landelijk;overig;0.897813576
