GAFIDENT;GAFNAAM;Begindatum;Einddatum;KRWWaterlichaamcode;KRW_SGBP3;KRWmonitoringslocatie;KRWmonitoringslocatie_SGBP3;KRWmonitoringslocatie_SGBP3_MeetpuntInAquoKit20200701;SGBP3_NAAM;OPMERKING;OPPEAG;OppWater;OppLand;OmtrekWater;OppWater0_1m;OppWater1_8m;OppWater8m;Opp verhard;Opp onverhard;Opp water (BGT);verhardfactor;Plas;watertype;KRWWatertypeVoorstel_status;type;vijver;StedelijkLandelijk;LANDBOUWGEB;percopenwater
3360-EAG-19;Polder Maarsseveen-Westbroek, Taartpunt noord;20180605;;NL11_6_5;NL11_6_9;NL11_MolenpolderTienhove;NL11_OostelijkeBinnenpolder;NL11_OostelijkeBinnenpolder;Oostelijke Binnenpolder van Tienhoven;KRW Waterlichaam;279178.8374;119954.8321;159224.0053;15960.19923;0;0;0;1221.1875;234542;83505.4375;0.003824953;;M10;WBP 2016-2021;sloot;;Landelijk;overig;0.429670219
2550-EAG-1;Noorderpolder of Botshol (zuid en west), Botshol Kleine- en Groote Wije;20160428;;NL11_7_1;NL11_7_1;NL11_Botshol;NL11_Botshol;NL11_Botshol;Botshol;KRW Waterlichaam;1128444.865;740042.5115;388402.3539;26472.2337;38936.15955;701809.1751;0;5248.8125;381520.8125;741687;0.00465132;Botshol;M27;WBP 2016-2021;plas;;Landelijk;veen;0.655807416
3360-EAG-18;Polder Maarsseveen-Westbroek, Polder het Huis te Hart;20160428;;;;;;;;KRW Overig water;961132.6482;131711.3714;829421.2768;50889.05239;0;0;0;10559.625;826257.5;132740.5625;0.010891178;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;overig;0.137037662
2550-EAG-2;Noorderpolder of Botshol (zuid en west), Botshol Midden;20160428;;NL11_7_1;NL11_7_1;NL11_Botshol;NL11_Botshol;NL11_Botshol;Botshol;KRW Waterlichaam;401283.1025;96946.75233;304336.3502;13188.40797;19501.49107;77726.82944;0;4078.9375;299381.75;97825.375;0.010164663;Botshol;M27;WBP 2016-2021;plas;;Landelijk;veen;0.241591913
3360-EAG-2;Polder Maarsseveen-Westbroek, Polder Buitenweg;20160428;;;;;;;;KRW Overig water;1256056.227;132445.0029;1123611.224;58857.18577;0;0;0;95363.5625;1037663.563;132138.75;0.075376332;;M8;WBP 2016-2021;sloot;;Landelijk;overig;0.105445123
3360-EAG-3;Polder Maarsseveen-Westbroek, Zogwetering;20160428;;;;;;;;KRW Overig water;2132014.398;99930.06532;2032084.333;32897.08241;0;0;0;496523.0625;1535135.188;100352.3125;0.232889588;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;overig;0.046871196
3360-EAG-4;Polder Maarsseveen-Westbroek, Wilgenplas;20160428;;;;;;;;KRW Overig water;1323590.809;362165.6376;961425.1713;55287.63489;80491.51152;282006.5412;0;85360.5625;875070.875;363156.9375;0.064491774;Wilgenplas;M25;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Landelijk;overig;0.273623566
3360-EAG-5;Polder Maarsseveen-Westbroek, rond Kleine Maarsseveensche Plas;20160428;;;;;;;;KRW Overig water;710827.5341;74494.16326;636333.3708;24467.27822;0;0;0;122083.8125;514219.75;74523.625;0.171748935;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.104799209
3360-EAG-6;Polder Maarsseveen-Westbroek, Kassen;20160428;;;;;;;;KRW Overig water;327020.3706;9657.772016;317362.5986;5291.383924;0;0;0;141598.1875;176182.625;9658.5;0.432441011;;M8;WBP 2016-2021;sloot;;Landelijk;overig;0.029532631
3360-EAG-7;Polder Maarsseveen-Westbroek, Volkstuinen;20160428;;;;;;;;KRW Overig water;280770.9472;13168.38107;267602.5661;5705.15994;0;0;0;34215.125;235878.375;13070.875;0.120831319;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.046900797
3360-EAG-8;Polder Maarsseveen-Westbroek, Oud tuinbouwgebied;20160428;;;;;;;;KRW Overig water;166978.9018;7377.80997;159601.0918;7143.568094;0;0;0;21677.4375;137817.3125;7545.625;0.12977364;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.044184085
3360-EAG-9;Polder Maarsseveen-Westbroek, Kleine Maarsseveensche Plas;20160428;;;;;;;;KRW Overig water;271055.8712;214159.991;56895.88026;3046.411555;4551.143184;88006.94144;121379.4844;8233.75;48871.5;213949.4375;0.030376711;Kleine Maarsseveense Plas;M20;WBP 2016-2021;plas;;Landelijk;hoge_potentie_lb;0.790095378
3370-EAG-1;Polder Achtienhoven, Gagelweg/Kooidijk;20160428;;;;;;;;KRW Overig water;4096115.079;403531.5751;3692583.504;207662.7929;0;0;0;90780.625;3557554.063;404185.4375;0.02240103;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;hoge_potentie_lb;0.098515683
3370-EAG-2;Polder Achtienhoven, Gagelbos;20160428;;;;;;;;KRW Overig water;582635.8494;91487.66412;491148.1853;24924.72981;0;0;0;19044.125;472102.8125;91489.6875;0.03268611;;M3;20161205_MemoWatertypenOverigWater;canal;;Landelijk;hoge_potentie_lb;0.157023747
3370-EAG-3;Polder Achtienhoven, Kerkeindse Polder;20160428;;;;;;;;KRW Overig water;2454143.711;234249.0577;2219894.653;139630.6111;0;0;0;44607.5;2183712.938;233463.8125;0.018119988;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.095450424
3370-EAG-4;Polder Achtienhoven,  Het Achteraf;20160428;;;;;;;;KRW Overig water;3145044.439;202984.9565;2942059.482;147447.7845;0;0;0;77379.625;3141786.75;210781.875;0.022559998;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.064541205
3370-EAG-5;Polder Achtienhoven,  Korssesteeg;20160428;;;;;;;;KRW Overig water;516657.8401;25226.60207;491431.2381;19510.54378;0;0;0;2641.5;209436.8125;12845.9375;0.011743954;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.048826516
6100-EAG-1;Noorder IJ Polder, Noorder IJplas;20160428;;NL11_7_2;NL11_7_2;NL11_NoorderIJplas;NL11_NoorderIJplas;NL11_NoorderIJplas;Noorder IJplas;KRW Waterlichaam;692760.9109;512713.4589;180047.452;7926.323821;11856.93347;331624.816;168842.6362;67663;112346.0625;512712.75;0.097677017;Noorder IJ-plas;M20;WBP 2016-2021;plas;;Landelijk;overig;0.7401016
4000-EAG-2;'s-Gravelandsche vaartboezem, Cruijsbergen;20160428;;NL11_2_2;;NL11_VaartenVechtstreek;;;;KRW Overig water;441308.3144;39743.55937;401564.755;7804.225972;0;0;0;6633.625;394327.625;40365.3125;0.015031103;;M6a;WBP 2016-2021;canal;;Landelijk;overig;0.090058488
2500-EAG-2;Polder Groot Wilnis Vinkeveen, Reservaat Demmerik;20160428;;NL11_8_1;NL11_8_1;NL11_Tussenboezema;NL11_Tussenboezema;NL11_Tussenboezema;Tussenboezem a;KRW Waterlichaam;2003545.978;589580.4914;1413965.487;100207.0765;0;0;0;63271.875;1342625.188;597657.375;0.031579813;;M10;WBP 2016-2021;sloot;;Landelijk;veen;0.294268511
2500-EAG-6;Polder Groot Wilnis Vinkeveen, Mijdrechtse  Bovenlanden;20160428;;NL11_8_2;NL11_8_3;NL11_Tussenboezemb;NL11_MijdrechtseBovenlanden;NL11_MijdrechtseBovenlanden;Mijdrechtse Bovenlanden;KRW Waterlichaam;2924372.475;530686.6299;2393685.845;123063.8758;0;0;0;437063;1958292.125;529039.25;0.149454193;;M10;WBP 2016-2021;sloot;;Landelijk;veen;0.181470259
2400-EAG-6;Polder de Rondehoep,Ouderkerk aan de Amstel;20170208;;;;;;;;KRW Overig water;720604.4841;47771.27958;672833.2045;17248.51601;0;0;0;348441.875;323901;48273.5;0.483533107;;M8;WBP 2016-2021;sloot;;Stedelijk;veen;0.066293342
2400-EAG-7;Polder de Rondehoep, bemalen gebied - KRW Waterlichaam;;20191205;NL11_2_5;;NL11_VaartenRondeHoep;;;;KRW Waterlichaam;129602;39808;89794;9024;0;0;0;2644.625;86814.8125;40145.3125;0.020405309;;M10;WBP 2016-2021;sloot;;Landelijk;0;0.307155754
2400-EAG-8;Polder de Rondehoep, noord-oost - KRW Waterlichaam;;20191205;NL11_2_5;;NL11_VaartenRondeHoep;;;;KRW Waterlichaam;51671;21979;29692;4896;0;0;0;798.0625;28701.5;22171.6875;0.015445001;;M10;WBP 2016-2021;sloot;;Landelijk;0;0.425364324
4100-EAG-1;Noordpolder beoosten Muiden, bemalen;20170227;;;;;;;;KRW Overig water;3467565.922;113079.8916;3354486.03;129088.2918;0;0;0;97761.8125;3237246;134164.0625;0.028180158;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;kustpolder;0.03261074
4100-EAG-2;Noordpolder beoosten Muiden, noord;20170227;;;;;;;;KRW Overig water;254935.5885;7287.058093;247648.5304;8840.312264;0;0;0;2105.1875;243989.5;8845.4375;0.008257576;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;kustpolder;0.028583919
4110-EAG-1;B.O.B.M.-polder en Buitendijken tussen Muiderberg en Naarden, B.O. bemalen;20170314;;;;;;;;KRW Overig water;2370791.832;133708.6718;2237083.16;77723.88406;0;0;0;403673;1822394.938;143232.375;0.17037646;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;kustpolder;0.056398318
4110-EAG-2;B.O.B.M.-polder en Buitendijken tussen Muiderberg en Naarden, B.O. (oost);20170314;;;;;;;;KRW Overig water;313695.4205;23868.5478;289826.8727;13276.03024;0;0;0;1321.5;286188.9375;26191.1875;0.004212602;;M1a;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;kustpolder;0.076088289
4120-EAG-1;Buitendijken ten Noorden van Naarden, Schapenmeent;20170307;;;;;;;;KRW Overig water;625674.1472;14677.90119;610996.246;3967.739347;0;0;0;392965.875;218651.75;15020.8125;0.627101454;;M1a;WBP 2016-2021;sloot;;Stedelijk;kustpolder;0.023459338
4120-EAG-2;Buitendijken ten Noorden van Naarden, Haverland;20170307;;;;;;;;KRW Overig water;482429.8125;15021.94475;467407.8677;9549.721358;0;0;0;39380.5;426574.6875;15779.9375;0.081747205;;M1a;WBP 2016-2021;sloot;;Landelijk;kustpolder;0.031138094
4130-EAG-1;Zuidpolder beoosten Muiden, Zuidpolder beoosten Muiden;20160726;;;;;;;;KRW Overig water;2558683.574;227661.3215;2331022.252;87384.48664;0;0;0;651540.3125;1677817.625;229373.9375;0.25463407;;M8;WBP 2016-2021;sloot;;Landelijk;kustpolder;0.088975958
4140-EAG-1;Keverdijkse Overscheense Polder,;20160726;;;;;;;;KRW Overig water;723257.1272;38537.93002;684719.1972;26643.9501;0;0;0;170811.375;511610.125;40853;0.236163967;;M8;WBP 2016-2021;sloot;;Landelijk;kustpolder;0.053283858
4140-EAG-2;Keverdijkse Overscheense Polder,;20160726;;;;;;;;NVT;586330.4048;23436.61222;562893.7926;23565.3544;0;0;0;30288.0625;530868.5625;25185.5625;0.05165595;;M8;WBP 2016-2021;sloot;;Landelijk;overig;0.039971682
4140-EAG-3;Keverdijkse Overscheense Polder,;20160726;;;;;;;;KRW Overig water;595656.9704;51575.52096;544081.4495;29274.57725;0;0;0;20545.1875;521149.4375;53832;0.034499192;;M8;WBP 2016-2021;sloot;;Landelijk;kustpolder;0.086585944
4140-EAG-4;Keverdijkse Overscheense Polder,;20160726;;;;;;;;KRW Overig water;119590.7351;38987.48664;80603.24845;6991.486294;0;0;0;83.3125;79978.8125;39532.5625;0.000696624;;M8;20180216_WSABufferzoneNaardermeerDeel1;sloot;;Landelijk;kustpolder;0.326007584
4140-EAG-5;Keverdijkse Overscheense Polder, Stadzicht;20170130;;;;;;;;NVT;115848.1029;4111.974644;111736.1282;3989.916105;0;0;0;1941;109623.5;4347.4375;0.016745471;;M1a;20180216_WSABufferzoneNaardermeerDeel1;sloot;;Landelijk;overig;0.035494536
4200-EAG-1;Heintjesrak- en Broekerpolder, nabij Faunapassage;20170116;;;;;;;;KRW Overig water;199109.2336;8590.208974;190519.0247;6677.559486;0;0;0;17316.6875;173185.6875;8695.75;0.08693198;;M8;WBP 2016-2021;sloot;;Landelijk;overig;0.043143197
4200-EAG-2;Heintjesrak- en Broekerpolder, Broekerpolder;20170116;;;;;;;;KRW Overig water;1271904.666;49649.54606;1222255.12;41053.37415;0;0;0;42721.75;1149927.188;47002.5;0.034462712;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.039035588
4200-EAG-3;Heintjesrak- en Broekerpolder, Heintjesrakpolder;20170116;;;;;;;;KRW Overig water;842477.1348;31736.45214;810740.6827;29494.02761;0;0;0;34567.3125;807863.6875;32241.25;0.039520303;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.037670402
2400-EAG-9;Polder de Rondehoep, weidevogel gebied - KRW Waterlichaam;;20191205;NL11_2_5;;NL11_VaartenRondeHoep;;;;KRW Waterlichaam;16474;2428;14046;676;0;0;0;0;14043.875;2435.1875;0;;M10;WBP 2016-2021;sloot;;Landelijk;0;0.147383756
2501-EAG-2;Polder Oukoop en Polder Groot Wilnis-Vinkeveen (oost), Polder Demmerik;20160428;;;NL11_2_10;;NL11_PolderDemmerik;NL11_PolderDemmerik;Polder Demmerik;KRW Waterlichaam;5987227.035;698655.3906;5288571.644;243502.7349;0;0;0;75485.0625;5176840.625;687625;0.012708028;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.11669098
2510-EAG-3;Groot Wilnis-Vinkeveen (zuid) en Polder Groot en Klein Oud-Aa, Bovenland;20160428;;;NL11_2_11;;NL11_GrootWilnis-VinkeveenZuid;NL11_GrootWilnis-VinkeveenZuid;Groot Wilnis-Vinkeveen Zuid;KRW Waterlichaam;4048117.676;712938.4223;3335179.254;173736.096;0;0;0;17491.4375;3162994.25;621807.9375;0.004600233;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;veen;0.176116032
4210-EAG-4;Hollands Ankeveensche Polder, Hollandsch Ankeveensche Polder oost;20160428;;;;;;;;KRW Overig water;1667059.753;256377.0033;1410682.749;64807.11237;0;0;0;217272.25;1187564.938;262243.875;0.130330945;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;aandachtsgebied;0.15378993
2600-EAG-5;Polder Zevenhoven, Odesssa_Driesprong_De Jonker;20170207;;;NL11_2_4;;NL11_VaartenZevenhoven;NL11_VaartenZevenhoven;Vaarten Zevenhoven;KRW Waterlichaam;2266434.525;66351.80544;2200082.719;39331.59685;0;0;0;42417.1875;2155210.125;68819.3125;0.018715282;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;0.029275854
4210-EAG-6;Hollands Ankeveensche Polder, Peilgebied 24-4;20191122;;;;;;;;KRW Overig water;153160.161;6651.912674;146508.2483;5243.334968;0;0;0;;;;;;M8;;sloot;;Landelijk;overig;0.04343109
4230-EAG-1;Hilversumse Ondermeent, Hilversumse Ondermeent;20160726;;;;;;;;KRW Overig water;1277624.442;52812.71285;1224811.73;37460.96718;0;0;0;30144.625;1192446.75;55051.4375;0.023593938;;M8;WBP 2016-2021;sloot;;Landelijk;aandachtsgebied;0.041336649
4240-EAG-1;Hilversumse Meent, Hilversumse Meent;20160726;;;;;;;;KRW Overig water;888824.5848;61510.34468;827314.2401;9175.18192;0;0;0;306873.125;519790.6875;62152.125;0.345260601;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;overig;0.069204144
4250-EAG-1;'s-Gravelandsche Polder, 's-Gravelandsche Polder;20160726;;;;;;;;KRW Overig water;8224547.77;372416.2027;7852131.568;93754.14854;0;0;0;1498230.438;6344222.25;381658.375;0.182175365;;M3;20161205_MemoWatertypenOverigWater;canal;;Landelijk;aandachtsgebied;0.045281055
2600-EAG-6;Polder Zevenhoven, Achterweg_Zeerust;20170207;;;NL11_2_4;;NL11_VaartenZevenhoven;NL11_VaartenZevenhoven;Vaarten Zevenhoven;KRW Waterlichaam;2506180.164;36020.20339;2470159.96;22861.08858;0;0;0;97542.4375;2371057.688;37591.375;0.038920584;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;0.014372551
5000-EAG-2;'t Gooi, 't Gooi - 1;20170418;;;;;;;;KRW Overig water;19859112.29;87176.22167;19771936.07;13652.4408;0;0;0;5173730.375;14597717;87973.875;0.260517681;;NVT;;canal;;Landelijk;overig;0.004389734
5000-EAG-3;'t Gooi, 't Gooi;20180323;;;;;;;;KRW Overig water;10258828.16;64387.63559;10194440.52;21624.81892;0;0;0;1313021.313;8880046.375;65895.5625;0.12798772;;NVT;;canal;;Landelijk;overig;0.006276315
5000-EAG-4;'t Gooi, 't Gooi;20180323;;;;;;;;KRW Overig water;10272165.01;53984.71035;10218180.3;15497.90557;0;0;0;1960574.5;8256782.875;54927;0.190860614;;NVT;;canal;;Landelijk;overig;0.005255436
5000-EAG-5;'t Gooi, 't Gooi;20180323;;;;;;;;KRW Overig water;5700402.52;120200.9041;5580201.616;7097.646315;0;0;0;912736.1875;4666880.875;120830.8125;0.160116575;;NVT;;canal;;Landelijk;overig;0.021086389
5000-EAG-6;'t Gooi, 't Gooi;20180323;;;;;;;;KRW Overig water;12241436.82;34833.20891;12206603.61;4409.594999;0;0;0;609553.375;11596736.75;35078.0625;0.049794546;;NVT;;canal;;Landelijk;overig;0.002845516
5000-EAG-7;'t Gooi, 't Gooi;20180323;;;;;;;;KRW Overig water;6330229.627;35552.18201;6294677.445;2739.955295;0;0;0;3647729.188;2646721.063;35809.875;0.576236855;;NVT;;canal;;Stedelijk;overig;0.005616255
5000-EAG-8;'t Gooi, 't Gooi;20180323;;;;;;;;KRW Overig water;10183597.34;90904.95352;10092692.38;16576.98958;0;0;0;1606701.125;8484211.75;92779.875;0.157771956;;NVT;;canal;;Landelijk;overig;0.008926605
6000-EAG-10;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, afstromend naar boezem - oost;20180314;;;;;;;;KRW Overig water;7832292.654;677919.7364;7154372.918;52402.57005;0;0;0;5055642.563;2182567.125;675032.5;0.638883841;;NVT;;canal;;Stedelijk;overig;0.086554444
6000-EAG-2;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Nuoncentrale;20170414;;;;;;;;KRW Overig water;169776.2051;65403.45717;104372.748;2845.329794;0;0;0;76647;27164.8125;65516.4375;0.452653352;;NVT;;canal;;Stedelijk;overig;0.385233355
6000-EAG-3;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Diemerzeedijk noord;20170414;;;;;;;;KRW Overig water;464059.201;48720.14244;415339.0586;14355.89215;0;0;0;69977.0625;344880.3125;49217.125;0.150788424;;NVT;;canal;;Stedelijk;overig;0.104986912
6000-EAG-4;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, Hoeker- en Garstenpolder noord-puntje;20170418;;;;;;;;KRW Overig water;15233.58047;6063.373666;9170.206802;797.8054399;0;0;0;805.3125;8365.25;6061.625;0.05286913;;NVT;;canal;;Landelijk;overig;0.398026825
6000-EAG-5;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, hoogspanningstrac?®;20170414;;;;;;;;KRW Overig water;360601.9725;7983.534172;352618.4384;2805.269269;0;0;0;49532.75;303094.75;7986;0.137356893;;NVT;;canal;;Stedelijk;overig;0.022139463
6000-EAG-6;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, haven;20170418;;;;;;;;KRW Overig water;13626.35751;12763.91674;862.4407689;491.5070811;0;0;0;157.4375;706.625;12806.375;0.011516639;;NVT;;canal;;Stedelijk;overig;0.936707901
6000-EAG-7;Geen EAG;20170414;;;;;;;;Geen KRW open water;83180.52;0;83180.52;0;0;0;0;69407.6875;13775.5;0;0.834395622;;NVT;;canal;;Stedelijk;overig;0
6000-EAG-8;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, tbv drinkwater;20170418;;;;;;;;KRW Overig water;18845.76029;11655.25012;7190.510167;1120.871754;0;0;0;253.75;6931.375;11660.5625;0.013464619;;NVT;;canal;;Stedelijk;overig;0.618454758
6000-EAG-9;Noordzeekanaal/IJ/Amsterdamrijnkanaalboezem, afstromend naar boezem - west;20160428;;;;;;;;KRW Overig water;23487569.17;599790.3637;22887778.81;224577.3647;0;0;0;15768757.63;7165890.313;620503.1875;0.669439884;;NVT;;canal;;Stedelijk;overig;0.025536502
6040-EAG-1;Sportpark Tuindorp Oostzaan, Sportpark Tuindorp Oostzaan;20170331;;;;;;;;KRW Overig water;84507.72139;4988.561039;79519.16035;2076.260204;0;0;0;14937.625;64565.8125;4986.6875;0.176797288;;M8;20161205_MemoWatertypenOverigWater;canal;vijver;Stedelijk;sportpark;0.059030831
6050-EAG-1;Krasseurstraat, Krasseurstraat;20170329;;;;;;;;KRW Overig water;227689.9159;9142.297269;218547.6186;1563.830513;0;0;0;27645.875;34638.9375;9141.9375;0.38705212;;M10;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.040152403
6060-EAG-1;W.H. Vliegenbos, W.H. Vliegenbos;20170329;;;;;;;;KRW Overig water;252627.4676;18542.29953;234085.1681;7749.406243;0;0;0;7795.9375;226002.8125;18540.6875;0.030894646;;M8;WBP 2016-2021;sloot;;Landelijk;overig;0.073397797
6080-EAG-1;Polder Bernard, Polder Polder Bernard;20170329;;;;;;;;KRW Overig water;25595.05911;846.6619539;24748.39716;638.9719558;0;0;0;11931.125;12672.5625;923.5;0.467388936;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;0.033079117
2600-EAG-8;Polder Zevenhoven, Kousmolentocht/Jonge Zevenhovenseweg;20170207;;;NL11_2_4;;NL11_VaartenZevenhoven;NL11_VaartenZevenhoven;Vaarten Zevenhoven;KRW Waterlichaam;3588482.644;222752.0088;3365730.635;120269.0368;0;0;0;80957.5625;3273150.25;234385.875;0.022560319;;M1a;WBP 2016-2021;sloot;;Landelijk;akkerbouw;0.06207415
6100-EAG-2;Noorder IJ Polder, Noorder IJplas;;20191205;;;;;;;NVT;116947;81468;35479;1216;0;0;0;3904.25;31578.8125;81467.0625;0.033383889;;M20;WBP 2016-2021;plas;;Landelijk;0;0.696623257
6110-EAG-1;Noorder IJ Polder, Noorder IJ Polder;20170331;;;;;;;;KRW Overig water;1485000.472;81280.82361;1403719.648;13397.54941;0;0;0;620539.8125;784216.625;80288.875;0.417859177;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.054734544
6400-EAG-1;Watergraafsmeer, zuid;20160428;;;;;;;;KRW Overig water;4655975.529;205805.3544;4450170.175;52915.3802;0;0;0;2046929.125;2399537.875;209608.6875;0.439625398;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.044202413
6400-EAG-2;Watergraafsmeer, noord;20160428;;;;;;;;KRW Overig water;1169349.278;148995.087;1020354.191;18783.45412;0;0;0;549196.3125;469930.6875;150250.625;0.469648385;;M3;20161205_MemoWatertypenOverigWater;canal;;Stedelijk;overig;0.127417094
6420-EAG-1;Gemeenschapspolder West (Tuincomplex Linnaeus), Gemeenschapspolder West (Tuincomplex Linnaeus);20160428;;;;;;;;KRW Overig water;247645.0813;39450.03623;208195.0451;11785.92915;0;0;0;28910.4375;179288.75;39449.75;0.116739598;;M10;20161205_MemoWatertypenOverigWater;sloot;;Stedelijk;volkstuinen;0.159300706
6430-EAG-1;Baambrugge Oostzijds;20160428;;;;;;;;KRW Overig water;7252899.119;429059.7773;6823839.342;278194.0803;0;0;0;400810.6875;6412846.063;439325.25;0.055261503;;M8;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.059157003
6440-EAG-1;Polder Breukelerwaard West, bemalen gebied;20170327;;;;;;;;KRW Overig water;1230826.746;51249.38704;1179577.359;31648.58472;0;0;0;215321.5;962959.1875;52546.5;0.174940481;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.041638181
6440-EAG-2;Polder Breukelerwaard West,;20170327;;;;;;;;KRW Overig water;285971.6547;26866.73474;259104.9199;10684.85049;0;0;0;25243.8125;233210;27522.125;0.088272505;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.093948943
6440-EAG-3;Polder Breukelerwaard West,;20170327;;;;;;;;KRW Overig water;280693.291;9237.777004;271455.514;8922.256613;0;0;0;3319.125;268476.25;8897.375;0.011824762;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;0.032910573
6440-EAG-4;Polder Breukelerwaard West,;20170327;;;;;;;;KRW Overig water;339803.5563;24223.92294;315579.6333;8351.727771;0;0;0;69409.4375;245492.75;24902.875;0.204262517;;M1a;WBP 2016-2021;sloot;;Landelijk;overig;0.071288021
6440-EAG-5;Polder Breukelerwaard West,;20170327;;;;;;;;KRW Overig water;193571.0858;14878.93942;178692.1464;3372.143239;0;0;0;92158.1875;86390.5625;15023.625;0.47609163;;M1a;WBP 2016-2021;sloot;;Stedelijk;hoge_potentie_lb;0.076865506
6450-EAG-1;Aetsveldse Polder west, bemalen;20160428;;;;;;;;KRW Overig water;2470401.411;109954.762;2360446.649;81513.86661;0;0;0;85903;2274584.813;110007.5;0.03477157;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.044508865
6450-EAG-2;Aetsveldse Polder west, fort;20160428;;;;;;;;KRW Overig water;48505.52808;29081.16037;19424.3677;1408.220545;0;0;0;2407.9375;17014.0625;29081.5625;0.049644549;;M3;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;overig;0.599543217
6450-EAG-3;Aetsveldse Polder west, zuid;20160428;;;;;;;;KRW Overig water;258937.4798;8518.758756;250418.7211;7614.266409;0;0;0;19726.9375;230671.3125;8488.125;0.076199211;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.032898902
6460-EAG-1;Breukelen Noord, Breukelen Noord;20160428;;;;;;;;KRW Overig water;795903.7002;41015.26697;754888.4332;12332.27648;0;0;0;254390.9375;499832;41677.6875;0.319626508;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.051532952
6460-EAG-2;Breukelen Noord, landelijk;20160428;;;;;;;;KRW Overig water;187174.3353;19741.24404;167433.0913;8691.921284;0;0;0;0.625;166721.125;20453.5;3.34E-06;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.105469823
6480-EAG-1;Hoeker- en Garstenpolder, bemalen gebied;20170214;;;;;;;;KRW Overig water;2826209.779;124551.4617;2701658.318;93209.52222;0;0;0;114619.875;2584199;127422.8125;0.040555581;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.04407014
6480-EAG-2;Hoeker- en Garstenpolder, noord;20170221;;;;;;;;KRW Overig water;846152.3787;34987.20342;811165.1753;24849.81377;0;0;0;47486.6875;767012;31664;0.056120044;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.041348585
6480-EAG-3;Hoeker- en Garstenpolder, oost;20170214;;;;;;;;KRW Overig water;1494322.019;64068.9443;1430253.075;53671.55649;0;0;0;52814.3125;1377100.188;64420.4375;0.035343022;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;0.042874925
6490-EAG-1;Aetsveldse Polder west (Driemond), Driemond;20160428;;;;;;;;KRW Overig water;67416.70102;1059.610745;66357.09027;730.1303757;0;0;0;37189.1875;29168.8125;1059.9375;0.551621555;;M1a;WBP 2016-2021;sloot;;Stedelijk;overig;0.015717333
6500-EAG-1;Over-Diemen, elektriciteitscentrale;20160428;;;;;;;;KRW Overig water;481096.7953;26273.52352;454823.2718;13590.57443;0;0;0;145172.625;309513.4375;26416.125;0.301750083;;NTB;WBP 2016-2021;canal;;Landelijk;overig;0.05461172
